"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_onshore","lead_solar","lead_commission","cr_wind","cr_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_388",0.23,0.82,0.91,0.47,0.07,0.8,0.29,0.69,0.85,0.59,0.01,0.58,0.8,0.07,0.24,0.180232558139535,0.536585365853659,0.5434,0.7419,0.275,0.202,0.134,0.755144032921811,0.726952141057935,0.155,0.595,0.348,0.202,0.237
"S3_389",0.12,0.4,0,0.53,0.77,0.75,0.89,0.19,0.4,0.7,0.82,0.03,0.89,0.36,0.76,0.906976744186046,0.164634146341464,0.6981,0.7978,0.193,0.0585,0.606,0.228395061728395,0.56272040302267,0.842,0.61,0.006,0.468,0.133
"S3_390",0.49,0.73,0.37,0.97,0.72,0.9,0.23,0.8,0.02,0.31,0.59,0.96,0.94,0.39,0.66,0.75,0.939024390243902,0.00130000000000017,0.3513,0.824,0.8555,0.196,0.604938271604938,0.299244332493703,0.318,0.785,0.154,0.129,0.699
"S3_391",0.45,0.02,0.51,0.29,0.42,0.89,0.17,0.81,0.96,0.37,0.59,0.26,0.12,0.07,0.72,0.761627906976744,0.554878048780488,0.2063,0.7073,0.319,0.5935,0.063,0.207818930041152,0.28816120906801,0.16,0.658,0.163,0.19,0.444
"S3_392",0.88,0.03,0.5,0.45,0.49,0.46,0.27,0.99,0.69,0.73,0.64,0.56,0.12,0.31,0.07,0.337209302325581,0.75609756097561,0.1153,0.3841,0.672,0.891,0.686,0.220164609053498,0.78639798488665,0.612,0.903,0.616,0.214,0.543
"S3_393",0.81,0.1,0.62,0.94,0.65,0.23,0.32,0.23,0.72,0.78,0.31,0.53,0.57,0.68,0.84,0.215116279069767,0.396341463414634,0.3539,0.4829,0.339,0.09,0.589,0.911522633744856,0.867002518891688,0.125,0.485,0.906,0.508,0.974
"S3_394",0.44,0.01,0.51,0.77,0.99,0.65,0.16,0.09,0.57,0.3,0.14,0.26,0.69,0.06,0.88,0.465116279069767,0.890243902439024,0.0376000000000001,0.2641,0.093,0.566,0.576,0.8559670781893,0.538539042821159,0.468,0.089,0.962,0.807,0.195
"S3_395",0.79,0.72,0.38,0.63,0.9,0.89,0.72,0.34,0.9,0.61,0.99,0.62,0.39,0.25,0.08,0.523255813953488,0.890243902439024,0.6371,0.8803,0.185,0.5425,0.948,0.584362139917695,0.242317380352645,0.985,0.457,0.053,0.573,0.879
"S3_396",0.49,0.34,0.82,0.82,0.77,0.26,0.83,0.54,0.16,0.6,0.1,0.04,0.79,0.86,0.78,0.273255813953488,0.286585365853659,0.5196,0.2535,0.641,0.0805,0.465,0.172839506172839,0.327959697732998,0.48,0.51,0.372,0.825,0.458
"S3_397",0.65,0.78,0.74,0.58,0.31,0.31,0.14,0.12,0.47,0.3,0.62,0.5,0.46,0.85,0.14,0.38953488372093,0.164634146341464,0.8669,0.2432,0.844,0.4525,0.433,0.469135802469136,0.153652392947103,0.183,0.441,0.494,0.114,0.83
"S3_398",0.77,0.14,0.63,0.47,0,0.99,0.64,0.7,0.73,0.92,0.66,0.49,0.31,0.41,0.05,0.941860465116279,0.774390243902439,0.3301,0.3056,0.504,0.6375,0.411,0.298353909465021,0.634760705289673,0.235,0.716,0.69,0.36,0.307
"S3_399",0.81,0.53,0.59,0.49,0.56,0.94,0.81,0.52,0.2,0.72,0.26,0.04,0.86,0.25,0.7,0.924418604651163,0.98780487804878,0.8399,0.9676,0.331,0.6795,0.659,0.666666666666667,0.20352644836272,0.27,0.249,0.695,0.166,0.011
"S3_400",0.45,0.22,0.02,0.87,0.47,0.85,0.87,0.07,0.8,0.22,0.35,0.84,0.68,0.56,0.47,0.0988372093023255,0.182926829268293,0.4941,0.9849,0.735,0.0525,0.029,0.716049382716049,0.784886649874056,0.066,0.517,0.816,0.916,0.628
"S3_401",0.53,0.39,0.91,0.35,0.76,0.23,0.46,0.03,0.25,0.48,0.01,0.09,0.05,0.37,0.81,0.674418604651163,0.341463414634146,0.5625,0.503,0.295,0.915,0.725,0.0864197530864198,0.742569269521411,0.866,0.687,0.823,0.894,0.853
"S3_402",0.88,0.82,0.49,0.2,0.37,0.51,0.01,0.43,0.35,0.94,0.49,0.52,0.23,0.62,0.25,0.843023255813953,0.804878048780488,0.1655,0.0605,0.0739999999999998,0.515,0.726,0.275720164609053,0.219647355163728,0.898,0.841,0.942,0.872,0.545
"S3_403",0.76,0.67,0.97,0.7,0.64,0.71,0.83,0.83,0.19,0.71,0.73,0.25,0.58,0.54,0.61,0.0174418604651161,0.902439024390244,0.8813,0.6395,0.172,0.5055,0.974,0.0905349794238683,0.73904282115869,0.594,0.799,0.972,0.937,0.466
"S3_404",0.8,0.49,0.53,0.87,0.54,0.78,0.51,0.18,0.71,0.47,0.85,0.1,0.37,0.23,0.92,0.691860465116279,0.280487804878049,0.0806000000000001,0.3923,0.904,0.8175,0.249,0.989711934156378,0.670528967254408,0.278,0.03,0.558,0.521,0.238
"S3_405",0.64,0.74,0.89,0.94,0.74,0.99,0.14,0.81,0.39,0.37,0.46,0.11,0.4,0.06,0.28,0.296511627906976,0.451219512195122,0.6779,0.422,0.345,0.574,0.296,0.864197530864197,0.357682619647355,0.964,0.968,0.531,0.58,0.313
"S3_406",0.75,0,0.45,0.58,0.57,0.82,0.94,0.25,0.24,0.08,0.09,0.36,0.48,0.36,0.96,0.11046511627907,0.48780487804878,0.7379,0.8782,0.449,0.876,0.967,0.561728395061728,0.411586901763224,0.355,0.325,0.792,0.613,0.646
"S3_407",1,0.59,0.94,0.01,0.78,0.22,0.26,0.17,0.09,0.06,0.18,0.71,0.51,0.2,0.9,0.598837209302326,0.225609756097561,0.4742,0.4577,0.799,0.595,0.032,0.34156378600823,0.854408060453401,0.923,0.142,0.846,0.3,0.151
"S3_408",0.83,0.76,0.78,0.98,0.8,0.13,0.01,0.52,0.28,0.13,0.42,0.02,0.79,0.02,0.28,0.633720930232558,0.146341463414634,0.9264,0.3578,0.803,0.2285,0.447,0.386831275720165,0.510327455919395,0.587,0.285,0.263,0.21,0.488
"S3_409",0.04,0.23,0.52,0.48,0.94,0.15,0.8,0.81,0.73,0.11,0.39,0.17,0.9,0.08,1,0.174418604651163,0.835365853658536,0.9446,0.4082,0.403,0.568,0.511,0.635802469135802,0.793954659949622,0.808,0.092,0.777,0.488,0.302
"S3_410",0.24,0.32,0.37,0.42,0.44,0.76,0.72,0.92,0.69,0.88,0.97,0.33,0.02,0.53,0.1,0.546511627906977,0.0121951219512195,0.2407,0.5308,0.596,0.0679999999999999,0.78,0.00617283950617287,0.54911838790932,0.721,0.888,0.379,0.777,0.429
"S3_411",0.64,0.61,0.49,0.22,0.27,0.15,0.44,0.03,0.13,0.75,0.42,0.03,0.03,0.23,0.55,0.534883720930233,0.365853658536585,0.8913,0.9492,0.841,0.747,0.206,0.761316872427983,0.872040302267003,0.812,0.703,0.247,0.576,0.3
"S3_412",0.51,0.61,0.81,0.75,0.96,0.38,0.74,0.29,0.85,0.57,0.84,0.51,0.08,0.27,0.61,0.0058139534883721,0.682926829268293,0.1542,0.6116,0.961,0.8685,0.67,0.950617283950617,0.201511335012595,0.546,0.043,0.458,0.013,0.852
"S3_413",0.47,0.6,0.29,0.76,0.82,0.39,0.28,0.59,0.9,0.59,0.26,0.78,0.45,0.82,0.02,0.331395348837209,0.780487804878049,0.9243,0.8683,0.201,0.9125,0.048,0.125514403292181,0.645340050377834,0.536,0.947,0.678,0.846,0.517
"S3_414",0.15,0.97,0.35,0.89,0.16,0.1,0.73,0.95,0.94,0.37,0.13,0.9,0.12,0.91,0.42,0.366279069767442,0.23780487804878,0.9597,0.195,0.536,0.7865,0.882,0.164609053497942,0.428211586901763,0.977,0.528,0.404,0.37,0.277
"S3_415",0.81,0.53,0.15,0.63,0.05,0.66,0.37,0.12,1,0.06,0,0.6,0.48,0.93,0.23,0.232558139534884,0.810975609756097,0.7832,0.6984,0.638,0.5915,0.963,0.890946502057613,0.741561712846348,0.441,0.705,0.315,0.004,0.419
"S3_416",0.34,0.94,0.06,0.18,0.46,0.27,0.31,0.48,0.32,0.01,0.58,0.36,0.37,0.68,0.06,0.0174418604651161,0.975609756097561,0.848,0.3279,0.172,0.9115,0.71,0.111111111111111,0.455919395465995,0.588,0.064,0.932,0.945,0.571
"S3_417",0.96,0.47,0.4,0.05,0.5,0.74,0.7,0.58,0.86,0.62,0.06,0.59,0.74,0.29,0.36,0.162790697674419,0.335365853658537,0.1577,0.5595,0.137,0.636,0.537,0.320987654320988,0.580856423173804,0.107,0.524,0.079,0.595,0.745
"S3_418",0.48,0.17,0.39,0.9,0.37,0.04,0.33,0.82,0.28,0.11,0.7,0.79,0.84,0.96,0.68,0.0290697674418603,0.140243902439025,0.9337,0.6436,0.397,0.54,0.492,0.213991769547325,0.360201511335013,0.3,0.81,0.142,0.264,0.66
"S3_419",0.56,0.57,0.18,0.68,0.21,0.43,0.97,0.9,0.75,0.39,0.94,0.45,0.08,0.44,0.71,0.784883720930232,0.719512195121951,0.8988,0.1262,0.111,0.979,0.224,0.917695473251029,0.811083123425693,0.002,0.83,0.809,0.877,0.428
"S3_420",0.04,0.29,0.31,0.51,0.08,0.63,0.24,0.9,0.5,0.07,0.5,0.81,0.88,0.61,0.27,0.284883720930232,0.0365853658536586,0.5002,0.843,0.845,0.423,0.404,0.388888888888889,0.663476070528967,0.895,0.402,0.819,0.477,0.246
"S3_421",0.05,0.87,0.68,0.47,0.35,0.84,0.77,0.37,0.7,0.35,0.04,0.56,0.44,0.99,0.18,0.918604651162791,0.585365853658536,0.4255,0.8061,0.307,0.9755,0.347,0.135802469135802,0.998488664987406,0.372,0.024,0.192,0.353,0.37
"S3_422",0.89,0.44,0.02,0.59,0.44,0.65,0.17,0.89,0.93,0.61,0.75,0.89,0.15,0.58,0.11,0.790697674418605,0.121951219512195,0.6005,0.2554,0.408,0.4675,0.198,0.845679012345679,0.971284634760705,0.761,0.411,0.722,0.558,0.351
"S3_423",0.26,0.07,0.86,0.41,0.81,0.07,0.33,0.99,0.21,0.08,0.74,0.17,0.22,0.22,0.19,0.156976744186046,0.128048780487805,0.7867,0.7101,0.557,0.707,0.77,0.648148148148148,0.939546599496222,0.309,0.854,0.681,0.046,0.567
"S3_424",0.97,0.86,0.11,0.21,0.35,0.86,0.63,0.82,0.38,0.46,0.7,0.85,1,0.26,0.72,0.982558139534884,0.524390243902439,0.887,0.4777,0.924,0.6815,0.043,0.318930041152263,0.109319899244332,0.259,0.11,0.151,0.93,0.878
"S3_425",0.26,0.77,0.08,0.85,0.06,0.02,0.07,0.21,0.21,0.34,0.79,0.73,0.46,0.01,0.44,0.709302325581395,0.670731707317073,0.8228,0.459,0.459,0.193,0.991,0.767489711934156,0.618136020151134,0.099,0.552,0.26,0.75,0.649
"S3_426",0.71,0.06,0.93,0.64,0.73,0.63,0.59,0.86,0.63,0.68,0.43,0.84,0.89,0.14,0.82,0.069767441860465,0.317073170731707,0.103,0.8728,0.779,0.042,0.071,0.569958847736626,0.224685138539043,0.709,0.335,0.328,0.257,0.344
"S3_427",0.9,0.04,0.89,0.12,0.24,0.39,0.37,0.6,0.27,0.51,0.37,0.96,0.93,0.35,0.22,0.784883720930232,0.725609756097561,0.122,0.529,0.285,0.1435,0.629,0.374485596707819,0.346095717884131,0.617,0.093,0.577,0.461,0.074
"S3_428",0.07,0.12,0.45,0.5,0.97,0.98,0.28,0.9,0.76,0.9,0.5,0.76,0.51,0.18,0.93,0.436046511627907,0.731707317073171,0.1698,0.9538,0.588,0.473,0.746,0.526748971193415,0.417632241813602,0.573,0.778,0.085,0.919,0.426
"S3_429",0.01,0.66,0.19,0.73,0.25,0.07,0.62,0.51,0.72,0.31,0.54,0.22,0.65,0.51,0,0.767441860465116,0.865853658536585,0.9965,0.2209,0.365,0.3465,0.422,0.897119341563786,0.350629722921915,0.006,0.644,0.698,0.747,0.922
"S3_430",0.62,0.59,0.26,0.78,0.61,0.44,0.08,0.87,0.89,0.38,0.37,0.71,0.15,0.2,0.99,0.38953488372093,0.201219512195122,0.7344,0.6177,0.597,0.532,0.09,0.0349794238683128,0.320403022670025,0.835,0.481,0.007,0.007,0.906
"S3_431",0.86,0.16,0.33,0.9,0.18,0.69,0.27,0.98,0.48,0.35,0.97,0.44,0.88,0.5,0.51,0.127906976744186,0.213414634146341,0.3845,0.0652999999999999,0.122,0.65,0.492,0.0761316872427984,0.776826196473552,0.446,0.342,0.447,0.16,0.381
"S3_432",0.9,0.27,0.13,0.28,0.48,0.29,0.4,0.46,1,0.48,0.57,0.52,0.72,0.92,0.97,0.156976744186046,0.939024390243902,0.4393,0.3621,0.0299999999999998,0.99,0.312,0.0946502057613169,0.0317380352644837,0.951,0.696,0.044,0.314,0.901
"S3_433",0.88,0.14,0.47,0.99,0.48,0.2,0.82,0.23,0.56,0.85,0.74,0.9,0.66,0.33,0.07,0.0523255813953487,0.335365853658537,0.0693000000000001,0.6668,0.626,0.2375,0.317,0.730452674897119,0.532493702770781,0.429,0.15,0.301,0.542,0.402
"S3_434",0.12,0.33,0.68,0.38,0.42,0.84,0.77,0.21,0.45,0.16,0.9,0.95,0.21,0.09,0.49,0.61046511627907,0.798780487804878,0.6279,0.3283,0.44,0.1785,0.159,0.197530864197531,0.704282115869018,0.822,0.734,0.796,0.605,0.016
"S3_435",0.01,0.49,0.42,0.73,0.41,0.53,0.58,0.17,0.21,0.27,0.75,0.28,0.61,0.44,0.66,0.401162790697674,0.463414634146341,0.5231,0.0584,0.951,0.5875,0.765,0.170781893004115,0.287153652392947,0.053,0.006,0.718,0.546,0.93
"S3_436",0.68,0.48,0.62,0.31,0.63,0.36,0.13,0.84,0.87,0.8,0.9,0.16,0.97,0.98,0.24,0.13953488372093,0.530487804878049,0.7391,0.6281,0.085,0.157,0.909,0.925925925925926,0.596977329974811,0.528,0.105,0.958,0.34,0.423
"S3_437",0.89,0.54,0.18,0.05,0.64,0.7,0.54,0.88,0.95,0.47,0.42,0.06,0.74,0.43,0.86,0.145348837209302,0.0609756097560976,0.7274,0.1,0.0169999999999999,0.452,0.887,0.275720164609053,0.680604534005038,0.325,0.629,0.15,0.174,0.358
"S3_438",0.29,0.93,0.01,0.87,0.34,0.64,0.75,0.91,0.45,0.35,0.15,0.51,0.28,0.89,0.2,0.470930232558139,0.896341463414634,0.0529,0.2454,0.709,0.1365,0.009,0.699588477366255,0.826196473551637,0.291,0.672,0.806,0.551,0.39
"S3_439",0.98,0.24,0.76,0.36,0.7,0.1,0.43,0.38,0.07,0.11,0.96,0.79,0.9,0.46,0.84,0.38953488372093,0.579268292682927,0.1461,0.5976,0.206,0.9005,0.469,0.650205761316872,0.255919395465995,0.229,0.97,0.166,0.423,0.454
"S3_440",0.44,0.1,0.55,0.29,0.83,0.07,0.61,0.76,0.07,0.05,0.71,0.78,0.16,0.56,0.14,0.581395348837209,0.152439024390244,0.791,0.7629,0.264,0.0955,0.172,0.82716049382716,0.869017632241814,0.338,0.768,0.618,0.86,0.539
"S3_441",0.61,0.35,0.57,0.76,0.4,0.11,0.84,0.79,0.98,0.61,0.15,0.03,0.06,0.12,0.54,0.424418604651163,0.560975609756097,0.8448,0.9788,0.0640000000000001,0.778,0.936,0.397119341563786,0.516876574307305,0.14,0.874,0.454,0.403,0.697
"S3_442",0.23,0.66,0.51,0.45,0.03,0.61,0.14,0.84,0.84,0.2,0.11,0.69,0.87,0.81,0.47,0.534883720930233,0.103658536585366,0.5547,0.136,0.048,0.3015,0.921,0.259259259259259,0.362216624685139,0.831,0.202,0.232,0.925,0.434
"S3_443",0.13,0.1,0.92,0.48,0.93,0.76,0.65,0.47,0,0.53,0.2,0.67,0.3,0.59,0.7,0.976744186046512,0.73780487804878,0.9113,0.0309999999999999,0.67,0.3095,0.504,0.300411522633745,0.0554156171284635,0.423,0.17,0.204,0.866,0.258
"S3_444",0.66,0.98,0.35,0.51,0.11,0.18,0.77,0.23,0.18,0.34,0.02,0.62,0.01,0.72,0.61,0.36046511627907,0.176829268292683,0.288,0.6261,0.49,0.781,0.747,0.390946502057613,0.37632241813602,0.755,0.661,0.188,0.155,0.798
"S3_445",0.45,0.94,0.67,0.57,0.13,0.17,0.47,0,0.13,0.9,0.66,0.91,0.4,0.88,0.44,0.77906976744186,0.353658536585366,0.0635999999999999,0.8672,0.701,0.279,0.519,0.590534979423868,0.187909319899244,0.371,0.43,0.438,0.932,0.522
"S3_446",0.21,0.66,0.61,0.84,0.29,0.67,0.37,0.44,0.63,0.1,0.05,0.16,0.26,0.86,0.4,0.546511627906977,0.615853658536585,0.3898,0.9341,0.886,0.0615,0.152,0.722222222222222,0.91536523929471,0.973,0.694,0.787,0.837,0.914
"S3_447",0.55,0.5,0.44,0.12,0.77,0.18,0.52,0.11,0.69,0.91,0.48,0.98,0.76,0.09,0.3,0.122093023255814,0.359756097560976,0.193,0.6562,0.528,0.128,0.894,0.265432098765432,0.604534005037783,0.06,0.183,0.303,0.326,0.187
"S3_448",0.52,0.93,0.51,0.27,0.9,0.31,0.54,0.12,0.98,0.75,0.43,0.59,0.36,0.38,0.24,0.0348837209302324,0.469512195121951,0.2912,0.1614,0.86,0.162,0.318,0.880658436213992,0.774307304785894,0.25,0.497,0.195,0.915,0.095
"S3_449",0.39,0.06,0,0.03,0.36,0.17,0.65,0.5,0.46,0.72,0.81,0.85,0.79,0.03,0.52,0.523255813953488,0.323170731707317,0.259,0.8218,0.724,0.1105,0.093,0.44238683127572,0.381360201511335,0.131,0.122,0.734,0.515,0.33
"S3_450",0.75,0.03,0.25,0.52,0.62,0.72,0.31,0.8,0.74,0.56,0.18,0.21,0.2,0.75,0.03,0.656976744186046,0.792682926829268,0.3541,0.4174,0.432,0.6745,0.107,0.709876543209876,0.747103274559194,0.869,0.489,0.948,0.657,0.688
"S3_451",0.27,0.77,0.94,0.22,0.91,0.18,0.26,0.06,0.11,0.86,0.98,0.53,0.82,0.58,0.79,0.226744186046512,0.0670731707317074,0.861,0.4664,0.028,0.484,0.923,0.87037037037037,0.752141057934509,0.942,0.632,0.026,0.652,0.45
"S3_452",0.15,0.6,0.46,0.49,0.03,0.34,0.87,0.92,0.15,0.45,0.52,0.72,0.43,0.55,0.49,0.593023255813953,0.48780487804878,0.1813,0.5702,0.382,0.4965,0.815,0.814814814814815,0.169773299748111,0.586,0.24,0.386,0.182,0.13
"S3_453",0.04,0.17,0.62,0.85,0.7,0.05,0.13,0.18,0.84,0.2,0.48,0.13,0.98,0.35,0.16,0.244186046511628,0.329268292682927,0.0472000000000001,0.9742,0.118,0.4435,0.924,0.967078189300411,0.139546599496222,0.822,0.372,0.059,0.727,0.394
"S3_454",0.18,0.97,0.04,0.73,0.45,0.65,0.65,0.41,0.47,0.25,0.17,0.34,0.69,0.01,0.77,0.802325581395349,0.432926829268293,0.5614,0.0361000000000001,0.904,0.4265,0.069,0.156378600823045,0.105289672544081,0.718,0.853,0.799,0.203,0.67
"S3_455",0.14,0.98,0.06,0.37,0.01,0.54,0.66,0.26,0.3,0.63,0.56,0.31,0.2,0.32,0.39,0.575581395348837,0.817073170731707,0.3236,0.2977,0.249,0.898,0.683,0.335390946502058,0.03727959697733,0.175,0.344,0.089,0.948,0.038
"S3_456",0.4,0.81,0.54,0.7,0.63,0,0.05,0.67,0.68,0.02,0.12,0.73,0.6,0.23,0.51,0.88953488372093,0.99390243902439,0.4234,0.1688,0.081,0.511,0.804,0.0246913580246914,0.631234256926952,0.485,0.676,0.288,0.141,0.452
"S3_457",0.73,0.96,0.73,0.18,0.06,0.87,0.15,0.41,0.72,0.53,0.33,0.57,0.21,0.01,0.12,0.52906976744186,0.676829268292683,0.2122,0.5939,0.798,0.5185,0.971,0.777777777777778,0.838287153652393,0.22,0.199,0.452,0.142,0.085
"S3_458",0.61,0.5,0.17,0.56,0.93,0.06,0.69,0.05,0.3,0.1,0.85,0.24,0.84,0.03,0.66,0.970930232558139,0.481707317073171,0.8637,0.7643,0.631,0.7555,0.396,0.409465020576132,0.414105793450882,0.731,0.282,0.103,0.348,0.289
"S3_459",0.06,0.18,0.67,0.41,0.97,0.7,0.55,1,0.57,0.27,0.58,0.44,0.76,0.77,0.67,0.354651162790698,0.603658536585366,0.7409,0.5905,0.197,0.7295,0.388,0.623456790123457,0.992443324937028,0.7,0.899,0.583,0.922,0.049
"S3_460",0.1,0.75,0.35,0.89,0.9,0.78,0.16,0.18,0.59,0.18,0.38,0.71,0.14,0.56,0.66,0.540697674418605,0.634146341463415,0.487,0.3104,0.684,0.252,0.325,0.0267489711934157,0.946599496221663,0.359,0.882,0.534,0.542,0.161
"S3_461",0.92,0.31,0.63,0.01,0.12,0.99,0.91,0.7,0.02,0.33,0.76,0.18,0.94,0.6,0.18,0.982558139534884,0.926829268292683,0.8521,0.4517,0.123,0.44,0.428,0.934156378600823,0.6,0.723,0.233,0.858,0.415,0.592
"S3_462",0.8,0.88,0.68,0.03,0.39,0.17,0.73,0.72,0.76,0.16,0.97,0.49,0.06,0.24,0.84,0.354651162790698,0.768292682926829,0.7982,0.5369,0.939,0.223,0.567,0.631687242798354,0.452392947103275,0.253,0.104,0.548,0.333,0.552
"S3_463",0.92,0.32,0.26,0.13,0.19,0.14,0.72,0.68,0.38,0.01,0.07,0.43,0.55,0.42,0.97,0.430232558139535,0.957317073170732,0.2705,0.5119,0.56,0.425,0.605,0.518518518518518,0.506297229219144,0.515,0.376,0.463,0.796,0.29
"S3_464",0.08,0.95,0.07,0.07,0.81,0.92,0.14,0.42,0.82,0.55,0.6,0.48,0.9,0.47,0.07,0.0813953488372092,0.609756097560975,0.0318999999999999,0.9407,0.585,0.7055,0.186,0.888888888888889,0.451385390428212,0.959,0.011,0.648,0.856,0.437
"S3_465",0.46,0.06,0.52,0.75,0.7,0.61,0.46,0.53,0.4,0.87,0.45,0.88,0.69,0.42,0.48,0.0406976744186045,0.378048780487805,0.9186,0.453,0.453,0.8035,0.968,0.598765432098765,0.307304785894207,0.465,0.191,0.802,0.89,0.957
"S3_466",0.6,0.59,0.79,0.59,0.91,0.86,0.52,0.37,0.58,0.68,0.89,0.42,0.64,0.83,0.42,0.215116279069767,0.304878048780488,0.3755,0.0873000000000001,0.547,0.9335,0.795,0.232510288065844,0.43375314861461,0.928,0.812,0.344,0.232,0.034
"S3_467",0.33,0.68,0.72,0.16,0.94,0.28,0.79,0.41,0.42,0.89,0.65,0.55,0.77,0.18,0.2,0.697674418604651,0.182926829268293,0.0494,0.2101,0.812,0.7035,0.644,0.150205761316872,0.476070528967255,0.431,0.909,0.675,0.055,0.955
"S3_468",0.06,0.8,0.34,0.55,0.63,0.02,0.8,0.21,0.25,0.51,0.3,0.97,0.99,0.04,0.26,0.761627906976744,0.542682926829268,0.2841,0.4016,0.87,0.9475,0.527,0.302469135802469,0.408060453400504,0.849,0.173,0.225,0.627,0.536
"S3_469",0.25,0.57,0.19,0.27,0.54,0.71,0.16,0.97,0.92,0.64,0.16,0.29,0.09,0.49,0.16,0.505813953488372,0.00609756097560976,0.85,0.0225999999999999,0.149,0.00600000000000001,0.218,0.343621399176955,0.329471032745592,0.497,0.502,0.693,0.145,0.752
"S3_470",0.97,0.32,0.06,0.6,0.6,0.02,0.55,0.96,0.66,0.69,0.49,0.94,0.94,0.01,0.06,0.686046511627907,0.164634146341464,0.9028,0.00970000000000013,0.162,0.862,0.556,0.176954732510288,0.719899244332494,0.578,0.757,0.551,0.311,0.162
"S3_471",0.1,0.09,0.41,0.23,0.33,0.35,0.78,0.95,0.67,0.55,0.25,0.31,0.82,0.61,0.15,0.069767441860465,0.682926829268293,0.2243,0.1443,0.777,0.738,0.612,0.866255144032921,0.883627204030227,0.414,0.988,0.386,0.237,0.614
"S3_472",0.29,0.65,0.48,0.4,0.34,0.78,0.78,0.74,0.01,0.78,0.03,0.06,0.28,0.81,0.08,0.598837209302326,0.170731707317073,0.9899,0.1654,0.512,0.6255,0.243,0.42798353909465,0.0599496221662469,0.877,0.072,0.474,0.77,0.178
"S3_473",0.96,0.16,0.66,0.93,0.25,0.22,0.93,0.37,0.51,0.58,0.66,0.3,0.99,0.22,0.55,0.569767441860465,0.402439024390244,0.341,0.5007,0.544,0.9545,0.192,0.8559670781893,0.994962216624685,0.414,0.639,0.202,0.332,0.814
"S3_474",0.03,0.68,0.29,0.55,0.89,0.89,0.99,0.94,0.59,0.37,0.39,0.2,0.79,0.16,0.4,0.912790697674419,0.664634146341463,0.0867999999999998,0.0106999999999999,0.649,0.102,0.073,0.864197530864197,0.513350125944585,0.55,0.491,0.596,0.901,0.707
"S3_475",0.92,0.18,0.99,0.67,0.26,0.09,0.64,0.76,0.27,0.75,0.08,0.37,0.46,0.81,0.72,0.715116279069767,0.152439024390244,0.5693,0.4972,0.732,0.8505,0.163,0.851851851851852,0.984382871536524,0.261,0.656,0.481,0.643,0.882
"S3_476",0.68,0.51,0.12,0.78,0.95,0.48,0.3,0.91,0.19,0.24,0.45,0.78,0.31,0.83,0.95,0.965116279069767,0.908536585365854,0.758,0.5449,0.788,0.219,0.338,0.915637860082304,0.395969773299748,0.383,0.954,0.789,0.872,0.797
"S3_477",0.99,0.96,0.48,0.8,0.43,0.36,0.41,0.38,0.55,0.36,0.23,0.55,0.31,0.47,0.92,0.244186046511628,0.920731707317073,0.6948,0.8296,0.316,0.8285,0.435,0.0617283950617284,0.51536523929471,0.989,0.178,0.876,0.679,0.366
"S3_478",0.38,0.37,0.6,0.51,0.17,0.9,0.56,0.25,0.94,0.31,0.51,0.26,0.57,0.36,0.52,0.372093023255814,0.780487804878049,0.3186,0.7225,0.817,0.2215,0.496,0.621399176954732,0.0120906801007556,0.041,0.724,0.128,0.021,0.158
"S3_479",0.34,0.02,0.41,0.34,0.48,0.15,0.34,0.7,0.39,0.49,0.36,0.9,0.78,0.67,0.65,0.86046511627907,0.731707317073171,0.4925,0.5544,0.919,0.0285,0.879,0.244855967078189,0.343073047858942,0.446,0.267,0.05,0.952,0.281
"S3_480",0.94,1,0.93,0.62,0.65,0.34,0.15,0.31,0.84,0.77,0.21,0.99,0.1,0.77,0.31,0.63953488372093,0.0731707317073171,0.1776,0.2084,0.934,0.073,0.062,0.0843621399176955,0.456926952141058,0.185,0.801,0.062,0.409,0.189
"S3_481",0.23,0.06,0.57,0.59,0.41,0.01,0.02,0.4,0.87,0.35,0.18,0.02,0.38,0.7,0.75,0.563953488372093,0.567073170731707,0.9564,0.3246,0.771,0.6425,0.637,0.473251028806584,0.853904282115869,0.684,0.287,0.9,0.912,0.411
"S3_482",0.05,0.02,0.79,0.02,0.04,0.42,0.6,0.05,0.53,0.74,0.07,0.39,0.34,0.76,0,0.819767441860465,0.0426829268292683,0.4582,0.1867,0.895,0.2135,0.007,0.41358024691358,0.567254408060453,0.214,0.405,0.362,0.815,0.23
"S3_483",0.65,0.2,0.37,0.27,0.81,0.09,0.1,0.08,0.84,0.87,0.14,0.88,0.64,0.79,0.34,0.755813953488372,0.847560975609756,0.9222,0.2253,0.404,0.188,0.223,0.796296296296296,0.0750629722921915,0.327,0.186,0.419,0.169,0.315
"S3_484",1,0.91,0.44,0.44,0.1,0.47,0.38,0.67,0.2,0.03,0.44,0.05,0.04,0.65,0.98,0.540697674418605,0.98780487804878,0.6481,0.8524,0.482,0.152,0.9,0.261316872427984,0.574811083123426,0.294,0.43,0.152,0.644,0.39
