,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4657228017883755,0.0232861400894187,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.4046286300902383,283.2305485703641,47.205091428394034,0,0.9703846153846154,0.0133872676417274,-0.05
Indirect Heating Oil,0.0512295081967213,0.002561475409836,9841.654247391947,492.0827123695976,25.0,1,-0.05,0.05,0.4919890821519498,251.39174816056624,41.8986246934277,0,0.9768538461538462,0.0129453174006491,-0.05
Indirect Heating Gas,0.0512295081967213,0.002561475409836,10844.44858420268,542.222429210134,25.0,1,-0.05,0.05,0.547821139573403,377.90690136909745,62.98448356151625,0,0.9814,0.0125093385235134,-0.05
Indirect Heating Biomass,0.5756333830104321,0.0287816691505216,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.4612200042297452,484.9247462047126,96.98494924094253,0,0.9116666666666666,0.008671634140044,-0.05
Indirect Heating Electric,0.07451564828614,0.003725782414307,8345.193740685543,417.2596870342772,25.0,1,-0.05,0.05,0.9,1192.623451615907,238.52469032318143,0,0.9878205128205128,0.0028867513459481,-0.05
Indirect Heating Steam Distributed,0.9314456035767508,0.0465722801788375,0.0,0.0,20.0,1,-0.05,0.05,0.5666838724294534,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.0180700447093889,0.0509035022354694,28609.06906855439,1430.4534534277198,20.0,1,-0.432959407,0.05,3.0,1192.623451615907,238.52469032318143,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2049180327868852,0.0102459016393442,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.2604186184688126,283.2305485703641,47.205091428394034,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Oil,0.0139716840536512,0.0006985842026825,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.4094821463282987,251.39174816056624,41.8986246934277,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Gas,0.0139716840536512,0.0006985842026825,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.458411432319315,377.90690136909745,62.98448356151625,0,0.9878846153846156,0.0121153846153846,-0.05
Direct Heating Biomass,0.2049180327868852,0.0102459016393442,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.1609521493431326,484.9247462047126,96.98494924094253,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Electric,0.055886736214605,0.0027943368107302,1469.709388971684,73.4854694485842,12.5,1,-0.05,0.05,0.3142351240117937,1192.623451615907,238.52469032318143,0,0.9902564102564102,0.0168763924840044,-0.05
Direct Heating Steam Distributed,0.9314456035767508,0.0465722801788375,0.0,0.0,20.0,1,-0.05,0.05,0.2075892078933407,0.0,0.0,0,1.0,0.0,-0.05
