Unnamed: 0,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
AT,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
PT,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
FI,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
SW,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
UK,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,280.0758,261.9571,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
CZ,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
EN,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
CY,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
LV,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
LT,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
HU,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
MT,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
PL,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
SI,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
SK,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
BG,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
RO,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
NO,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,260.2371,293.7989,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
CH,0.0,51.3,56.8,52.4,125.8,41.1,30.4,22.0,24.6,23.5,60.5,128.7,259.8686,294.3977,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
IS,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,245.3081,287.5141,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
HR,0.0,62.7,26.4,16.9,18.7,25.3,16.1,20.2,51.0,80.3,59.4,154.4,252.6659,293.4689,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
MK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
JA,0.0,0.0,3.3,2.9,5.1,5.1,9.2,8.4,8.4,8.4,8.8,8.1,8.8,6.7059,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1,67.8,98.6,146.7,144.2986,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
AU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
NZ,0.0,40.3,16.5,4.8,7.3,16.1,43.3,43.6,47.3,57.6,45.8,79.9,192.9,103.8493,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
CN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,25.1465,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
MX,0.0,0.0,0.0,0.0,10.3,10.6,8.8,9.5,9.2,9.9,7.7,9.9,13.6,11.2246,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,19.1,17.2,18.3,7.6864,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,17.6,16.9,13.6,15.4,18.3,14.9452,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
KR,0.0,0.0,0.0,0.0,0.0,30.1,50.2,59.0,63.8,77.0,105.2,49.1,68.6,34.1587,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
TW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
OP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
RW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
UE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,3.7,2.4077,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4,733.4
