,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,41.333456506375974,43.51946676283114,45.77301763908358,48.16321980640173,50.603997387723474,52.9292934569439,55.28263860162864,57.74277084208331,60.2615709940171,62.829354030479095,65.43968342351971,68.08749497668614,70.77559281632041,73.50551808195371,76.2776513043827,79.09282587926586,81.93735981600021,84.81392402145654,87.7229896668858,90.66512649314932,93.64042350995304,96.64610966986513,99.68243876979405,102.7493096439035,105.8470576540118,108.97585320964932,112.1308771017462,115.31238230041971,118.51931090157416,121.75348538442304,125.0151453037377,128.30245217730337,131.61523496214926,134.95389238563322,138.31843721920376,141.70891798335663,145.12540978800484,148.56826825309588,152.03740227608043,155.53431584860294,159.0594582507956,162.6121705781751,166.19223383155787,169.79876972123432,173.4317417267567,177.09106120405588
Indirect Heating Oil,69.98799273878718,71.68063881728915,73.4267979230481,75.21652010047845,77.02990270450306,78.76926265000294,80.54628822169104,82.38929860538734,84.2739566567666,86.18981287772921,88.1313201894521,90.09759629020293,92.09137830656229,94.11362588219431,96.16523100700212,98.24710112873687,100.34876034518551,102.470664482536,104.61281964799824,106.77532696451648,108.95825902350587,111.16017203116802,113.38108862486696,115.62108931378435,117.88013612423084,120.1583085384114,122.4599978925683,124.78516800158924,127.1340764646677,129.50672824867019,131.90348740275846,134.32472735560728,136.77061400361208,139.24120886077014,141.7369549652734,144.25793751291883,146.80446214918624,149.37706295204188,151.9758985697774,154.601352557647,157.25354905919255,159.93293735609282,162.63975288438462,165.3742034248921,168.1366209354538,170.92763243040648
Indirect Heating Gas,366.9535221325327,377.44006774740507,388.3445042448404,399.50874000575476,410.8409047099614,421.6653933348954,432.7327847114732,444.23447566854173,455.96116545460853,467.8739585821756,479.94416114864265,492.1599692427468,504.5356692593722,517.0746311233247,529.7801673257453,542.6564809398956,555.6315081966821,568.7075106859363,581.8796548635842,595.1464399926566,608.5066612337969,621.9708154133035,635.542063985682,649.2163819548232,662.997607719159,676.8830621711668,690.8999271067195,705.0486726497103,719.3283200506552,733.7408826423442,748.2880245792917,762.9713244341657,777.7903703160292,792.7477278680917,807.8426498537301,823.0759526109441,838.4485117190758,853.962587558938,869.6187304216862,885.4183003531742,901.3613914071284,917.4492144197984,933.6833329577452,950.0636236419756,966.5901882547853,983.268955582124
Indirect Heating Biomass,7.938010436954991,8.501187518366002,9.081153398359406,9.68350103706997,10.293710542345195,10.877335425648226,11.473605964654933,12.093247369288447,12.72495264065161,13.366245137277364,14.015348626844284,14.671509949505095,15.334234853654106,16.00368289136423,16.679850048826996,17.362892775821855,18.05157276355672,18.74613310532956,19.44649507626884,20.15281773414029,20.86513675745942,21.583448217972126,22.30777933633544,23.038000965740128,23.77424025448843,24.516550945764127,25.26571383317859,26.021728332497087,26.78449079148729,27.55418962377825,28.33091440272437,29.114880988431164,29.90614047929336,30.70477643831161,31.51073689675391,32.324250836037024,33.145400027799404,33.97438705445447,34.811205021501124,35.65585863165562,36.50837854706089,37.36873267066088,38.236853364419645,39.112620703837955,39.99594393395723,40.88717661760165
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,155.7277146320804,161.96601513021352,168.46879145521498,175.20568946963422,182.0397804790332,188.5851416361094,195.2576803243749,202.19321567090526,209.2652268948657,216.4475674910038,223.72192415168442,231.0839301046423,238.54043420401868,246.09274142914697,253.74207609413295,261.48975513684525,269.2957819826263,277.1601228132096,285.0804939320077,293.0556951332648,301.0848760942002,309.17488541743086,317.3265293993314,325.5381633724033,333.8108412002926,342.1438486701406,350.5590029257308,359.05750758913285,367.6386503641857,376.30359576649147,385.05295031295657,393.8845433021757,402.79799924283304,411.7942298188885,420.87347839482317,430.03634893841485,439.2838662439901,448.6176158649082,458.03781968223745,467.5456378529897,477.1412083187475,486.8260301234232,496.6009744277197,506.46730993210565,516.4263451611506,526.4806680154613
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057,2.7814888605374057
Direct Heating Oil,18.25729474238968,18.700821962353462,19.15954514661057,19.624957256822704,20.09762114555725,20.550194310203267,21.015788202966853,21.501827881860706,21.998410595241484,22.50416073292576,23.01768233239941,23.53794289803938,24.066305056316303,24.60304835117027,25.148371463314014,25.70241760428221,26.262238422349995,26.82793139352525,27.399410844446816,27.976679022862925,28.55973798446185,29.148695854248,29.743666340688392,30.344303999881202,30.950850350821838,31.5630353976325,32.18142041590804,32.80609102458114,33.437073498412516,34.074451823069616,34.71827068637919,35.3682697451972,36.02432398057632,36.68656403867273,37.35500251503599,38.02979049703666,38.71110296733015,39.39891350186008,40.09322106941285,40.79391823436143,41.50094449174156,42.21435958078216,42.934381145816324,43.66147195493526,44.395891157697925,45.13776755341581
Direct Heating Gas,170.69801485876135,175.27267839281618,180.0308585189143,184.88966491332292,189.81402195967468,194.50882407319213,199.29965410012582,204.2741102203121,209.34598817846955,214.49450544715032,219.7072013441571,224.9807070177823,230.31651997766227,235.71576671832597,241.1790883052556,246.70777825134581,252.27898717998653,257.89404009814746,263.55169035050733,269.2518270643332,274.99411389820546,280.7800265229684,286.61022018691966,292.4836103523011,298.4014422610072,304.36344888232895,310.3811533373201,316.4546889098656,322.58414553153045,328.77016480559195,335.013625652762,341.3171538171162,347.68131154315887,354.10698483654437,360.5944986308505,367.1441024735125,373.7561445521652,380.43208118396007,387.1722530386249,393.9776891157276,400.848699189616,407.7857710818325,414.78893998267324,421.85791229946295,428.99264363046564,436.1954643034512
Direct Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Electric,98.85856751788958,101.74674960106856,104.73847268450251,107.84633383932285,111.0093733431093,114.0476025020285,117.16265004785312,120.39986161924152,123.70952814699952,127.08031539030311,130.50204305874766,133.9689751099985,137.49532580665877,141.08416959890474,144.73855025428574,148.46161771402637,152.22099012830645,156.01790423031528,159.8518833193323,163.72310768571748,167.63166102928025,171.5791290222791,175.56621656544746,179.5921855341121,183.65808176142244,187.76345574115075,191.9116488685213,196.10294536184205,200.33684812401367,204.6144024511591,208.93614481093024,213.30097919384343,217.7085960547813,222.15992289936318,226.6546676471333,231.19329303043983,235.77635752581352,240.4043394644157,245.07766782151162,249.7970805057544,254.56285512335376,259.3752587602568,264.2349119923682,269.14163356858955,274.0954986589235,279.0978995731266
Direct Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
