,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4082965866405357,0.020414829332026787,41119.87587783767,2055.9937938918833,25.0,1,-0.05,0.05,0.5377809223085153,132.82725978051442,26.565451956102876,0,0.95,0.1,-0.05
Indirect Heating Oil,0.04491262453045893,0.0022456312265229468,8628.123468887801,431.4061734443901,25.0,1,-0.05,0.05,0.5749596990519534,149.918656278797,29.9837312557594,0,0.95,0.1,-0.05
Indirect Heating Gas,0.04491262453045893,0.0022456312265229468,9507.267679242204,475.3633839621102,25.0,1,-0.05,0.05,0.6577557640340761,100.3851051352936,20.07702102705872,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5046545810877021,0.025232729054385103,41119.87587783767,2055.9937938918833,25.0,1,-0.05,0.05,0.573372428398885,83.34095668928542,16.66819133785709,0,0.9,0.1,-0.05
Indirect Heating Electric,0.06532745386248573,0.003266372693124286,7316.184876694432,365.80924383472166,25.0,1,-0.05,0.05,0.9,471.93172488900063,94.38634497780012,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.8165931732810714,0.04082965866405357,0.0,0.0,20.0,1,-0.05,0.05,0.7167688187190651,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.8925363383962109,0.04462681691981056,25081.41152376286,1254.0705761881434,20.0,1,-0.432959407,0.05,3.0,471.93172488900063,94.38634497780012,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.17965049812183573,0.008982524906091787,5138.64118895966,256.932059447983,15.0,1,-0.05,0.05,0.2457392545951674,132.82725978051442,26.565451956102876,0,0.9,0.1,-0.05
Direct Heating Oil,0.01224889759921607,0.0006124448799608036,2152.783097991181,107.63915489955906,15.0,1,-0.05,0.05,0.4079480734431205,149.918656278797,29.9837312557594,0,0.9,0.1,-0.05
Direct Heating Gas,0.01224889759921607,0.0006124448799608036,2152.783097991181,107.63915489955906,15.0,1,-0.05,0.05,0.4417476854591362,100.3851051352936,20.07702102705872,0,0.95,0.1,-0.05
Direct Heating Biomass,0.17965049812183573,0.008982524906091787,5138.64118895966,256.932059447983,15.0,1,-0.05,0.05,0.11289263143445169,83.34095668928542,16.66819133785709,0,0.9,0.1,-0.05
Direct Heating Electric,0.04899559039686428,0.0024497795198432145,1288.486036256737,64.42430181283684,12.5,1,-0.05,0.05,0.5497686306603387,471.93172488900063,94.38634497780012,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.8165931732810714,0.04082965866405357,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
