,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4652028284331969,0.023260141421659844,46850.94901377001,2342.5474506885002,25.0,1,-0.05,0.05,0.5815841841873344,266.5073937153419,53.30147874306838,0,0.95,0.1,-0.05
Indirect Heating Oil,0.05117231112765167,0.002558615556382583,9830.666170450317,491.5333085225159,25.0,1,-0.05,0.05,0.6310064632453056,314.057763401109,62.81155268022182,0,0.95,0.1,-0.05
Indirect Heating Gas,0.05117231112765167,0.002558615556382583,10832.340900632676,541.6170450316339,25.0,1,-0.05,0.05,0.7331200179567755,335.63853974122003,67.127707948244,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5749906959434313,0.02874953479717157,46850.94901377001,2342.5474506885002,25.0,1,-0.05,0.05,0.6176661785555284,242.3769870609981,48.47539741219962,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07443245254931151,0.003721622627465576,8335.876442128769,416.7938221064386,25.0,1,-0.05,0.05,0.9,1059.602125693161,211.92042513863225,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9304056568663938,0.04652028284331969,0.0,0.0,20.0,1,-0.05,0.05,0.6933385736552439,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.0169333829549685,0.05084666914774842,28577.127420915516,1428.856371045776,20.0,1,-0.432959407,0.05,3.0,1059.602125693161,211.92042513863225,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.20468924451060666,0.010234462225530332,5854.838109415706,292.74190547078524,15.0,1,-0.05,0.05,0.2457392545951674,266.5073937153419,53.30147874306838,0,0.9,0.1,-0.05
Direct Heating Oil,0.013956084852995905,0.0006978042426497952,2452.826741533309,122.64133707666544,15.0,1,-0.05,0.05,0.449390875944678,314.057763401109,62.81155268022182,0,0.9,0.1,-0.05
Direct Heating Gas,0.013956084852995905,0.0006978042426497952,2452.826741533309,122.64133707666544,15.0,1,-0.05,0.05,0.4866241373307876,335.63853974122003,67.127707948244,0,0.95,0.1,-0.05
Direct Heating Biomass,0.20468924451060666,0.010234462225530332,5854.838109415706,292.74190547078524,15.0,1,-0.05,0.05,0.11289263143445169,242.3769870609981,48.47539741219962,0,0.9,0.1,-0.05
Direct Heating Electric,0.05582433941198362,0.002791216970599181,1468.0684778563452,73.40342389281727,12.5,1,-0.05,0.05,0.6058644520321167,1059.602125693161,211.92042513863225,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9304056568663938,0.04652028284331969,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
