,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4045307443365696,0.02022653721682848,40740.61488673139,2037.0307443365696,25.0,1,-0.05,0.05,0.5377809223085153,102.90292324527121,20.580584649054238,0,0.95,0.1,-0.05
Indirect Heating Oil,0.04449838187702265,0.0022249190938511327,8548.543689320388,427.42718446601936,25.0,1,-0.05,0.05,0.3997092874222376,83.21361575738626,16.642723151477252,0,0.95,0.1,-0.05
Indirect Heating Gas,0.04449838187702265,0.0022249190938511327,9419.57928802589,470.97896440129455,25.0,1,-0.05,0.05,0.4237285043246875,97.57534781929027,19.51506956385806,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5,0.025,40740.61488673139,2037.0307443365696,25.0,1,-0.05,0.05,0.4600807322122844,77.75840237611379,15.55168047522276,0,0.9,0.1,-0.05
Indirect Heating Electric,0.06472491909385114,0.0032362459546925572,7248.705501618124,362.4352750809062,25.0,1,-0.05,0.05,0.9,537.9743629826481,107.59487259652964,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.8090614886731392,0.04045307443365696,0.0,0.0,20.0,1,-0.05,0.05,0.5788012578172846,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.8843042071197411,0.04421521035598706,24850.078116504854,1242.5039058252428,20.0,1,-0.432959407,0.05,3.0,537.9743629826481,107.59487259652964,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.1779935275080906,0.008899676375404529,5091.245954692557,254.56229773462783,15.0,1,-0.05,0.05,0.2457392545951674,102.90292324527121,20.580584649054238,0,0.9,0.1,-0.05
Direct Heating Oil,0.012135922330097087,0.0006067961165048544,2132.9273315533983,106.64636657766992,15.0,1,-0.05,0.05,0.3209533122541032,83.21361575738626,16.642723151477252,0,0.9,0.1,-0.05
Direct Heating Gas,0.012135922330097087,0.0006067961165048544,2132.9273315533983,106.64636657766992,15.0,1,-0.05,0.05,0.3475451707175707,97.57534781929027,19.51506956385806,0,0.95,0.1,-0.05
Direct Heating Biomass,0.1779935275080906,0.008899676375404529,5091.245954692557,254.56229773462783,15.0,1,-0.05,0.05,0.11289263143445169,77.75840237611379,15.55168047522276,0,0.9,0.1,-0.05
Direct Heating Electric,0.04854368932038835,0.0024271844660194177,1276.6019417475727,63.83009708737865,12.5,1,-0.05,0.05,0.4474475683070381,537.9743629826481,107.59487259652964,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.8090614886731392,0.04045307443365696,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
