,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4618937644341801,0.023094688221709,46517.69053117783,2325.884526558891,25.0,1,-0.05,0.05,0.3742075214024396,105.3468263935852,21.069365278717047,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0508083140877598,0.0025404157043879,9760.739030023096,488.0369515011548,25.0,1,-0.05,0.05,0.4096243324831774,346.8419476379094,69.36838952758188,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0508083140877598,0.0025404157043879,10755.28868360277,537.7644341801387,25.0,1,-0.05,0.05,0.4529679619832321,224.2594918365376,44.85189836730752,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5709006928406466,0.0285450346420323,46517.69053117783,2325.884526558891,25.0,1,-0.05,0.05,0.3813614887233685,209.5774321321612,41.91548642643225,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0739030023094688,0.0036951501154734,8276.581986143188,413.82909930715937,25.0,1,-0.05,0.05,0.9,1010.860593179403,202.17211863588065,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.9237875288683602,0.046189376443418,0.0,0.0,20.0,1,-0.05,0.05,0.4915113301181862,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.0096997690531178,0.0504849884526558,28373.853627713623,1418.6926813856812,20.0,1,-0.432959407,0.05,3.0,1010.860593179403,202.17211863588065,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2032332563510392,0.0101616628175519,5813.19168591224,290.6595842956121,15.0,1,-0.05,0.05,0.2457392545951674,105.3468263935852,21.069365278717047,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0138568129330254,0.0006928406466512,2435.379382725173,121.76896913625868,15.0,1,-0.05,0.05,0.3914313931509166,346.8419476379094,69.36838952758188,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0138568129330254,0.0006928406466512,2435.379382725173,121.76896913625868,15.0,1,-0.05,0.05,0.4238625530966545,224.2594918365376,44.85189836730752,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.2032332563510392,0.0101616628175519,5813.19168591224,290.6595842956121,15.0,1,-0.05,0.05,0.1128926314344516,209.5774321321612,41.91548642643225,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.0554272517321016,0.002771362586605,1457.625866050808,72.88129330254041,12.5,1,-0.05,0.05,0.5777085603411172,1010.860593179403,202.17211863588065,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.9237875288683602,0.046189376443418,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
