,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013101235505145574,2.8682242874563923e-05,0.00014984778068719375,1.1066377172076454e-05,-5.194421937913265e-05,8.785348408035863e-05,-2.566697464247798e-05,6.715901783921645e-06,0.000219375063012671,-0.0005842856158466168,0.00031980313884968567,-0.00026703986588431147,-0.00032447663880059866,-3.698313793242913e-06,-0.00027583819099662356,-2.6646739633375124e-05,-0.00028721687715949686,1.4407192087074844e-05,-1.7610033155806374e-07,1.1286216236261427e-05,-6.487191325161343e-07,2.002517380975436e-06,5.693857682178291e-06,5.11483688140225e-06,6.043846610411885e-06,-2.137110130273547e-05,1.5121194001733724e-05,2.151874168338278e-05,1.5422484024227232e-05,1.509066989515502e-05,1.104349679702948e-05,9.533205902939764e-06,8.651571939589638e-06,8.675039299072928e-06,8.688803631298628e-06,8.691082372548576e-06,4.149716454362746e-06,4.0697951181121834e-06,3.996232205026672e-06,3.9239924320212975e-06,3.852469359892738e-06,3.6667335710950243e-06,3.6548804412074782e-06,3.6441115511076194e-06,3.6343350160688414e-06,3.625458951362097e-06,6.409878612121506e-07,6.252020649741025e-07,6.104086237964301e-07,5.966259146248775e-07,5.837436757856842e-07,3.158445633786775e-07,3.044141032390742e-07,2.950418610023317e-07,2.866435968804375e-07,2.788885258530314e-07,2.7905391836310304e-07,2.7920093392753894e-07,2.7938470338340895e-07,2.7955009589320954e-07,2.7973386534891703e-07,2.7988088091351546e-07,2.800095195323155e-07,2.802300428790777e-07,2.803586814980946e-07,2.805424509536936e-07
Indirect Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01897852719987881,0.0004154926658135848,0.002170703809191439,0.00016030819389659112,-0.0007524670325757855,0.001272650763791218,-0.007109001121135189,-0.0010440724695076843,-0.00408697567415294,-0.0008456443591468213,0.00021266633365704148,0.0002177159015873641,-0.001765791433343947,-0.0027635071913956967,0.00017132813298915105,0.0005538688253829303,-0.002083489554720803,0.0007585431129173973,-0.0005816456751343973,-0.0003699685452295746,-0.0016163245600136064,1.216797344324506e-05,3.459780660311452e-05,3.1079480223595534e-05,3.672445779956879e-05,-0.0001298580454657096,9.18814931601885e-05,0.0001307551583936339,9.371223332117111e-05,9.169601835644317e-05,6.710402467586304e-05,5.792698598174138e-05,5.25698795942396e-05,5.271247521397614e-05,5.279611195569984e-05,5.280995835886884e-05,2.521508182320347e-05,2.4729452731399922e-05,2.428245957102233e-05,2.384350625764297e-05,2.340890786139364e-05,2.22803143385482e-05,2.2208290709158262e-05,2.2142855287729267e-05,2.2083449751552405e-05,2.2029515777915835e-05,3.894859214091315e-06,3.798939372781987e-06,3.709049416722628e-06,3.6253010104571677e-06,3.547024166731996e-06,1.9191784779984053e-06,1.8497231330685641e-06,1.7927742168078774e-06,1.7417435212566982e-06,1.6946210846620002e-06,1.6956260655391633e-06,1.6965193818719616e-06,1.6976360272895862e-06,1.698641008163714e-06,1.6997576535809043e-06,1.7006509699154374e-06,1.7014326217056062e-06,1.7027725962080568e-06,1.703554247997792e-06,1.704670893414549e-06
Indirect Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012241126754527673,0.00026799225958024607,0.0014001012931613693,0.00010339858834199078,-0.0004853403126256484,0.0008208581809190253,0.0039311631626205495,0.00294567152757726,-0.0013845962380033235,0.004509453932319239,-0.001136498858439576,0.00197451210107304,-0.0045356927174027215,-0.002092176084938193,-0.0018315731522378293,-0.0006184984834794009,-0.00021498317454520316,0.0007330217631204769,0.001445872999301316,0.00028407489998262536,-0.0008084027287683128,0.00011281088377232407,0.00032076082000719036,0.0002881419529358435,0.00034047728323473997,-0.0012039310360317278,0.0008518454197872298,0.001212248288096341,0.0008688184528466147,0.0008501258584629573,0.0006221302473803371,0.0005370487134400137,0.00048738227482922336,0.0004887042975933106,0.0004894797048370682,0.0004896080766637959,0.00023377234328580268,0.00022927001203998373,0.0002251258796010305,0.00022105628564211485,0.00021702706669321503,0.00020656372755744476,0.00020589598700707784,0.00020528932660006385,0.00020473857005311527,0.00020423854108281642,3.6109752553279556e-05,3.5220467076130246e-05,3.438708545898741e-05,3.361064295857516e-05,3.2884928034829924e-05,1.7792956339825892e-05,1.714902669281912e-05,1.662104579250312e-05,1.614793349559787e-05,1.5711055182006384e-05,1.5720372492016715e-05,1.5728654545348053e-05,1.5739007112037382e-05,1.5748324422026894e-05,1.575867698870234e-05,1.5766959042054496e-05,1.577420583870684e-05,1.5786628918729867e-05,1.579387571537874e-05,1.5804228282061128e-05
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00437515456256045,9.578428364853935e-05,0.0005004163165417781,3.6956140935263775e-05,-0.0001734676003083786,0.0002933865066085187,0.0038759261273591953,0.00024144984091891558,-0.0014420321407499425,0.0023315639852196143,0.0017896166123666046,-0.003121176378006121,-0.0009004536999623752,-0.0035869573320096992,5.404300811446324e-05,-0.0007857911333912959,0.0004127680692666501,0.002365493412479676,-0.0005788428396054949,0.0005363928861245973,-0.002995940804530239,2.1369063405388394e-05,6.0759725227677464e-05,5.458093630810552e-05,6.449449211142887e-05,-0.0002280531610460452,0.0001613597746806107,0.00022962864632533305,0.00016457487066691336,0.0001610340488841333,0.00011784625967039587,0.0001017297943737682,9.23217901076575e-05,9.257221264956546e-05,9.271909321642742e-05,9.274340989238496e-05,4.428203963176454e-05,4.3429191053268895e-05,4.264419384478364e-05,4.187331599652452e-05,4.111008613506221e-05,3.912808094241015e-05,3.900159500699277e-05,3.888667910287736e-05,3.878235271893588e-05,3.868763534404206e-05,6.840045623799154e-06,6.671593812136376e-06,6.513731520646666e-06,6.3666548515573665e-06,6.229187191513115e-06,3.3704089488616885e-06,3.2484333646280038e-06,3.1484212296472094e-06,3.0588025126173507e-06,2.9760473734740875e-06,2.9778122935027883e-06,2.9793811113076186e-06,2.981342133561056e-06,2.9831070535914915e-06,2.9850680758457954e-06,2.986636893648892e-06,2.9880096092272518e-06,2.9903628359336312e-06,2.991735551510256e-06,2.9936965737645607e-06
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016496749049936439,3.6115964994690034e-05,0.0001886845887714671,1.3934506179053922e-05,-6.540686573841419e-05,0.00011062291640105646,-0.0003050634797674556,-0.0006213737245240245,-0.0006165286051176098,-0.00011342938502754492,0.0004121354369383743,-5.7510811799459235e-06,-9.542278087009987e-07,6.605611202300165e-07,0.0002260375190338877,0.00042634834918416623,-9.727599135577066e-05,0.0003212912374617857,0.0002377728376380835,0.0005378247678604162,-0.000520702440662878,1.1664651596576814e-05,3.316668645879546e-05,2.9793893806711547e-05,3.5205369842664265e-05,-0.00012448653544775866,8.808086333240788e-05,0.00012534653976941767,8.983587588575578e-05,8.790306059675014e-05,6.43283018509984e-05,5.5530866554603503e-05,5.039535406622551e-05,5.053205129285912e-05,5.061222844457945e-05,5.062550209853625e-05,2.4172073173789332e-05,2.370653187494607e-05,2.327802835246648e-05,2.2857232112928963e-05,2.2440610651651947e-05,2.135870080861033e-05,2.128965639891641e-05,2.1226927679412512e-05,2.1169979422116028e-05,2.111827639904437e-05,3.7337504032210196e-06,3.6417982358935915e-06,3.555626530773147e-06,3.4753423334582018e-06,3.4003033703637435e-06,1.8397926657156246e-06,1.7732103047406883e-06,1.7186170505655361e-06,1.6696972129992898e-06,1.624523971310334e-06,1.6254873816770078e-06,1.6263437464490715e-06,1.6274142024129588e-06,1.6283776127813674e-06,1.6294480687443873e-06,1.6303044335168847e-06,1.6310537526917357e-06,1.6323382998487469e-06,1.633087619023598e-06,1.634158074986184e-06
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018116809162137973,3.9662726488390476e-05,0.00020721432303186566,1.5302941715993838e-05,-7.183013458527407e-05,0.0001214866189290062,-7.223513824793212e-05,-0.0005395141672442307,-3.2189283290661294e-05,-9.258989208938339e-05,-4.3340197446998416e-05,0.0003440427177999288,-6.971426856058568e-05,-0.0005473347523579947,0.000545594596638095,-0.00011333395017032627,-0.00028487749705116385,0.0007581001265493889,0.0008932313817272588,9.209571590761698e-05,-0.0007631033452354177,1.4131339635312188e-05,4.018034375452258e-05,3.6094317001687456e-05,4.2650141250640944e-05,-0.0001508113206700485,0.00010670705291250441,0.00015185318746363183,0.00010883319257902436,0.00010649165077855541,7.793161022367698e-05,6.727380831131205e-05,6.10523047735686e-05,6.121790894277708e-05,6.131504091046309e-05,6.133112150324494e-05,2.9283667230035285e-05,2.871967934289137e-05,2.8200561496899684e-05,2.7690780769292888e-05,2.7186057647480766e-05,2.5875359653611006e-05,2.579171463470932e-05,2.571572086559719e-05,2.5646729935278282e-05,2.5584093432751056e-05,4.523315130722065e-06,4.411918121052014e-06,4.307523950174749e-06,4.2102623002871105e-06,4.119355078193755e-06,2.2288479688010315e-06,2.1481856404938562e-06,2.0820477185700195e-06,2.022782953240397e-06,1.968057064903779e-06,1.969224204702216e-06,1.9702616623007772e-06,1.9715584843003897e-06,1.9727256240988263e-06,1.9740224460954026e-06,1.9750599036965667e-06,1.9759676790948207e-06,1.9775238654941812e-06,1.9784316408902668e-06,1.9797284628898792e-06
Direct Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005716417745944961,0.0001251482595647285,0.0006538257497732255,4.828554896592081e-05,-0.00022664645432982945,0.00038332813362740737,0.00010280995399459484,0.0007463457853455055,-0.0010695513525107387,0.0007346274218152241,0.0005090497380087497,-0.0005382745942082295,-0.000846474853510271,-0.0007776473535581821,-0.0012368842163231954,0.00012801929910759982,-5.561077278672544e-05,-0.0002934563355948246,-0.00024454290140564494,-0.00018867196607737008,-0.00013947091934795501,2.2695424609224177e-05,6.453103428174676e-05,5.796873272270307e-05,6.849761525140606e-05,-0.0002422082440033712,0.00017137525083583006,0.00024388151843289302,0.00017478990533819662,0.00017102930749161686,0.0001251608856733567,0.00010804408386656632,9.805213206717787e-05,9.831809814217149e-05,9.84740954719822e-05,9.849992146517256e-05,4.7030591511650406e-05,4.6124807282877524e-05,4.5291085906053366e-05,4.4472360267216494e-05,4.36617573197776e-05,4.1556730600937265e-05,4.142239378154139e-05,4.130034513631902e-05,4.118954329458517e-05,4.10889468856401e-05,7.2646019544046064e-06,7.085694469348773e-06,6.918033787773648e-06,6.761828183823698e-06,6.6158280126633875e-06,3.5796076201374465e-06,3.45006110592707e-06,3.343841295239472e-06,3.2486600139002703e-06,3.16076832741069e-06,3.162642794657042e-06,3.1643089877676084e-06,3.1663917291523468e-06,3.168266196398699e-06,3.17034893778604e-06,3.172015130894872e-06,3.1734730498653163e-06,3.1759723395268294e-06,3.177430258499876e-06,3.179512999883748e-06
