,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,210.2823213331044,70.0941071110348,7.1224657225728905,2.3741552408576303,20,20,0,0.1,0.75,0.022691685757903323,0.15,0.015,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,210.2823213331044,70.0941071110348,7.1224657225728905,2.3741552408576303,20,20,-0.0840642647884745,0.1,0.92,0.022691685757903323,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,184.11816153589785,61.37272051196595,9.205908076794893,3.068636025598298,20,20,0,0.1,0.75,0.0351086738,0.15,-0.012,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,184.11816153589785,61.37272051196595,9.205908076794893,3.068636025598298,20,20,-0.0840642647884745,0.1,0.97,0.0351086738,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,474.83104817152605,158.27701605717536,20.349902064493975,6.783300688164658,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,570.9278079205254,190.3092693068418,10.061896020777576,3.353965340259192,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.85,1,0
7 Coal,176.0209858458775,58.673661948625835,4.400524646146938,1.4668415487156459,20,20,0,0.1,0.75,0.00912295786758383,0.15,0,1.34,0,353.88,5,1,0.75,1,0
8 District heating,139.6996649541325,46.56655498471083,2.8977000583645367,0.9659000194548456,20,20,0,0.1,0.98,0.0181306964746345,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,656.4058956488055,218.8019652162685,5.856409260197177,1.9521364200657256,20,20,0,0.1,1,0.015294760000000001,0.1,0,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1647.3730242685597,549.1243414228533,20.349902064493975,6.783300688164658,20,20,-0.22650852980867975,0.1,3.9,0.015294760000000001,0.1,-0.015,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1065.9472509973034,355.31575033243445,18.411816153589786,6.137272051196596,20,20,-0.22650852980867975,0.1,3.5,0.015294760000000001,0.1,-0.013,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,834.8677770048811,278.28925900162704,18.262732621981772,6.0875775406605905,20,20,-0.22650852980867975,0.1,5.9,0.015294760000000001,0.1,-0.005,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,985.1936713762956,328.3978904587652,6.460286369680626,2.153428789893542,20,20,-0.2630344058337938,0.1,1,0,0,-0.005,1.279643,0,0,5,1,1,1,0
