,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,213.42158909163538,71.14052969721179,7.228795759555391,2.4095985865184635,20,20,0,0.1,0.75,0.06054698025799332,0.15,-0.015,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,213.42158909163538,71.14052969721179,7.228795759555391,2.4095985865184635,20,20,-0.0840642647884745,0.1,0.92,0.06054698025799332,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,186.86682915857475,62.28894305285825,9.343341457928737,3.1144471526429123,20,20,0,0.1,0.75,0.0299088944,0.15,0.015,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,186.86682915857475,62.28894305285825,9.343341457928737,3.1144471526429123,20,20,-0.0840642647884745,0.1,0.97,0.0299088944,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,481.9197173036928,160.6399057678976,20.653702170158265,6.884567390052755,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,579.4510886627735,193.15036288759117,10.212108295244919,3.404036098414973,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0.03,1.34,0,0,5,1,0.85,1,0
7 Coal,178.6487721580491,59.5495907193497,4.4662193039512275,1.4887397679837424,20,20,0,0.1,0.75,0.00912295786758383,0.15,0.02,1.34,0,353.88,5,1,0.75,1,0
8 District heating,141.7852166604663,47.261738886822094,2.9409593124447087,0.9803197708149028,20,20,0,0.1,0.98,0.122065348237317,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,666.2052637157755,222.0684212385918,5.943838563120727,1.9812795210402425,20,20,0,0.1,1,0.1138499966,0.1,-0.025,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1671.9663661556688,557.3221220518896,20.65370217015826,6.884567390052754,20,20,-0.22650852980867975,0.1,3.9,0.1138499966,0.1,-0.025,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1081.8605898654328,360.6201966218109,18.686682915857475,6.2288943052858246,20,20,-0.22650852980867975,0.1,3.5,0.1138499966,0.1,-0.017,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,847.331371083416,282.44379036113867,18.535373742449725,6.1784579141499085,20,20,-0.22650852980867975,0.1,5.9,0.1138499966,0.1,-0.01,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,999.9014542695667,333.3004847565222,6.5567308476692885,2.1855769492230963,20,20,-0.2630344058337938,0.1,1,0,0,0,1.11,0,0,5,1,1,1,0
