,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,222.1114354987429,74.03714516624764,7.523129266892904,2.507709755630968,20,20,0,0.1,0.75,0.06054698025799332,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,222.1114354987429,74.03714516624764,7.523129266892904,2.507709755630968,20,20,-0.0840642647884745,0.1,0.92,0.06054698025799332,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,194.47545043668734,64.82515014556245,9.723772521834366,3.2412575072781222,20,20,0,0.1,0.75,0.0357074698,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,194.47545043668734,64.82515014556245,9.723772521834366,3.2412575072781222,20,20,-0.0840642647884745,0.1,0.97,0.0357074698,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,501.5419511261936,167.18065037539787,21.494655048265443,7.164885016088481,20,20,0,0.1,0.7,0.00832244196044712,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,603.0444888541138,201.0148296180379,10.62791277386458,3.542637591288193,20,20,-0.0976107966264223,0.1,0.82,0.00832244196044712,0.3,0,1.34,0,0,5,1,0.85,1,0
7 Coal,185.92278036630603,61.97426012210201,4.648069509157651,1.5493565030525502,20,20,0,0.1,0.75,0.00832244196044712,0.15,0,1.34,0,353.88,5,1,0.75,1,0
8 District heating,147.55825846388433,49.18608615462811,3.060705795560454,1.020235265186818,20,20,0,0.1,0.98,0.0290137575236457,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,693.331017215863,231.11033907195431,6.185852711745516,2.061950903915172,20,20,0,0.1,1,0.055234979999999996,0.1,0,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1740.0435039072022,580.0145013024007,21.49465504826544,7.16488501608848,20,20,-0.22650852980867975,0.1,3.9,0.055234979999999996,0.1,-0.025,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1125.91050252819,375.30350084273,19.447545043668732,6.4825150145562445,20,20,-0.22650852980867975,0.1,3.5,0.055234979999999996,0.1,-0.015,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,881.8320019801208,293.9440006600403,19.29007504331514,6.430025014438381,20,20,-0.22650852980867975,0.1,5.9,0.055234979999999996,0.1,-0.005,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1040.6142523366602,346.8714174455534,6.823700015322362,2.2745666717741204,20,20,-0.2630344058337938,0.1,1,0,0,0,1.025714,0,0,5,1,1,1,0
