,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,242.68655632456347,80.8955187748545,8.9961395878933,2.998713195964433,20,20,0,0.1,0.75,0.1070906426056338,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,242.68655632456347,80.8955187748545,8.9961395878933,2.998713195964433,20,20,-0.0840642647884745,0.1,0.92,0.1070906426056338,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,228.93830313376307,76.31276771125435,11.656127705243811,3.885375901747937,20,20,0,0.1,0.75,0.0784493,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,228.93830313376307,76.31276771125435,11.656127705243811,3.885375901747937,20,20,-0.0840642647884745,0.1,0.97,0.0784493,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,502.1101165335796,167.37003884452653,25.105505826678982,8.368501942226327,20,20,0,0.1,0.7,0.046,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,704.3489134707157,234.78297115690523,12.831702978080367,4.277234326026789,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0.015,1.34,0,0,5,1,0.85,1,0
7 Coal,213.4119515690675,71.13731718968917,5.078639828704627,1.6928799429015422,20,20,0,0.1,0.75,0.00479793637145313,0.15,0,1.34,0,353.88,5,1,0.75,1,0
8 District heating,167.7962940865992,55.9320980288664,3.4804903170507453,1.160163439016915,20,20,0,0.1,0.98,0.0781919999374464,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,788.4233419072804,262.80778063576014,7.0342600380478535,2.3447533460159513,20,20,0,0.1,1,0.21273062,0.1,0,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,2151.900499429627,717.3001664765424,23.910005549218074,7.970001849739358,20,20,-0.22650852980867975,0.1,3.9,0.21273062,0.1,-0.04,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1374.8253190800392,458.27510636001307,21.519004994296267,7.1730016647654224,20,20,-0.22650852980867975,0.1,3.5,0.21273062,0.1,-0.042,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,836.8501942226326,278.9500647408775,20.599389396249418,6.8664631320831395,20,20,-0.22650852980867975,0.1,5.9,0.21273062,0.1,0,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1195.5002774609038,398.50009248696796,7.970001849739357,2.656667283246452,20,20,-0.2630344058337938,0.1,1,0,0,0.015,1.148571,0,0,5,1,1,1,0
