,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,250.0497508701182,83.34991695670607,9.26908559259921,3.0896951975330698,20,20,0,0.1,0.75,0.06466051246431752,0.15,0,2.07,0,266.76,5,1,0.75,1,0
2 Oil condensing,250.0497508701182,83.34991695670607,9.26908559259921,3.0896951975330698,20,20,-0.0840642647884745,0.1,0.92,0.06466051246431752,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,235.88437089471742,78.62812363157248,12.009778674796317,4.003259558265439,20,20,0,0.1,0.75,0.04839536,0.15,0,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,235.88437089471742,78.62812363157248,12.009778674796317,4.003259558265439,20,20,-0.0840642647884745,0.1,0.97,0.04839536,0.15,0,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,517.3443121450722,172.4481040483574,25.86721560725361,8.62240520241787,20,20,0,0.1,0.7,0.00832244196044712,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,725.7191045368372,241.90636817894574,13.221021310374065,4.407007103458022,20,20,-0.0976107966264223,0.1,0.82,0.00832244196044712,0.3,0,2.07,0,0,5,1,0.85,1,0
7 Coal,219.88694442218625,73.29564814072874,5.232727527882918,1.7442425092943061,20,20,0,0.1,0.75,0.00832244196044712,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,172.88729202276176,57.62909734092059,3.5860896040754886,1.1953632013584963,20,20,0,0.1,0.98,0.0719200343938091,0.15,0,2.07,0,0,5,1,0.98,1,0
9 Electric,812.3443803802802,270.78146012676007,7.247681934705774,2.415893978235258,20,20,0,0.1,1,0.0912681,0.1,0,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,2217.1899091931664,739.0633030643888,24.635443435479626,8.211814478493208,20,20,-0.22650852980867975,0.1,3.9,0.0912681,0.1,-0.022,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1416.5379975400783,472.17933251335944,22.171899091931664,7.390633030643888,20,20,-0.22650852980867975,0.1,3.2,0.0912681,0.1,-0.02,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,862.2405202417868,287.41350674726226,21.224382036720908,7.074794012240303,20,20,-0.22650852980867975,0.1,5.3,0.0912681,0.1,0,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1231.7721717739812,410.5907239246604,8.211814478493206,2.7372714928310686,20,20,-0.2630344058337938,0.1,1,0,0,-0.003,0.927,0,0,5,1,1,1,0
