,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,248.4735293735469,82.82450979118231,9.210656692295272,3.0702188974317575,20,20,0,0.1,0.75,0.08464060590802308,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,248.4735293735469,82.82450979118231,9.210656692295272,3.0702188974317575,20,20,-0.0840642647884745,0.1,0.92,0.08464060590802308,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,234.39744273415877,78.13248091138625,11.93407345513341,3.97802448504447,20,20,0,0.1,0.75,0.06990293580000001,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,234.39744273415877,78.13248091138625,11.93407345513341,3.97802448504447,20,20,-0.0840642647884745,0.1,0.97,0.06990293580000001,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,514.0831642211316,171.3610547403772,25.704158211056576,8.568052737018858,20,20,0,0.1,0.7,0.046,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,721.1444386990872,240.3814795663624,13.137680863428916,4.379226954476305,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0,1.34,0,0,5,1,0.85,1,0
7 Coal,218.5008581437254,72.8336193812418,5.1997423415891975,1.7332474471963992,20,20,0,0.1,0.75,0.00912639724849527,0.15,0,1.34,0,353.88,5,1,0.75,1,0
8 District heating,171.79747423561335,57.26582474520445,3.5634842165359877,1.1878280721786625,20,20,0,0.1,0.98,0.0781919999374464,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,807.2236607214177,269.0745535738059,7.20199521825818,2.4006650727527266,20,20,0,0.1,1,0.14862784,0.1,0,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,2203.213560947707,734.4045203159022,24.48015067719674,8.160050225732247,20,20,-0.22650852980867975,0.1,3.9,0.14862784,0.1,-0.035,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1407.6086639388125,469.20288797960416,22.032135609477066,7.344045203159022,20,20,-0.22650852980867975,0.1,3.5,0.14862784,0.1,-0.025,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,856.8052737018859,285.6017579006286,21.090591352661807,7.030197117553936,20,20,-0.22650852980867975,0.1,5.9,0.14862784,0.1,0,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1224.007533859837,408.00251128661233,8.160050225732245,2.7200167419107486,20,20,-0.2630344058337938,0.1,1,0,0,0.033,1.24,0,0,5,1,1,1,0
