,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,271.87,90.62333333333333,9.208499999999999,3.0694999999999997,20,20,0,0.1,0.75,0.07878020246478873,0.15,0,2.07,0,266.76,5,1,0.75,1,0
2 Oil condensing,271.87,90.62333333333333,9.208499999999999,3.0694999999999997,20,20,-0.0840642647884745,0.1,0.92,0.07878020246478873,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,238.04285714285714,79.34761904761905,11.902142857142858,3.9673809523809527,20,20,0,0.1,0.75,0.07714986,0.15,0,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,238.04285714285714,79.34761904761905,11.902142857142858,3.9673809523809527,20,20,-0.0840642647884745,0.1,0.97,0.07714986,0.15,0,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,613.9,204.63333333333333,26.310000000000002,8.770000000000001,20,20,0,0.1,0.7,0.046,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,738.1416666666667,246.04722222222222,13.008833333333333,4.336277777777778,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0.05,2.07,0,0,5,1,0.85,1,0
7 Coal,227.57417322834647,75.85805774278215,5.689354330708662,1.896451443569554,20,20,0,0.1,0.75,0.0241023215821152,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,180.61503064214486,60.205010214048286,3.7463811026683054,1.2487937008894352,20,20,0,0.1,0.98,0.0706859999434511,0.15,0.05,2.07,0,0,5,1,0.98,1,0
9 Electric,848.6546549357811,282.8848849785937,7.5716397625631116,2.5238799208543705,20,20,0,0.1,1,0.189,0.1,0,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,2129.8571428571427,709.9523809523808,26.31,8.77,20,20,-0.22650852980867975,0.1,3.9,0.189,0.1,-0.02,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1378.142857142857,459.38095238095235,23.804285714285715,7.934761904761905,20,20,-0.22650852980867975,0.1,3.2,0.189,0.1,-0.025,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,1079.3846153846155,359.7948717948718,23.611538461538462,7.870512820512821,20,20,-0.22650852980867975,0.1,5.3,0.189,0.1,0,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1273.7380952380952,424.57936507936506,8.352380952380951,2.7841269841269836,20,20,-0.2630344058337938,0.1,1,0,0,0,0.708571,0,0,5,1,1,1,0
