,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,254.33,84.77666666666667,9.42775,3.142583333333333,20,20,0,0.1,0.75,0.11850868838028168,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,254.33,84.77666666666667,9.42775,3.142583333333333,20,20,-0.0840642647884745,0.1,0.92,0.11850868838028168,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,239.92214285714286,79.97404761904762,12.215357142857142,4.071785714285714,20,20,0,0.1,0.75,0.08025797999999999,0.15,0,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,239.92214285714286,79.97404761904762,12.215357142857142,4.071785714285714,20,20,-0.0840642647884745,0.1,0.97,0.08025797999999999,0.15,0,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,526.2,175.4,26.310000000000002,8.770000000000001,20,20,0,0.1,0.7,0.046,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,738.1416666666667,246.04722222222222,13.447333333333333,4.482444444444444,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0.05,2.07,0,0,5,1,0.85,1,0
7 Coal,212.89196850393702,70.96398950131234,5.322299212598426,1.7740997375328087,20,20,0,0.1,0.75,0.0193026655202063,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,175.8467058141093,58.6155686047031,3.647474815834788,1.215824938611596,20,20,0,0.1,0.98,0.0834479999332415,0.15,0,2.07,0,0,5,1,0.98,1,0
9 Electric,826.2497584707912,275.4165861569304,7.371744782945915,2.4572482609819715,20,20,0,0.1,1,0.252,0.1,0,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,2255.1428571428573,751.7142857142858,25.057142857142857,8.352380952380953,20,20,-0.22650852980867975,0.1,3.9,0.252,0.1,-0.015,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1440.7857142857142,480.26190476190476,22.551428571428573,7.517142857142858,20,20,-0.22650852980867975,0.1,3.2,0.252,0.1,-0.03,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,877,292.3333333333333,21.587692307692308,7.195897435897436,20,20,-0.22650852980867975,0.1,5.3,0.252,0.1,0,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1252.857142857143,417.61904761904765,8.352380952380951,2.7841269841269836,20,20,-0.2630344058337938,0.1,1,0,0,0,0.944286,0,0,5,1,1,1,0
