,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,245.0531362435044,81.6843787478348,8.300186872763858,2.7667289575879526,20,20,0,0.1,0.75,0.04521802816901408,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,245.0531362435044,81.6843787478348,8.300186872763858,2.7667289575879526,20,20,-0.0840642647884745,0.1,0.92,0.04521802816901408,0.15,0,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,214.56265385375963,71.52088461791988,10.728132692687982,3.576044230895994,20,20,0,0.1,0.75,0.037069160000000004,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,214.56265385375963,71.52088461791988,10.728132692687982,3.576044230895994,20,20,-0.0840642647884745,0.1,0.97,0.037069160000000004,0.15,-0.01,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,553.3457915175906,184.44859717253019,23.71481963646817,7.904939878822724,20,20,0,0.1,0.7,0.046,0.3,0,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,665.3324398009125,221.77747993363752,11.725660820253706,3.9085536067512354,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0.015,2.47,0,0,5,1,0.85,1,0
7 Coal,205.1265857859597,68.37552859531989,5.128164644648993,1.7093882148829975,20,20,0,0.1,0.75,0.00912639724849527,0.15,0.06,2.47,0,353.88,5,1,0.75,1,0
8 District heating,162.799425135448,54.26647504514933,3.3768434868586694,1.1256144956195564,20,20,0,0.1,0.98,0.0781919999374464,0.15,0.012,2.47,0,0,5,1,0.98,1,0
9 Electric,764.9445866762136,254.9815288920712,6.824784162732605,2.2749280542442016,20,20,0,0.1,1,0.13604609999999998,0.1,0,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,1919.7711134283754,639.9237044761252,23.714819636468167,7.904939878822723,20,20,-0.22650852980867975,0.1,3.9,0.13604609999999998,0.1,-0.03,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1242.2048381007135,414.0682793669045,21.456265385375964,7.152088461791988,20,20,-0.22650852980867975,0.1,2.7,0.13604609999999998,0.1,-0.04,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,972.9156773935659,324.3052257978553,21.282530442984253,7.094176814328084,20,20,-0.22650852980867975,0.1,4.6,0.13604609999999998,0.1,-0.012,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1148.0984109718715,382.6994703239572,7.5285141703073535,2.5095047234357843,20,20,-0.2630344058337938,0.1,1,0,0,0,0.642857,0,0,5,1,1,1,0
