,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,269.9894647714119,89.9964882571373,9.144804451934919,3.0482681506449727,20,20,0,0.1,0.75,0.022691685757903323,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,269.9894647714119,89.9964882571373,9.144804451934919,3.0482681506449727,20,20,-0.0840642647884745,0.1,0.92,0.022691685757903323,0.15,-0.01,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,236.3963055602224,78.79876852007413,11.81981527801112,3.9399384260037067,20,20,0,0.1,0.75,0.00734008,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,236.3963055602224,78.79876852007413,11.81981527801112,3.9399384260037067,20,20,-0.0840642647884745,0.1,0.97,0.00734008,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,609.6536301289946,203.21787670966486,26.128012719814055,8.709337573271352,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,733.0359124170054,244.3453041390018,12.918850733685838,4.30628357789528,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.85,1,0
7 Coal,226.00003393429887,75.33334464476629,5.650000848357473,1.8833336161191576,20,20,0,0.1,0.75,0.00912295786758383,0.15,0,1.34,0,353.88,5,1,0.75,1,0
8 District heating,179.3657095403864,59.78856984679547,3.720467240736925,1.2401557469123083,20,20,0,0.1,0.98,0.0181306964746345,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,842.7844781030595,280.92815936768653,7.51926643960847,2.5064221465361567,20,20,0,0.1,1,0.11759765180000001,0.1,-0.02,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,2115.1248392230423,705.0416130743474,26.128012719814052,8.70933757327135,20,20,-0.22650852980867975,0.1,3.9,0.11759765180000001,0.1,-0.015,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1368.610190085498,456.203396695166,23.63963055602224,7.879876852007413,20,20,-0.22650852980867975,0.1,3.5,0.11759765180000001,0.1,-0.015,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,1071.9184705564742,357.30615685215804,23.44821654342287,7.816072181140957,20,20,-0.22650852980867975,0.1,5.9,0.11759765180000001,0.1,-0.01,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1264.9275999275058,421.6425333091686,8.29460721263938,2.7648690708797936,20,20,-0.2630344058337938,0.1,1,0,0,-0.01,1.462857,0,0,5,1,1,1,0
