,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,276.7826057908863,92.2608685969621,9.374894712271953,3.124964904090651,20,20,0,0.1,0.75,0.06052158902175857,0.15,0.032,2.07,0,266.76,5,1,0.75,1,0
2 Oil condensing,276.7826057908863,92.2608685969621,9.374894712271953,3.124964904090651,20,20,-0.0840642647884745,0.1,0.92,0.06052158902175857,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,242.34421705192807,80.78140568397602,12.117210852596404,4.039070284198801,20,20,0,0.1,0.75,0.09638684,0.15,0,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,242.34421705192807,80.78140568397602,12.117210852596404,4.039070284198801,20,20,-0.0840642647884745,0.1,0.97,0.09638684,0.15,-0.015,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,624.9929808181303,208.33099360604342,26.785413463634157,8.928471154544718,20,20,0,0.1,0.7,0.00832244196044712,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,751.4796555075138,250.49321850250462,13.243898879241332,4.41463295974711,20,20,-0.0976107966264223,0.1,0.82,0.00832244196044712,0.3,0,2.07,0,0,5,1,0.85,1,0
7 Coal,231.68636729631177,77.22878909877059,5.7921591824077945,1.930719727469265,20,20,0,0.1,0.75,0.00832244196044712,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,183.87868770417342,61.29289590139114,3.8140770363860206,1.2713590121286735,20,20,0,0.1,0.98,0.104036973344797,0.15,0,2.07,0,0,5,1,0.98,1,0
9 Electric,863.9895788784747,287.9965262928249,7.708456922764944,2.569485640921648,20,20,0,0.1,1,0.22407438,0.1,0,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,2168.3429946751457,722.7809982250486,26.785413463634153,8.928471154544718,20,20,-0.22650852980867975,0.1,3.9,0.22407438,0.1,-0.025,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1403.0454671427415,467.68182238091384,24.23442170519281,8.078140568397602,20,20,-0.22650852980867975,0.1,3.2,0.22407438,0.1,-0.022,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,1098.888757482427,366.2962524941424,24.038191569928088,8.012730523309363,20,20,-0.22650852980867975,0.1,5.3,0.22407438,0.1,0,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1296.754143874352,432.2513812914506,8.503305861471159,2.834435287157053,20,20,-0.2630344058337938,0.1,1,0,0,-0.01,0.837143,0,0,5,1,1,1,0
