,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,275.1742387930906,91.72474626436353,9.32041776557242,3.1068059218574735,20,20,0,0.1,0.75,0.0473556073943662,0.15,0,2.07,0,266.76,5,1,0.75,1,0
2 Oil condensing,275.1742387930906,91.72474626436353,9.32041776557242,3.1068059218574735,20,20,-0.0840642647884745,0.1,0.92,0.0473556073943662,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,240.93596945017146,80.31198981672382,12.046798472508573,4.015599490836191,20,20,0,0.1,0.75,0.050405979999999996,0.15,0,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,240.93596945017146,80.31198981672382,12.046798472508573,4.015599490836191,20,20,-0.0840642647884745,0.1,0.97,0.050405979999999996,0.15,0,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,621.3611843714948,207.12039479049827,26.629765044492636,8.876588348164212,20,20,0,0.1,0.7,0.046,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,747.1128526371544,249.03761754571815,13.166939383110247,4.388979794370083,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0.05,2.07,0,0,5,1,0.85,1,0
7 Coal,230.34005181548963,76.78001727182988,5.758501295387242,1.9195004317957471,20,20,0,0.1,0.75,0.0607136715391229,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,182.81017976070527,60.936726586901756,3.791913665191342,1.2639712217304473,20,20,0,0.1,0.98,0.0816479999346815,0.15,0,2.07,0,0,5,1,0.98,1,0
9 Electric,858.9689876417644,286.32299588058817,7.66366354536654,2.55455451512218,20,20,0,0.1,1,0.27527934,0.1,-0.04,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,2155.7428845541654,718.5809615180551,26.629765044492633,8.87658834816421,20,20,-0.22650852980867975,0.1,3.9,0.27527934,0.1,-0.068,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1394.892454711519,464.9641515705063,24.093596945017147,8.031198981672382,20,20,-0.22650852980867975,0.1,3.2,0.27527934,0.1,-0.065,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,1092.5031813125183,364.1677271041728,23.89850709121134,7.96616903040378,20,20,-0.22650852980867975,0.1,5.3,0.27527934,0.1,-0.02,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1289.2187839000403,429.73959463334677,8.453893664918295,2.817964554972765,20,20,-0.2630344058337938,0.1,1,0,0,0,0.604286,0,0,5,1,1,1,0
