,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,210.50529842335496,70.16843280778498,7.1300181724039575,2.3766727241346524,20,20,0,0.1,0.75,0.03155269989550873,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,210.50529842335496,70.16843280778498,7.1300181724039575,2.3766727241346524,20,20,-0.0840642647884745,0.1,0.92,0.03155269989550873,0.15,0.02,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,184.31339493289144,61.437798310963814,9.215669746644572,3.0718899155481907,20,20,0,0.1,0.75,0.0065411,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,184.31339493289144,61.437798310963814,9.215669746644572,3.0718899155481907,20,20,-0.0840642647884745,0.1,0.97,0.0065411,0.15,0,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,475.33454482693054,158.44484827564352,20.37148049258274,6.790493497527581,20,20,0,0.1,0.7,0.0220189165950128,0.3,0,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,571.5332027085713,190.51106756952376,10.07256535466591,3.3575217848886365,20,20,-0.0976107966264223,0.1,0.82,0.0220189165950128,0.3,0,2.47,0,0,5,1,0.85,1,0
7 Coal,176.2076332397151,58.7358777465717,4.405190830992878,1.4683969436642927,20,20,0,0.1,0.75,0.0220189165950128,0.15,0,2.47,0,353.88,5,1,0.75,1,0
8 District heating,139.84779830458714,46.61593276819571,2.9007726929223865,0.9669242309741288,20,20,0,0.1,0.98,0.0395391229578675,0.15,-0.02,2.47,0,0,5,1,0.98,1,0
9 Electric,657.1019288469707,219.03397628232358,5.862619221585641,1.9542064071952137,20,20,0,0.1,1,0.06794842,0.1,0,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,1649.1198493995548,549.7066164665183,20.371480492582737,6.790493497527579,20,20,-0.22650852980867975,0.1,3.9,0.06794842,0.1,-0.045,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1067.0775496114768,355.69251653715895,18.431339493289144,6.143779831096381,20,20,-0.22650852980867975,0.1,2.7,0.06794842,0.1,-0.045,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,835.7530458495482,278.5843486165161,18.28209787795887,6.09403262598629,20,20,-0.22650852980867975,0.1,4.6,0.06794842,0.1,-0.03,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,986.2383413075769,328.7461137691923,6.46713666431198,2.1557122214373265,20,20,-0.2630344058337938,0.1,1,0,0,0,0.632857,0,0,5,1,1,1,0
