,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,199.606606082375,66.53553536079167,6.760868915693346,2.2536229718977823,20,20,0,0.1,0.75,0.06021917323137665,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,199.606606082375,66.53553536079167,6.760868915693346,2.2536229718977823,20,20,-0.0840642647884745,0.1,0.92,0.06021917323137665,0.15,-0.02,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,174.77076108595045,58.25692036198348,8.738538054297523,2.912846018099174,20,20,0,0.1,0.75,0.00231792,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,174.77076108595045,58.25692036198348,8.738538054297523,2.912846018099174,20,20,-0.0840642647884745,0.1,0.97,0.00231792,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,450.72459437955644,150.24153145985215,19.31676833055242,6.438922776850807,20,20,0,0.1,0.7,0.00331986242476354,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,541.9426670516095,180.64755568386985,9.55106878566203,3.183689595220677,20,20,-0.0976107966264223,0.1,0.82,0.00331986242476354,0.3,0,1.34,0,0,5,1,0.85,1,0
7 Coal,167.08466675290663,55.694888917635545,4.1771166688226655,1.3923722229408886,20,20,0,0.1,0.75,0.00331986242476354,0.15,0.01,1.34,0,353.88,5,1,0.75,1,0
8 District heating,132.60732436069702,44.202441453565676,2.7505882112581976,0.9168627370860659,20,20,0,0.1,0.98,0.00568357695614789,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,623.0811616130516,207.69372053768384,5.5590882240908615,1.8530294080302872,20,20,0,0.1,1,0.03144118,0.1,-0.015,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1563.7383886637672,521.2461295545891,19.316768330552417,6.438922776850806,20,20,-0.22650852980867975,0.1,3.9,0.03144118,0.1,-0.015,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1011.8307220765553,337.27690735885176,17.477076108595046,5.825692036198348,20,20,-0.22650852980867975,0.1,3.5,0.03144118,0.1,-0.015,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,792.4828033047147,264.1609344349049,17.335561322290634,5.778520440763544,20,20,-0.22650852980867975,0.1,5.9,0.03144118,0.1,-0.01,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,935.176879494998,311.7256264983327,6.132307406524577,2.0441024688415257,20,20,-0.2630344058337938,0.1,1,0,0,-0.01,1.27,0,0,5,1,1,1,0
