,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,135.17390633592584,45.05796877864194,4.5784710210555515,1.526157007018517,20,20,0,0.1,0.75,0.05770317073713114,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,135.17390633592584,45.05796877864194,4.5784710210555515,1.526157007018517,20,20,-0.0840642647884745,0.1,0.92,0.05770317073713114,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,118.35503319735442,39.45167773245147,5.917751659867721,1.9725838866225738,20,20,0,0.1,0.75,0.0351086738,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,118.35503319735442,39.45167773245147,5.917751659867721,1.9725838866225738,20,20,-0.0840642647884745,0.1,0.97,0.0351086738,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,305.2314014037035,101.74380046790117,13.081345774444436,4.360448591481479,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,367.00442311635777,122.33480770545259,6.46799874403086,2.15599958134362,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0.013,1.34,0,0,5,1,0.85,1,0
7 Coal,113.14999807424235,37.71666602474745,2.8287499518560586,0.9429166506186862,20,20,0,0.1,0.75,0.00912295786758383,0.15,0,1.34,0,353.88,5,1,0.75,1,0
8 District heating,89.80188779520235,29.933962598400782,1.862702645642285,0.6209008818807616,20,20,0,0.1,0.98,0.0181306964746345,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,421.95153874218096,140.65051291406033,3.7646232540334634,1.2548744180111544,20,20,0,0.1,1,0.11812611999999999,0.1,-0.02,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1058.9660865026447,352.98869550088153,13.081345774444435,4.360448591481478,20,20,-0.22650852980867975,0.1,3.9,0.11812611999999999,0.1,-0.01,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,685.2133500899466,228.4044500299822,11.835503319735443,3.9451677732451476,20,20,-0.22650852980867975,0.1,3.5,0.11812611999999999,0.1,-0.01,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,536.6705958746436,178.8901986248812,11.739669284757827,3.913223094919276,20,20,-0.22650852980867975,0.1,5.9,0.11812611999999999,0.1,-0.005,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,633.3032478104052,211.1010826034684,4.152808182363312,1.3842693941211042,20,20,-0.2630344058337938,0.1,1,0,0,0,1.462857,0,0,5,1,1,1,0
