,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,229.70770949029568,76.56923649676523,7.7804224182196915,2.5934741394065637,20,20,0,0.1,0.75,0.06021917323137665,0.15,0.01,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,229.70770949029568,76.56923649676523,7.7804224182196915,2.5934741394065637,20,20,-0.0840642647884745,0.1,0.92,0.06021917323137665,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,201.1265659131621,67.0421886377207,10.056328295658107,3.3521094318860354,20,20,0,0.1,0.75,0.0351086738,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,201.1265659131621,67.0421886377207,10.056328295658107,3.3521094318860354,20,20,-0.0840642647884745,0.1,0.97,0.0351086738,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,518.6948278813128,172.8982759604376,22.22977833777055,7.409926112590184,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,623.6687811430071,207.8895937143357,10.991390400342105,3.663796800114035,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0.01,1.34,0,0,5,1,0.85,1,0
7 Coal,192.28139210442944,64.09379736814314,4.807034802610737,1.602344934203579,20,20,0,0.1,0.75,0.00912295786758383,0.15,0.04,1.34,0,353.88,5,1,0.75,1,0
8 District heating,152.60479268888315,50.86826422962772,3.1653828004990054,1.0551276001663352,20,20,0,0.1,0.98,0.018420464316423,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,717.0431343420588,239.0143781140196,6.397410626196412,2.1324702087321374,20,20,0,0.1,1,0.07151310000000001,0.1,-0.005,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1799.553484486187,599.8511614953957,22.229778337770547,7.409926112590182,20,20,-0.22650852980867975,0.1,3.9,0.07151310000000001,0.1,-0.01,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1164.416960549886,388.138986849962,20.112656591316213,6.704218863772071,20,20,-0.22650852980867975,0.1,3.5,0.07151310000000001,0.1,-0.01,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,911.9909061649456,303.99696872164856,19.949801072358184,6.649933690786061,20,20,-0.22650852980867975,0.1,5.9,0.07151310000000001,0.1,-0.005,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1076.2035544476219,358.7345181492073,7.0570724881811255,2.352357496060375,20,20,-0.2630344058337938,0.1,1,0,0,-0.005,1.22,0,0,5,1,1,1,0
