RTI,HTTI,1 Inv cost mean (EUR/kW),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Replacetime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
15 UK (UK),11 Heatpump AirWater,1719.3641357421875,542.90478515625,26.309999465942383,8.770000457763672,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.200000047683716,0.2141880989074707,0.10000000149011612,-0.09000000357627869,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
15 UK (UK),12 Heatpump AirAir,1480.1802978515625,427.25640869140625,10.793846130371094,3.5979487895965576,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.300000190734863,0.2141880989074707,0.10000000149011612,0.27000001072883606,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
15 UK (UK),13 Solar Thermal,793.5526733398438,417.6190490722656,8.352380752563477,2.7841269969940186,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,-0.05000000074505806,0.5928570032119751,0.11857140064239502,0.0,5.0,1.0,1.0,1.0,0.0
16 Czech Rep. (CZ),1 Oil,522.7822265625,174.2607421875,8.565711975097656,2.8552372455596924,20.0,20.0,0.0,0.10000000149011612,0.75,0.05683518573641777,0.15000000596046448,0.0,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.75,1.0,0.0
16 Czech Rep. (CZ),2 Oil condensing,580.869140625,193.62303161621094,8.565711975097656,2.8552372455596924,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.05683518573641777,0.15000000596046448,-0.12999999523162842,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
16 Czech Rep. (CZ),3 Gas,343.691162109375,114.56372833251953,11.071328163146973,3.6904425621032715,20.0,20.0,0.0,0.10000000149011612,0.75,0.05975668132305145,0.15000000596046448,-0.10000000149011612,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.75,1.0,0.0
16 Czech Rep. (CZ),4 Gas condensing,381.87908935546875,127.29302978515625,11.071328163146973,3.6904425621032715,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.05975668132305145,0.15000000596046448,-0.44999998807907104,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
16 Czech Rep. (CZ),5 Wood stove,340.78985595703125,113.59662628173828,24.473461151123047,8.157820701599121,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,-0.27000001072883606,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.699999988079071,1.0,0.0
16 Czech Rep. (CZ),6 Wood boiler,1083.3671875,361.1224060058594,12.100767135620117,4.033588886260986,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.09000000357627869,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
16 Czech Rep. (CZ),7 Coal,395.20574951171875,131.73524475097656,5.292215824127197,1.7640719413757324,20.0,20.0,0.0,0.10000000149011612,0.75,0.02790369652211666,0.15000000596046448,0.009999999776482582,2.4700000286102295,0.49399998784065247,353.8800048828125,5.0,1.0,0.75,1.0,0.0
16 Czech Rep. (CZ),8 District heating,239.54769897460938,79.84923553466797,3.4848694801330566,1.1616231203079224,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.08145719766616821,0.15000000596046448,0.44999998807907104,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
16 Czech Rep. (CZ),9 Electric,284.5481262207031,94.84938049316406,7.043110370635986,2.347703456878662,20.0,20.0,0.0,0.10000000149011612,1.0,0.17833936214447021,0.10000000149011612,-0.3799999952316284,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.0,0.0
16 Czech Rep. (CZ),10 Heatpump Ground,1835.22900390625,611.7429809570312,24.473461151123047,8.157820701599121,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.17833936214447021,0.10000000149011612,-0.10000000149011612,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
16 Czech Rep. (CZ),11 Heatpump AirWater,984.4086303710938,328.1361999511719,22.142656326293945,7.380885124206543,20.0,20.0,-0.22650852799415588,0.10000000149011612,2.700000047683716,0.17833936214447021,0.10000000149011612,-0.14000000059604645,2.0899999141693115,0.4180000126361847,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
16 Czech Rep. (CZ),12 Heatpump AirAir,652.6948852539062,217.56497192382812,21.963363647460938,7.3211212158203125,20.0,20.0,-0.22650852799415588,0.10000000149011612,4.599999904632568,0.17833936214447021,0.10000000149011612,0.15000000596046448,2.2200000286102295,0.4440000057220459,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
16 Czech Rep. (CZ),13 Solar Thermal,752.599365234375,250.866455078125,7.769352912902832,2.5897843837738037,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,0.07999999821186066,0.550000011920929,0.10999999940395355,0.0,5.0,1.0,1.0,1.0,0.0
17 Estonia (EN),1 Oil,510.9892272949219,170.32974243164062,8.372485160827637,2.7908284664154053,20.0,20.0,0.0,0.10000000149011612,0.75,0.07394673675298691,0.15000000596046448,0.07000000029802322,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.75,1.0,0.0
17 Estonia (EN),2 Oil condensing,567.7658081054688,189.25526428222656,8.372485160827637,2.7908284664154053,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.07394673675298691,0.15000000596046448,-0.09000000357627869,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
17 Estonia (EN),3 Gas,335.9381408691406,111.97938537597656,10.821579933166504,3.6071932315826416,20.0,20.0,0.0,0.10000000149011612,0.75,0.04290786013007164,0.15000000596046448,-0.03999999910593033,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.75,1.0,0.0
17 Estonia (EN),4 Gas condensing,373.2646179199219,124.42153930664062,10.821579933166504,3.6071932315826416,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.04290786013007164,0.15000000596046448,-0.41999998688697815,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
17 Estonia (EN),5 Wood stove,333.102294921875,111.03409576416016,23.92138671875,7.973795413970947,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,-0.18000000715255737,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.699999988079071,1.0,0.0
17 Estonia (EN),6 Wood boiler,1058.928466796875,352.9761657714844,11.827796936035156,3.942598819732666,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,-0.07000000029802322,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
17 Estonia (EN),7 Coal,386.2906494140625,128.7635498046875,5.172833442687988,1.7242777347564697,20.0,20.0,0.0,0.10000000149011612,0.75,0.009126396849751472,0.15000000596046448,0.07000000029802322,2.4700000286102295,0.49399998784065247,353.8800048828125,5.0,1.0,0.75,1.0,0.0
17 Estonia (EN),8 District heating,234.14395141601562,78.04798126220703,3.406257390975952,1.1354191303253174,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.07300800085067749,0.15000000596046448,0.029999999329447746,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
17 Estonia (EN),9 Electric,278.1292724609375,92.70975494384766,6.884231090545654,2.294743776321411,20.0,20.0,0.0,0.10000000149011612,1.0,0.1256857067346573,0.10000000149011612,0.019999999552965164,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.0,0.0
17 Estonia (EN),10 Heatpump Ground,1793.82958984375,597.9432373046875,23.92138671875,7.973795413970947,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.1256857067346573,0.10000000149011612,-0.33000001311302185,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
17 Estonia (EN),11 Heatpump AirWater,962.2022094726562,320.73406982421875,21.643159866333008,7.214386463165283,20.0,20.0,-0.22650852799415588,0.10000000149011612,2.700000047683716,0.1256857067346573,0.10000000149011612,-0.23999999463558197,2.0899999141693115,0.4180000126361847,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
17 Estonia (EN),12 Heatpump AirAir,637.9713134765625,212.65711975097656,21.467910766601562,7.155970096588135,20.0,20.0,-0.22650852799415588,0.10000000149011612,4.599999904632568,0.1256857067346573,0.10000000149011612,0.17000000178813934,2.2200000286102295,0.4440000057220459,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
17 Estonia (EN),13 Solar Thermal,735.6221313476562,245.20738220214844,7.594090938568115,2.5313637256622314,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,-0.029999999329447746,0.6171429753303528,0.1234285980463028,0.0,5.0,1.0,1.0,1.0,0.0
18 Cyprus (CY),1 Oil,542.1078491210938,180.70260620117188,9.340435981750488,3.113478660583496,20.0,20.0,0.0,0.10000000149011612,0.75,0.09429406374692917,0.15000000596046448,-0.20999999344348907,1.340000033378601,0.2680000066757202,266.760009765625,5.0,1.0,0.75,1.0,0.0
18 Cyprus (CY),2 Oil condensing,602.342041015625,200.7806854248047,9.340435981750488,3.113478660583496,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.09429406374692917,0.15000000596046448,-0.46000000834465027,1.340000033378601,0.2680000066757202,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
18 Cyprus (CY),3 Gas,356.3963623046875,118.79878997802734,12.102226257324219,4.0340752601623535,20.0,20.0,0.0,0.10000000149011612,0.75,0.0699029341340065,0.15000000596046448,0.0,1.340000033378601,0.2680000066757202,201.9600067138672,5.0,1.0,0.75,1.0,0.0
18 Cyprus (CY),4 Gas condensing,395.9959716796875,131.9986572265625,12.102226257324219,4.0340752601623535,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.0699029341340065,0.15000000596046448,0.0,1.340000033378601,0.2680000066757202,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
18 Cyprus (CY),5 Wood stove,353.3878173828125,117.79593658447266,26.066333770751953,8.688777923583984,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,0.0,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,0.699999988079071,1.0,0.0
18 Cyprus (CY),6 Wood boiler,1123.4158935546875,374.47198486328125,13.322792053222656,4.4409308433532715,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.0,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
18 Cyprus (CY),7 Coal,409.8152770996094,136.60508728027344,5.273007392883301,1.7576690912246704,20.0,20.0,0.0,0.10000000149011612,0.75,0.009126396849751472,0.15000000596046448,0.0,1.340000033378601,0.2680000066757202,353.8800048828125,5.0,1.0,0.75,1.0,0.0
18 Cyprus (CY),8 District heating,248.4030303955078,82.80101013183594,3.613694190979004,1.2045646905899048,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.07819200307130814,0.15000000596046448,0.0,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
18 Cyprus (CY),9 Electric,295.0669860839844,98.35566711425781,7.30347204208374,2.43449068069458,20.0,20.0,0.0,0.10000000149011612,1.0,0.19164983928203583,0.10000000149011612,0.0,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,1.0,0.0,0.0
18 Cyprus (CY),10 Heatpump Ground,1903.0716552734375,634.3572387695312,24.8250789642334,8.275026321411133,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.19164983928203583,0.10000000149011612,-0.009999999776482582,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
18 Cyprus (CY),11 Heatpump AirWater,1020.7991333007812,340.2663879394531,22.342571258544922,7.447523593902588,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.5,0.19164983928203583,0.10000000149011612,-0.18000000715255737,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
18 Cyprus (CY),12 Heatpump AirAir,676.822998046875,225.607666015625,21.387760162353516,7.129253387451172,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.900000095367432,0.19164983928203583,0.10000000149011612,-0.11999999731779099,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
18 Cyprus (CY),13 Solar Thermal,780.4205932617188,260.14019775390625,8.275026321411133,2.7583420276641846,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,0.550000011920929,1.3028570413589478,0.2605713903903961,0.0,5.0,1.0,1.0,1.0,0.0
19 Latvia (LV),1 Oil,496.7473449707031,165.5824432373047,8.13913345336914,2.7130446434020996,20.0,20.0,0.0,0.10000000149011612,0.75,0.06024854630231857,0.15000000596046448,0.019999999552965164,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.75,1.0,0.0
19 Latvia (LV),2 Oil condensing,551.9414672851562,183.98049926757812,8.13913345336914,2.7130446434020996,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.06024854630231857,0.15000000596046448,-0.14000000059604645,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
19 Latvia (LV),3 Gas,326.57513427734375,108.85838317871094,10.51996898651123,3.5066564083099365,20.0,20.0,0.0,0.10000000149011612,0.75,0.0379120409488678,0.15000000596046448,0.009999999776482582,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.75,1.0,0.0
19 Latvia (LV),4 Gas condensing,362.86126708984375,120.9537582397461,10.51996898651123,3.5066564083099365,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.0379120409488678,0.15000000596046448,-0.5799999833106995,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
19 Latvia (LV),5 Wood stove,323.8183288574219,107.93943786621094,23.254669189453125,7.751555919647217,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,-0.18000000715255737,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.699999988079071,1.0,0.0
19 Latvia (LV),6 Wood boiler,1029.414794921875,343.1382751464844,11.498141288757324,3.8327138423919678,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.12999999523162842,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
19 Latvia (LV),7 Coal,375.5242614746094,125.17475128173828,5.028660297393799,1.6762200593948364,20.0,20.0,0.0,0.10000000149011612,0.75,0.009126396849751472,0.15000000596046448,0.07000000029802322,2.4700000286102295,0.49399998784065247,353.8800048828125,5.0,1.0,0.75,1.0,0.0
19 Latvia (LV),8 District heating,227.61807250976562,75.87268829345703,3.3113207817077637,1.103773593902588,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.06047999858856201,0.15000000596046448,0.33000001311302185,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
19 Latvia (LV),9 Electric,270.3774719238281,90.12582397460938,6.692359447479248,2.2307863235473633,20.0,20.0,0.0,0.10000000149011612,1.0,0.16419477760791779,0.10000000149011612,0.12999999523162842,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.0,0.0
19 Latvia (LV),10 Heatpump Ground,1743.8333740234375,581.27783203125,23.254669189453125,7.751555919647217,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.16419477760791779,0.10000000149011612,-0.10000000149011612,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
19 Latvia (LV),11 Heatpump AirWater,935.3844604492188,311.7948303222656,21.03993797302246,7.013312816619873,20.0,20.0,-0.22650852799415588,0.10000000149011612,2.700000047683716,0.16419477760791779,0.10000000149011612,-0.27000001072883606,2.0899999141693115,0.4180000126361847,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
19 Latvia (LV),12 Heatpump AirAir,620.1903076171875,206.7301025390625,20.86957359313965,6.956524848937988,20.0,20.0,-0.22650852799415588,0.10000000149011612,4.599999904632568,0.16419477760791779,0.10000000149011612,-0.05999999865889549,2.2200000286102295,0.4440000057220459,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
19 Latvia (LV),13 Solar Thermal,715.1194458007812,238.37315368652344,7.382434368133545,2.4608113765716553,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,-0.12999999523162842,0.6600000262260437,0.13199999928474426,0.0,5.0,1.0,1.0,1.0,0.0
20 Lithuania (LT),1 Oil,506.57672119140625,168.85890197753906,8.300187110900879,2.7667288780212402,20.0,20.0,0.0,0.10000000149011612,0.75,0.045218028128147125,0.15000000596046448,0.03999999910593033,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.75,1.0,0.0
20 Lithuania (LT),2 Oil condensing,562.863037109375,187.62100219726562,8.300187110900879,2.7667288780212402,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.045218028128147125,0.15000000596046448,-0.20999999344348907,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
20 Lithuania (LT),3 Gas,333.0372314453125,111.01241302490234,10.728132247924805,3.5760443210601807,20.0,20.0,0.0,0.10000000149011612,0.75,0.037069160491228104,0.15000000596046448,-0.12999999523162842,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.75,1.0,0.0
20 Lithuania (LT),4 Gas condensing,370.0413818359375,123.34712982177734,10.728132247924805,3.5760443210601807,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.037069160491228104,0.15000000596046448,-0.4000000059604645,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
20 Lithuania (LT),5 Wood stove,330.2258605957031,110.0752944946289,23.714818954467773,7.904939651489258,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,-0.019999999552965164,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.699999988079071,1.0,0.0
20 Lithuania (LT),6 Wood boiler,1049.784423828125,349.9281311035156,11.725661277770996,3.9085536003112793,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.14000000059604645,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
20 Lithuania (LT),7 Coal,382.9549255371094,127.65164184570312,5.128164768218994,1.709388256072998,20.0,20.0,0.0,0.10000000149011612,0.75,0.009126396849751472,0.15000000596046448,0.11999999731779099,2.4700000286102295,0.49399998784065247,353.8800048828125,5.0,1.0,0.75,1.0,0.0
20 Lithuania (LT),8 District heating,232.1220703125,77.3740234375,3.3768434524536133,1.1256145238876343,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.07819200307130814,0.15000000596046448,0.11999999731779099,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
20 Lithuania (LT),9 Electric,275.7275390625,91.90918731689453,6.824784278869629,2.274928092956543,20.0,20.0,0.0,0.10000000149011612,1.0,0.13604609668254852,0.10000000149011612,0.05999999865889549,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.0,0.0
20 Lithuania (LT),10 Heatpump Ground,1778.3394775390625,592.7798461914062,23.714818954467773,7.904939651489258,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.13604609668254852,0.10000000149011612,-0.20999999344348907,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
20 Lithuania (LT),11 Heatpump AirWater,953.8933715820312,317.9644775390625,21.45626449584961,7.152088642120361,20.0,20.0,-0.22650852799415588,0.10000000149011612,2.700000047683716,0.13604609668254852,0.10000000149011612,-0.23000000417232513,2.0899999141693115,0.4180000126361847,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
20 Lithuania (LT),12 Heatpump AirAir,632.4622802734375,210.82077026367188,21.282529830932617,7.094176769256592,20.0,20.0,-0.22650852799415588,0.10000000149011612,4.599999904632568,0.13604609668254852,0.10000000149011612,-0.10999999940395355,2.2200000286102295,0.4440000057220459,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
20 Lithuania (LT),13 Solar Thermal,729.2698974609375,243.08995056152344,7.528514385223389,2.509504795074463,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,-0.07999999821186066,0.642857015132904,0.12857140600681305,0.0,5.0,1.0,1.0,1.0,0.0
21 Hungary (HU),1 Oil,499.4533386230469,166.4844512939453,8.1834716796875,2.7278237342834473,20.0,20.0,0.0,0.10000000149011612,0.75,0.08464060723781586,0.15000000596046448,0.019999999552965164,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.75,1.0,0.0
21 Hungary (HU),2 Oil condensing,554.9481811523438,184.98272705078125,8.1834716796875,2.7278237342834473,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.08464060723781586,0.15000000596046448,-0.07999999821186066,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
21 Hungary (HU),3 Gas,328.3541564941406,109.45138549804688,10.577276229858398,3.525758743286133,20.0,20.0,0.0,0.10000000149011612,0.75,0.03137971833348274,0.15000000596046448,-0.23999999463558197,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.75,1.0,0.0
21 Hungary (HU),4 Gas condensing,364.83795166015625,121.6126480102539,10.577276229858398,3.525758743286133,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.03137971833348274,0.15000000596046448,-0.4399999976158142,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
21 Hungary (HU),5 Wood stove,325.5823059082031,108.52743530273438,23.38134765625,7.7937822341918945,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,0.07000000029802322,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.699999988079071,1.0,0.0
21 Hungary (HU),6 Wood boiler,1035.0225830078125,345.00750732421875,11.56077766418457,3.8535923957824707,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.15000000596046448,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
21 Hungary (HU),7 Coal,377.5699157714844,125.85663604736328,5.056053638458252,1.6853511333465576,20.0,20.0,0.0,0.10000000149011612,0.75,0.032227858901023865,0.15000000596046448,0.14000000059604645,2.069999933242798,0.414000004529953,353.8800048828125,5.0,1.0,0.75,1.0,0.0
21 Hungary (HU),8 District heating,228.85801696777344,76.28600311279297,3.3293590545654297,1.1097863912582397,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.04535999894142151,0.15000000596046448,0.1899999976158142,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
21 Hungary (HU),9 Electric,271.850341796875,90.61677551269531,6.72881555557251,2.24293851852417,20.0,20.0,0.0,0.10000000149011612,1.0,0.10137388110160828,0.10000000149011612,-0.28999999165534973,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.0,0.0
21 Hungary (HU),10 Heatpump Ground,1753.3328857421875,584.4442749023438,23.38134765625,7.7937822341918945,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.10137388110160828,0.10000000149011612,-0.019999999552965164,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
21 Hungary (HU),11 Heatpump AirWater,940.47998046875,313.4933166503906,21.154552459716797,7.051517486572266,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.200000047683716,0.10137388110160828,0.10000000149011612,0.1899999976158142,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
21 Hungary (HU),12 Heatpump AirAir,623.5687866210938,207.85626220703125,20.983261108398438,6.994420051574707,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.300000190734863,0.10137388110160828,0.10000000149011612,0.2800000011920929,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
21 Hungary (HU),13 Solar Thermal,719.0150146484375,239.6716766357422,7.42264986038208,2.4742166996002197,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,-0.12999999523162842,0.6757140159606934,0.13514280319213867,0.0,5.0,1.0,1.0,1.0,0.0
22 Malta (MT),1 Oil,534.5756225585938,178.19186401367188,9.210657119750977,3.070218801498413,20.0,20.0,0.0,0.10000000149011612,0.75,0.08464060723781586,0.15000000596046448,0.09000000357627869,1.340000033378601,0.2680000066757202,266.760009765625,5.0,1.0,0.75,1.0,0.0
22 Malta (MT),2 Oil condensing,593.972900390625,197.990966796875,9.210657119750977,3.070218801498413,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.08464060723781586,0.15000000596046448,-0.23999999463558197,1.340000033378601,0.2680000066757202,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
22 Malta (MT),3 Gas,351.4444580078125,117.14815521240234,11.934073448181152,3.978024482727051,20.0,20.0,0.0,0.10000000149011612,0.75,0.0699029341340065,0.15000000596046448,0.0,1.340000033378601,0.2680000066757202,201.9600067138672,5.0,1.0,0.75,1.0,0.0
22 Malta (MT),4 Gas condensing,390.4938659667969,130.16461181640625,11.934073448181152,3.978024482727051,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.0699029341340065,0.15000000596046448,0.0,1.340000033378601,0.2680000066757202,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
22 Malta (MT),5 Wood stove,348.47772216796875,116.15923309326172,25.704158782958984,8.568052291870117,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,0.0,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,0.699999988079071,1.0,0.0
22 Malta (MT),6 Wood boiler,1107.8067626953125,369.2689208984375,13.137681007385254,4.379227161407471,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.0,1.340000033378601,0.2680000066757202,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
