,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,182.45980740768454,60.81993580256151,6.180090250905443,2.0600300836351475,20,20,0,0.1,0.75,0.015985485790025754,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,182.45980740768454,60.81993580256151,6.180090250905443,2.0600300836351475,20,20,-0.0840642647884745,0.1,0.92,0.015985485790025754,0.15,0,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,159.75743505741963,53.25247835247321,7.987871752870982,2.6626239176236606,20,20,0,0.1,0.75,0.0223012,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,159.75743505741963,53.25247835247321,7.987871752870982,2.6626239176236606,20,20,-0.0840642647884745,0.1,0.97,0.0223012,0.15,0,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,412.00601672702953,137.33533890900983,17.657400716872697,5.885800238957565,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,495.3881867789284,165.12939559297612,8.730603687787056,2.910201229262352,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0,2.47,0,0,5,1,0.85,1,0
7 Coal,152.73159899292725,50.91053299764241,3.8182899748231818,1.2727633249410606,20,20,0,0.1,0.75,0.00912295786758383,0.15,0.01,2.47,0,353.88,5,1,0.75,1,0
8 District heating,121.21596243020116,40.40532081006705,2.5143045369796146,0.8381015123265382,20,20,0,0.1,0.98,0.0181306964746345,0.15,0.02,2.47,0,0,5,1,0.98,1,0
9 Electric,569.5566443344892,189.85221477816307,5.081546080250235,1.6938486934167452,20,20,0,0.1,1,0.0377101,0.1,0,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,1429.408629461123,476.46954315370766,17.657400716872694,5.8858002389575645,20,20,-0.22650852980867975,0.1,3.9,0.0377101,0.1,-0.015,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,924.9114661219031,308.3038220406344,15.975743505741963,5.325247835247321,20,20,-0.22650852980867975,0.1,2.7,0.0377101,0.1,-0.015,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,724.4061832563158,241.46872775210525,15.846385258731907,5.282128419577302,20,20,-0.22650852980867975,0.1,4.6,0.0377101,0.1,-0.007,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,854.8424156581226,284.9474718860409,5.605524037102442,1.8685080123674807,20,20,-0.2630344058337938,0.1,1,0,0,-0.005,0.675714,0,0,5,1,1,1,0
