,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,248.45026565292446,82.81675521764149,8.415250933405504,2.8050836444685014,20,20,0,0.1,0.75,0.08272245598591549,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,248.45026565292446,82.81675521764149,8.415250933405504,2.8050836444685014,20,20,-0.0840642647884745,0.1,0.92,0.08272245598591549,0.15,0,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,217.5370989587818,72.51236631959394,10.876854947939089,3.6256183159796964,20,20,0,0.1,0.75,0.053268260000000005,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,217.5370989587818,72.51236631959394,10.876854947939089,3.6256183159796964,20,20,-0.0840642647884745,0.1,0.97,0.053268260000000005,0.15,0,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,561.0167288937004,187.00557629790012,24.043574095444306,8.014524698481436,20,20,0,0.1,0.7,0.046,0.3,0,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,674.555828788854,224.851942929618,11.888211636080793,3.9627372120269313,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0,2.47,0,0,5,1,0.85,1,0
7 Coal,207.97022030502566,69.32340676834188,5.199255507625642,1.7330851692085474,20,20,0,0.1,0.75,0.0443723129836629,0.15,0,2.47,0,353.88,5,1,0.75,1,0
8 District heating,165.0562855186375,55.01876183954584,3.4236560863465497,1.14121869544885,20,20,0,0.1,0.98,0.0993599999205119,0.15,0,2.47,0,0,5,1,0.98,1,0
9 Electric,775.5488816948753,258.51629389829174,6.919394969790896,2.3064649899302987,20,20,0,0.1,1,0.17359816,0.1,0,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,1946.3845696312053,648.7948565437351,24.043574095444303,8.014524698481434,20,20,-0.22650852980867975,0.1,3.9,0.17359816,0.1,-0.02,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1259.4253097613682,419.80843658712274,21.753709895878178,7.251236631959393,20,20,-0.22650852980867975,0.1,2.7,0.17359816,0.1,-0.035,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,986.4030398130997,328.80101327103324,21.577566495911555,7.192522165303852,20,20,-0.22650852980867975,0.1,4.6,0.17359816,0.1,0,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1164.014301446113,388.00476714870433,7.632880665220412,2.544293555073471,20,20,-0.2630344058337938,0.1,1,0,0,0,0.687143,0,0,5,1,1,1,0
