,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,159.65317143489713,53.217723811632375,7.982658571744858,2.6608861905816195,20,20,0,0.1,0.75,0.05860309929577465,0.15,0,2.07,0,266.76,5,1,0.75,1,0
2 Oil condensing,159.65317143489713,53.217723811632375,7.982658571744858,2.6608861905816195,20,20,-0.0840642647884745,0.1,0.92,0.05860309929577465,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,196.3987426381671,65.4662475460557,12.670886621817234,4.223628873939078,20,20,0,0.1,0.75,0.03140606,0.15,0.01,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,196.3987426381671,65.4662475460557,12.670886621817234,4.223628873939078,20,20,-0.0840642647884745,0.1,0.97,0.03140606,0.15,0,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,532.1772381163239,177.3924127054413,26.608861905816195,8.869620635272065,20,20,0,0.1,0.7,0.00987360275150472,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,798.2658571744856,266.0886190581619,11.826160847029419,3.942053615676473,20,20,-0.0976107966264223,0.1,0.82,0.00987360275150472,0.3,0,2.07,0,0,5,1,0.85,1,0
7 Coal,133.64085221826673,44.54695073942224,3.3410213054566684,1.1136737684855562,20,20,0,0.1,0.75,0.00987360275150472,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,187.0042522315467,62.3347507438489,3.878908605712729,1.2929695352375763,20,20,0,0.1,0.98,0.0298486672398968,0.15,0,2.07,0,0,5,1,0.98,1,0
9 Electric,878.6756483380703,292.89188277935676,7.8394850469015545,2.613161682300518,20,20,0,0.1,1,0.11586088000000001,0.1,0,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,2407.4684581452743,802.4894860484247,25.341773243634467,8.447257747878156,20,20,-0.22650852980867975,0.1,3.9,0.11586088000000001,0.1,-0.04,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,924.9747233926581,308.3249077975527,21.540507257089295,7.1801690856964315,20,20,-0.22650852980867975,0.1,3.2,0.11586088000000001,0.1,-0.024,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,463.94938707576955,154.64979569192317,16.37468424973304,5.458228083244347,20,20,-0.22650852980867975,0.1,5.3,0.11586088000000001,0.1,0,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1318.7963326860247,439.59877756200825,8.647844804498522,2.8826149348328407,20,20,-0.2630344058337938,0.1,1,0,0,-0.035,0.922857,0,0,5,1,1,1,0
