,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,240.29823882341668,80.0994129411389,8.139133895631854,2.7130446318772847,20,20,0,0.1,0.75,0.060248547535211264,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,240.29823882341668,80.0994129411389,8.139133895631854,2.7130446318772847,20,20,-0.0840642647884745,0.1,0.92,0.060248547535211264,0.15,0,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,210.39937961497313,70.13312653832438,10.519968980748656,3.5066563269162185,20,20,0,0.1,0.75,0.03791204,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,210.39937961497313,70.13312653832438,10.519968980748656,3.5066563269162185,20,20,-0.0840642647884745,0.1,0.97,0.03791204,0.15,-0.02,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,542.6089263754569,180.8696421251523,23.25466827323387,7.7515560910779575,20,20,0,0.1,0.7,0.046,0.3,0,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,652.4226376657281,217.4742125552427,11.49814153509897,3.83271384503299,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0.03,2.47,0,0,5,1,0.85,1,0
7 Coal,201.14640463628496,67.04880154542832,5.028660115907124,1.676220038635708,20,20,0,0.1,0.75,0.00912639724849527,0.15,0.04,2.47,0,353.88,5,1,0.75,1,0
8 District heating,159.64054058316418,53.213513527721396,3.311320781743199,1.1037735939143996,20,20,0,0.1,0.98,0.060479999951616,0.15,0.04,2.47,0,0,5,1,0.98,1,0
9 Electric,750.1019566350188,250.0339855450063,6.692359215615068,2.2307864052050226,20,20,0,0.1,1,0.16419477999999998,0.1,0,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,1882.520764976075,627.5069216586917,23.254668273233868,7.751556091077956,20,20,-0.22650852980867975,0.1,3.9,0.16419477999999998,0.1,-0.035,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1218.1016714551074,406.0338904850358,21.039937961497312,7.013312653832437,20,20,-0.22650852980867975,0.1,2.7,0.16419477999999998,0.1,-0.045,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,954.0376727480564,318.0125575826855,20.86957409136373,6.956524697121243,20,20,-0.22650852980867975,0.1,4.6,0.16419477999999998,0.1,-0.015,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1125.8212417994175,375.2737472664725,7.382434372455196,2.4608114574850655,20,20,-0.2630344058337938,0.1,1,0,0,0,0.66,0,0,5,1,1,1,0
