,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,239.0178933376732,79.67263111255774,8.095767354985705,2.6985891183285684,20,20,0,0.1,0.75,0.060155437350840106,0.15,0,2.07,0,266.76,5,1,0.75,1,0
2 Oil condensing,239.0178933376732,79.67263111255774,8.095767354985705,2.6985891183285684,20,20,-0.0840642647884745,0.1,0.92,0.060155437350840106,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,209.27833978874614,69.75944659624871,10.463916989437307,3.4879723298124357,20,20,0,0.1,0.75,0.02288068,0.15,0,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,209.27833978874614,69.75944659624871,10.463916989437307,3.4879723298124357,20,20,-0.0840642647884745,0.1,0.97,0.02288068,0.15,0,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,539.7178236657137,179.90594122190456,23.13076387138773,7.710254623795911,20,20,0,0.1,0.7,0.0226354256233877,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,648.9464308361557,216.31547694538526,11.436877691963932,3.8122925639879774,20,20,-0.0976107966264223,0.1,0.82,0.0226354256233877,0.3,0,2.07,0,0,5,1,0.85,1,0
7 Coal,200.07466606503874,66.69155535501291,5.001866651625969,1.667288883875323,20,20,0,0.1,0.75,0.0226354256233877,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,158.7899515548047,52.92998385160157,3.293677562069546,1.0978925206898487,20,20,0,0.1,0.98,0.0397601031814273,0.15,0,2.07,0,0,5,1,0.98,1,0
9 Electric,746.1052995695015,248.70176652316718,6.6567013100363965,2.218900436678799,20,20,0,0.1,1,0.09015304,0.1,0,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,1872.4904086361494,624.1634695453831,23.130763871387728,7.710254623795909,20,20,-0.22650852980867975,0.1,3.9,0.09015304,0.1,-0.05,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1211.6114408822143,403.87048029407146,20.927833978874613,6.975944659624871,20,20,-0.22650852980867975,0.1,3.2,0.09015304,0.1,-0.05,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,948.9544152364198,316.31813841213994,20.75837783329668,6.919459277765561,20,20,-0.22650852980867975,0.1,5.3,0.09015304,0.1,-0.03,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1119.8226953608346,373.2742317869449,7.343099641710389,2.4476998805701298,20,20,-0.2630344058337938,0.1,1,0,0,-0.03,1.3,0,0,5,1,1,1,0
