,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,242.39171347657822,80.79723782552607,8.210041908077649,2.736680636025883,20,20,0,0.1,0.75,0.30279353873239434,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,242.39171347657822,80.79723782552607,8.210041908077649,2.736680636025883,20,20,-0.0840642647884745,0.1,0.92,0.30279353873239434,0.15,0,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,212.23237585506848,70.74412528502283,10.611618792753424,3.5372062642511413,20,20,0,0.1,0.75,0.04301322,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,212.23237585506848,70.74412528502283,10.611618792753424,3.5372062642511413,20,20,-0.0840642647884745,0.1,0.97,0.04301322,0.15,0,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,547.3361272051766,182.44537573505886,23.457262594507572,7.819087531502524,20,20,0,0.1,0.7,0.046,0.3,-0.02,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,658.1065339014623,219.36884463382077,11.598313171728742,3.8661043905762473,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0,2.47,0,0,5,1,0.85,1,0
7 Coal,202.8987890971219,67.63292969904063,5.072469727428048,1.6908232424760161,20,20,0,0.1,0.75,0.0273155631986242,0.15,0.02,2.47,0,353.88,5,1,0.75,1,0
8 District heating,161.03132657878461,53.677108859594874,3.3401689587377903,1.1133896529125968,20,20,0,0.1,0.98,0.0535787999571369,0.15,0.02,2.47,0,0,5,1,0.98,1,0
9 Electric,756.6368336328326,252.21227787761086,6.750662948744122,2.250220982914707,20,20,0,0.1,1,0.14878588,0.1,0,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,1898.9212576506125,632.9737525502042,23.45726259450757,7.819087531502523,20,20,-0.22650852980867975,0.1,3.9,0.14878588,0.1,-0.028,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1228.7137549503964,409.5712516501321,21.223237585506848,7.0744125285022825,20,20,-0.22650852980867975,0.1,2.7,0.14878588,0.1,-0.04,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,962.3492346464644,320.78307821548816,21.051389507891408,7.017129835963803,20,20,-0.22650852980867975,0.1,4.6,0.14878588,0.1,-0.012,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1135.6293795753663,378.5431265251221,7.446750030002401,2.4822500100008003,20,20,-0.2630344058337938,0.1,1,0,0,0,0.567143,0,0,5,1,1,1,0
