RTI,HTTI,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
7 Ireland (IE),13 Solar Thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.630000114440918,11.630000114440918,34.88999938964844,58.150001525878906,81.41000366210938,104.66999816894531,116.30000305175781,127.93000030517578,139.55999755859375,134.0,144.0,152.0,140.0,171.0,145.0,175.0,180.10000610351562,188.52000427246094,195.53399658203125,206.9927978515625,214.93475341796875,223.74899291992188,232.73486328125,241.8506622314453,250.60223388671875,259.5458984375,268.4920349121094,277.4129943847656,286.3144226074219,295.2435607910156,304.16534423828125,313.08306884765625,322.0021667480469,330.9236755371094,339.8433837890625,348.7630310058594,357.68316650390625,366.603271484375,375.523193359375,384.44317626953125,393.36322021484375,402.283203125,411.20318603515625,420.1231994628906,429.043212890625,437.96319580078125,446.8832092285156,455.8031921386719,464.72320556640625,473.6431884765625,482.5632019042969,491.4831848144531,500.4031982421875,509.3232116699219,518.2432250976562,527.1632080078125,536.0831909179688,545.003173828125,553.9232177734375,562.8432006835938,571.76318359375,580.6832275390625,589.6032104492188,598.523193359375,607.4431762695312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),1 Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42591.05078125,45942.41796875,41404.3515625,36608.16796875,37640.1171875,37456.0625,33415.0546875,27624.1015625,27270.275390625,26240.95703125,22806.84375,21148.064453125,19158.978515625,18433.494140625,15125.634765625,16082.9580078125,15392.3173828125,13814.63671875,14603.69140625,12976.7431640625,12236.8955078125,11522.0224609375,10826.8193359375,9925.9736328125,9174.8115234375,8402.7900390625,7613.7431640625,6818.80908203125,6041.26953125,5256.1630859375,4469.59033203125,3684.4951171875,2900.46435546875,2115.136474609375,1330.0186767578125,545.16845703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),2 Oil condensing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.48065948486328,77.71111297607422,77.05451202392578,74.95867156982422,84.80015563964844,92.8497085571289,91.14342498779297,82.91046905517578,90.0665054321289,95.37227630615234,91.2208251953125,93.0904769897461,92.81842803955078,98.29251098632812,88.77755737304688,103.91087341308594,115.43218231201172,117.98214721679688,136.04855346679688,130.9764404296875,133.03662109375,137.85694885253906,141.5307159423828,143.315185546875,146.63235473632812,149.89732360839844,152.8155517578125,155.73074340820312,158.83216857910156,161.85548400878906,164.84877014160156,167.86788940429688,170.89697265625,173.9111785888672,176.92713928222656,179.9471435546875,182.96600341796875,185.98341369628906,189.00173950195312,192.02029418945312,195.0384979248047,198.0566864013672,201.07501220703125,204.0933074951172,207.11155700683594,210.1298370361328,213.1481170654297,216.1663818359375,219.18466186523438,222.20294189453125,225.22122192382812,228.23948669433594,231.2577667236328,234.2760467529297,237.2943115234375,240.31259155273438,243.33087158203125,246.34915161132812,249.36741638183594,252.3856964111328,255.4039764404297,258.4222412109375,261.4405212402344,264.45880126953125,267.4770812988281,270.495361328125,273.5136413574219,276.5318908691406,279.5501708984375,282.5684509277344,285.58673095703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),3 Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154959.59375,162765.9375,156594.046875,176822.3125,182072.453125,189182.03125,169711.703125,156439.765625,155380.984375,161940.6875,179193.890625,169542.15625,167814.5,164712.15625,133971.28125,147868.84375,143767.515625,139650.78125,128522.7734375,121725.125,115588.1015625,108159.6484375,100567.953125,93620.4453125,86497.4921875,79225.453125,72031.5703125,64884.79296875,57691.06640625,50495.71484375,43315.71875,36133.640625,28945.876953125,21760.630859375,14576.6298828125,7391.5107421875,206.1599578857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),4 Gas condensing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6834.86474609375,7942.40869140625,8458.7490234375,10580.48046875,12077.5625,13923.537109375,13871.642578125,14215.8037109375,15716.2578125,18256.55078125,22550.568359375,23857.853515625,26457.734375,29160.076171875,26700.9609375,33275.609375,38571.390625,44054.78515625,46160.57421875,49483.22265625,52939.69140625,56356.1953125,59494.390625,62848.44921875,66176.96875,69473.6484375,72765.390625,76082.1171875,79387.6875,82690.6796875,85996.3203125,89303.359375,92608.46875,95913.8984375,99219.75,102525.4921875,105831.046875,109136.7265625,112442.421875,115748.078125,119053.734375,122359.40625,125665.0703125,128970.734375,132276.390625,135582.0625,138887.71875,142193.390625,145499.0625,148804.71875,152110.390625,155416.046875,158721.71875,162027.375,165333.046875,168638.703125,171944.375,175250.03125,178555.703125,181861.359375,185167.03125,188472.703125,191778.359375,195084.03125,198389.6875,201695.359375,205001.015625,208306.6875,211612.34375,214918.015625,218223.671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),5 Wood stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8954.978515625,9407.0703125,15582.123046875,25411.146484375,16227.462890625,28490.6953125,33976.0859375,47358.0234375,56378.6015625,54041.90234375,52391.3203125,33523.9921875,48563.60546875,48542.328125,41470.18359375,46771.19140625,45134.79296875,49467.7890625,45702.125,45622.34375,43852.9765625,43212.0703125,41776.01171875,40749.76171875,39567.546875,38464.23046875,37293.81640625,36168.82421875,35025.265625,33887.265625,32745.01953125,31607.103515625,30466.736328125,29327.013671875,28187.134765625,27047.548828125,25907.677734375,24767.919921875,23628.154296875,22488.39453125,21348.61328125,20208.84765625,19069.078125,17929.30859375,16789.537109375,15649.76953125,14509.9990234375,13370.2294921875,12230.4599609375,11090.6904296875,9950.9208984375,8811.1513671875,7671.38134765625,6531.61181640625,5391.84228515625,4252.07275390625,3112.302978515625,1972.5333251953125,832.763671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),6 Wood boiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.58855628967285,25.829910278320312,42.78535461425781,69.77386474609375,44.55732727050781,78.22967529296875,93.29144287109375,130.03553771972656,154.80421447753906,148.38812255859375,143.85595703125,92.05009460449219,133.3458251953125,133.2873992919922,113.86872100830078,128.42420959472656,123.93099975585938,135.8285369873047,125.48877716064453,125.26971435546875,120.41139221191406,118.6515884399414,114.70846557617188,111.89058685302734,108.64447021484375,105.614990234375,102.4012680053711,99.31226348876953,96.17227935791016,93.04756927490234,89.91119384765625,86.78670501708984,83.65548706054688,80.52603912353516,77.39616394042969,74.26708984375,71.13723754882812,68.0076904296875,64.87812805175781,61.74857711791992,58.61896514892578,55.489402770996094,52.35982894897461,49.23025131225586,46.100669860839844,42.97109603881836,39.84151840209961,36.71194076538086,33.582366943359375,30.452789306640625,27.323213577270508,24.193635940551758,21.06406021118164,17.93448257446289,14.804906845092773,11.67533016204834,8.545753479003906,5.416176795959473,2.286600351333618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),7 Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0005187988281,481.77838134765625,96.0001220703125,97.77790069580078,37.33338165283203,33.7778205871582,33.7778205871582,24.888919830322266,17.777799606323242,12.444459915161133,12.444459915161133,12.444459915161133,8.888899803161621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),8 District heating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.890380859375,1182.2237548828125,1070.2235107421875,992.001220703125,323.55596923828125,384.00048828125,912.0011596679688,4225.783203125,5168.00634765625,6926.23095703125,6090.67431640625,6760.8974609375,7047.1201171875,6736.00830078125,8126.232421875,6608.00830078125,6472.89697265625,6345.25244140625,6101.767578125,5670.59912109375,5446.00439453125,5173.16064453125,4873.16552734375,4577.70166015625,4301.837890625,4013.458984375,3724.385986328125,3438.205810546875,3152.561279296875,2865.1806640625,2578.342529296875,2291.831298828125,2005.1346435546875,1718.3143310546875,1431.6202392578125,1144.924072265625,858.1912231445312,571.4635620117188,284.75048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),9 Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11213.646484375,10671.6884765625,10355.3515625,10161.130859375,10030.875,9038.6748046875,8415.5595703125,7591.58544921875,6856.212890625,6181.35205078125,5680.65673828125,5267.08935546875,4846.689453125,4450.537109375,4034.768798828125,3419.773681640625,2660.30029296875,1818.2232666015625,897.27978515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),10 Heatpump Ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.303589820861816,13.09538459777832,20.78461456298828,28.6964111328125,41.059486389160156,53.32923126220703,65.36205291748047,70.35897064208984,76.44718170166016,81.9179458618164,87.41743469238281,92.3210220336914,97.68018341064453,89.17371368408203,91.65113830566406,92.18315124511719,91.55267333984375,90.62811279296875,90.90914916992188,90.60523986816406,90.22531127929688,89.95755004882812,89.75505065917969,89.45946502685547,89.18328094482422,88.9250717163086,88.6613998413086,88.38922882080078,88.12299346923828,87.85734558105469,87.5899658203125,87.3224868774414,87.05583953857422,86.78892517089844,86.52182006835938,86.25483703613281,85.98790740966797,85.72090911865234,85.45391845703125,85.18694305419922,84.91996765136719,84.65298461914062,84.38600158691406,84.11902618408203,83.85204315185547,83.5850601196289,83.31808471679688,83.05110168457031,82.78411865234375,82.51714324951172,82.25016021728516,81.9831771850586,81.71620178222656,81.44921875,81.18223571777344,80.9152603149414,80.64827728271484,80.38129425048828,80.11431121826172,79.84733581542969,79.58035278320312,79.31336975097656,79.04639434814453,78.77941131591797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),11 Heatpump AirWater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.29090881347656,176.6618194580078,263.5709228515625,346.37091064453125,433.73089599609375,537.6727294921875,630.7345581054688,741.6290893554688,862.9306030273438,1054.3924560546875,1285.2060546875,1576.0218505859375,1911.386962890625,2291.58154296875,2319.177734375,2597.528076171875,2842.6083984375,3059.447509765625,3265.36376953125,3500.792724609375,3723.72119140625,3944.078369140625,4166.84033203125,4391.46435546875,4613.91015625,4836.6865234375,5059.91552734375,5283.052734375,5505.970703125,5729.01953125,5952.091796875,6175.12353515625,6398.14990234375,6621.1962890625,6844.2373046875,7067.27392578125,7290.3125,7513.3525390625,7736.3916015625,7959.43017578125,8182.46923828125,8405.5087890625,8628.5478515625,8851.5869140625,9074.6259765625,9297.6650390625,9520.7041015625,9743.7431640625,9966.7822265625,10189.8212890625,10412.8603515625,10635.8994140625,10858.9384765625,11081.9775390625,11305.0166015625,11528.0556640625,11751.0947265625,11974.1337890625,12197.1728515625,12420.2119140625,12643.2509765625,12866.2900390625,13089.3291015625,13312.3681640625,13535.4072265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),12 Heatpump AirAir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9599914550781,675.7083740234375,1008.4251708984375,1351.2059326171875,1611.100341796875,1907.201904296875,2196.323486328125,2464.871826171875,2725.303955078125,2943.83056640625,3196.129638671875,3584.41064453125,3944.092529296875,4342.17626953125,4734.11328125,4314.95166015625,4540.0615234375,4656.533203125,4699.99951171875,4727.33447265625,4825.80517578125,4890.0341796875,4949.31494140625,5015.44775390625,5085.42138671875,5149.8857421875,5215.466796875,5282.14111328125,5348.484375,5414.32275390625,5480.51171875,5546.73876953125,5612.86083984375,5678.97802734375,5745.14404296875,5811.29443359375,5877.43359375,5943.580078125,6009.72900390625,6075.875,6142.0205078125,6208.16748046875,6274.31396484375,6340.46044921875,6406.6064453125,6472.75341796875,6538.8994140625,6605.0458984375,6671.1923828125,6737.3388671875,6803.4853515625,6869.6318359375,6935.7783203125,7001.9248046875,7068.0712890625,7134.2177734375,7200.36376953125,7266.51025390625,7332.65673828125,7398.80322265625,7464.94970703125,7531.09619140625,7597.24267578125,7663.38916015625,7729.53564453125,7795.68212890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Italy (IT),13 Solar Thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.04000091552734,104.66999816894531,127.93000030517578,151.19000244140625,162.82000732421875,244.22999572753906,314.010009765625,476.8299865722656,604.760009765625,767.5800170898438,1151.3699951171875,1209.52001953125,1337.449951171875,1442.1199951171875,1546.7900390625,2574.0,2690.0,2791.0,2880.0,2951.0,3051.0,3160.0,3250.89990234375,3345.97998046875,3444.966064453125,3542.357177734375,3638.2353515625,3735.340087890625,3832.538818359375,3929.351806640625,4026.18115234375,4123.17138671875,4220.10205078125,4316.99658203125,4413.91748046875,4510.84716796875,4607.76416015625,4704.681640625,4801.60302734375,4898.52392578125,4995.44287109375,5092.36279296875,5189.283203125,5286.203125,5383.123046875,5480.04296875,5576.96337890625,5673.88330078125,5770.80322265625,5867.72314453125,5964.64306640625,6061.56298828125,6158.4833984375,6255.4033203125,6352.3232421875,6449.2431640625,6546.1630859375,6643.0830078125,6740.00341796875,6836.92333984375,6933.84326171875,7030.76318359375,7127.68310546875,7224.60302734375,7321.5234375,7418.443359375,7515.36328125,7612.283203125,7709.203125,7806.123046875,7903.04296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Luxembourg (LX),1 Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.4647216796875,1583.1925048828125,1353.446044921875,1198.5894775390625,1323.0606689453125,1233.8919677734375,1041.5201416015625,1179.8277587890625,1140.284912109375,980.78369140625,906.3425903320312,713.6298828125,819.359619140625,728.4591674804688,669.2959594726562,623.3695678710938,590.3111572265625,533.9924926757812,487.2006530761719,441.8439025878906,395.22772216796875,346.99615478515625,300.39959716796875,253.55462646484375,206.41395568847656,159.3070526123047,112.37066650390625,65.34012603759766,18.292896270751953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Luxembourg (LX),2 Oil condensing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.22327423095703,93.27285766601562,88.34971618652344,86.75988006591797,106.29047393798828,110.12487030029297,103.38308715820312,130.4108123779297,169.95367431640625,187.23089599609375,185.22659301757812,155.71429443359375,190.4307861328125,191.37454223632812,192.72369384765625,197.7891387939453,206.4333953857422,210.27537536621094,215.426513671875,221.2156982421875,226.80032348632812,231.96774291992188,237.443603515625,242.92222595214844,248.32785034179688,253.7288055419922,259.16943359375,264.59527587890625,270.0140380859375,275.43792724609375,280.86419677734375,286.28741455078125,291.71087646484375,297.13519287109375,302.5592956542969,307.98309326171875,313.4070739746094,318.83111572265625,324.25506591796875,329.6790466308594,335.10302734375,340.5270080566406,345.95098876953125,351.37493896484375,356.7989196777344,362.222900390625,367.6468811035156,373.07086181640625,378.4948425292969,383.9187927246094,389.3427734375,394.7667541503906,400.19073486328125,405.6147155761719,411.0386962890625,416.4626770019531,421.8866271972656,427.31060791015625,432.7345886230469,438.1585693359375,443.5825500488281,449.00653076171875,454.43048095703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Luxembourg (LX),3 Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.35888671875,1728.03271484375,1947.177001953125,1761.935302734375,1543.5341796875,1561.6092529296875,1411.942138671875,1423.2545166015625,1426.8575439453125,1513.5179443359375,1306.2110595703125,1226.96435546875,1186.0350341796875,1109.2152099609375,1016.3370361328125,946.5873413085938,873.5421142578125,794.78076171875,717.6143798828125,642.6891479492188,566.3167724609375,489.66253662109375,413.5091247558594,337.38543701171875,261.0439147949219,184.76162719726562,108.53491973876953,32.2776985168457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Luxembourg (LX),4 Gas condensing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.19683837890625,510.8563537597656,658.3787841796875,685.2871704101562,695.3548583984375,821.7243041992188,876.9469604492188,1057.30126953125,1214.8094482421875,1478.14892578125,1446.56689453125,1545.258056640625,1705.6318359375,1810.5072021484375,1902.8853759765625,2020.674072265625,2135.482666015625,2242.469482421875,2352.12158203125,2464.148193359375,2574.507080078125,2684.479736328125,2795.120361328125,2905.75341796875,3016.1357421875,3126.5888671875,3237.1123046875,3347.593994140625,3458.059814453125,3568.545166015625,3679.03125,3789.51025390625,3899.990478515625,4010.47314453125,4120.95458984375,4231.435546875,4341.9169921875,4452.39892578125,4562.88037109375,4673.36181640625,4783.84326171875,4894.32470703125,5004.80615234375,5115.287109375,5225.7685546875,5336.25,5446.7314453125,5557.212890625,5667.6943359375,5778.17578125,5888.6572265625,5999.138671875,6109.6201171875,6220.1015625,6330.5830078125,6441.064453125,6551.5458984375,6662.02734375,6772.5087890625,6882.990234375,6993.4716796875,7103.953125,7214.4345703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Luxembourg (LX),5 Wood stove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.10055541992188,125.20856475830078,130.4990692138672,102.28305053710938,128.73556518554688,141.08006286621094,155.18807983398438,165.7690887451172,186.93109130859375,167.53257751464844,176.35008239746094,114.62755584716797,118.15455627441406,99.10874938964844,79.60443115234375,58.70341873168945,43.663578033447266,24.72484588623047,6.25398063659668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Luxembourg (LX),6 Wood boiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8995847702026367,1.0138177871704102,1.0566551685333252,0.8281891345977783,1.0423760414123535,1.1423298120498657,1.2565628290176392,1.3422375917434692,1.5135871171951294,1.356516718864441,1.4279123544692993,0.9281430244445801,0.9567012786865234,0.8024867177009583,0.6445596218109131,0.47532346844673157,0.3535453975200653,0.20019787549972534,0.05063868314027786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Luxembourg (LX),7 Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
