,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,291.66543287418324,97.22181095806108,9.635375907450701,3.2117919691502337,20,20,0,0.1,0.75,0.11393645384604449,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,291.66543287418324,97.22181095806108,9.635375907450696,3.211791969150232,20,20,-0.0840642647884745,0.1,0.92,0.11393645384604449,0.15,0,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,290.1773141691687,96.72577138972291,14.285658319328865,4.761886106442955,20,20,0,0.1,0.75,0.06990293580000001,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,290.1773141691687,96.72577138972291,14.285658319328865,4.761886106442955,20,20,-0.0840642647884745,0.1,0.97,0.06990293580000001,0.15,0,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,524.9977791735298,174.99925972450993,30.20820554768326,10.069401849227754,20,20,0,0.1,0.7,0.046,0.3,0,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,364.581791092729,121.52726369757634,27.01377114399658,9.004590381332193,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0,2.47,0,0,5,1,0.85,1,0
7 Coal,252.82338115061248,84.27446038353749,6.320584528765313,2.1068615095884375,20,20,0,0.1,0.75,0.0146569217540842,0.15,0,2.47,0,353.88,5,1,0.75,1,0
8 District heating,198.78374244559137,66.26124748186379,4.123242974674521,1.374414324891507,20,20,0,0.1,0.98,0.0734399999412479,0.15,0,2.47,0,0,5,1,0.98,1,0
9 Electric,934.023861426305,311.34128714210163,8.333298082119521,2.7777660273731737,20,20,0,0.1,1,0.07250524,0.1,0,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,2750,916.6666666666666,54.393521784139935,18.131173928046646,20,20,-0.22650852980867975,0.1,3.9,0.07250524,0.1,-0.025,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1500,500,42.60273847288421,14.200912824294738,20,20,-0.22650852980867975,0.1,2.7,0.07250524,0.1,-0.03,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,370.19,123.39666666666666,32.66381911659327,10.887939705531089,20,20,-0.22650852980867975,0.1,4.6,0.07250524,0.1,0,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1026.7813711302017,342.26045704340055,12.896768361227211,4.298922787075737,20,20,-0.2630344058337938,0.1,1,0,0,0,0.614286,0,0,5,1,1,1,0
