,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,277.55563286216403,92.51854428738801,9.401077887266846,3.1336926290889484,20,20,0,0.1,0.75,0.11393645384604449,0.15,0,2.47,0,266.76,5,1,0.75,1,0
2 Oil condensing,277.55563286216403,92.51854428738801,9.401077887266846,3.1336926290889484,20,20,-0.0840642647884745,0.1,0.92,0.11393645384604449,0.15,0,2.47,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,243.0210610313879,81.00702034379596,12.151053051569395,4.050351017189798,20,20,0,0.1,0.75,0.06990293580000001,0.15,0,2.47,0,201.96,5,1,0.75,1,0
4 Gas condensing,243.0210610313879,81.00702034379596,12.151053051569395,4.050351017189798,20,20,-0.0840642647884745,0.1,0.97,0.06990293580000001,0.15,0,2.47,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,626.7385258177898,208.91284193926325,26.860222535048138,8.953407511682713,20,20,0,0.1,0.7,0.046,0.3,0,2.47,0,0,5,1,0.7,1,0
6 Wood boiler,753.5784655666282,251.19282185554275,13.280887808996022,4.426962602998674,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0,2.47,0,0,5,1,0.85,1,0
7 Coal,232.3334449313181,77.4444816437727,5.808336123282953,1.9361120410943178,20,20,0,0.1,0.75,0.014627687016337,0.15,0,2.47,0,353.88,5,1,0.75,1,0
8 District heating,184.39224310994103,61.46408103664701,3.8247293849779433,1.2749097949926478,20,20,0,0.1,0.98,0.078,0.15,-0.02,2.47,0,0,5,1,0.98,1,0
9 Electric,866.4026182812454,288.80087276041513,7.72998589804881,2.5766619660162697,20,20,0,0.1,1,0.09586882,0.1,0.05,2.47,0,0,5,1,1,0,0
10 Heatpump Ground,2174.3989671229438,724.799655707648,26.860222535048134,8.95340751168271,20,20,-0.22650852980867975,0.1,3.9,0.09586882,0.1,0,2.47,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1406.9640375501403,468.98801251671347,24.30210610313879,8.100702034379596,20,20,-0.22650852980867975,0.1,2.7,0.09586882,0.1,0,2.09,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,1101.9578475917183,367.31928253057276,24.105327916068838,8.03510930535628,20,20,-0.22650852980867975,0.1,4.6,0.09586882,0.1,0,2.22,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1300.3758528872509,433.4586176290836,8.527054773031152,2.842351591010384,20,20,-0.2630344058337938,0.1,1,0,0,0,2,0,0,5,1,1,1,0
