,1 Investment cost mean,2 Investment cost SD,3 O&M cost mean,4 O&M cost SD,5 Lifetime,6 Leadtime,7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Empty,16 Empty,17 Empty,18 Empty,19 Empty,20 Empty
1 Oil,291.8849828571429,97.2949942857143,11.675399314285716,3.891799771428572,20,20,0.0,0.1,0.75,0.123,0.15,0.0,2.07,0,266.76,3,1,0.75,1.0,0
2 Oil condensing,317.26628571428574,105.75542857142858,12.69065142857143,4.230217142857143,20,20,-0.0840642647884745,0.1,0.86,0.123,0.15,0.0,2.07,0,266.76,3,1,0.86,1.0,0
3 Gas,247.41813000000005,82.47271,4.948362600000001,1.6494542000000003,20,20,0.0,0.1,0.75,0.0409862424763542,0.15,0.02,2.07,0,201.96,3,1,0.75,1.0,0
4 Gas condensing,268.93275,89.64425,5.378655,1.792885,20,20,-0.0840642647884745,0.1,0.9,0.0409862424763542,0.15,0.02,2.07,0,201.96,3,1,0.9,1.0,0
5 Wood stove,272.6507142857143,90.88357142857144,0.0681626785714285,0.0227208928571428,20,20,0.0,0.1,0.7,0.046,0.3,-0.02,2.07,0,0.0,3,1,0.7,1.0,0
6 Wood boiler,324.0825535714286,108.02751785714288,1.2963302142857145,0.4321100714285715,20,20,-0.0976107966264223,0.1,0.85,0.046,0.3,0.02,2.07,0,0.0,3,1,0.85,1.0,0
7 Coal,153.05619642857144,51.01873214285715,3.061123928571429,6.549167505841072,20,20,0.0,0.1,0.75,0.0322278589853826,0.15,0.02,2.07,0,353.88,3,1,0.75,1.0,0
8 District heating,164.2100892857143,54.73669642857144,9.852605357142858,0.267134040926977,20,20,0.0,0.1,0.98,0.045359999963712,0.15,0.035,2.07,0,0.0,3,1,0.98,1.0,0
9 Electric,333.3774642857143,111.12582142857144,0.3333774642857143,0.1111258214285714,20,20,0.0,0.1,1.0,0.1190705073086844,0.1,-0.04,2.07,0,0.0,3,1,1.0,0.0,0
10 Heatpump Ground,867.5250000000001,289.175,8.675250000000002,2.8917500000000005,20,20,-0.4329594072761062,0.1,3.5,0.1190705073086844,0.1,0.0,2.07,0,0.0,3,1,1.0,0.7142857142857143,0
11 Heatpump AirWater,464.7455357142858,154.91517857142858,9.294910714285717,3.098303571428572,20,20,-0.4329594072761062,0.1,2.6,0.1190705073086844,0.1,0.0,1.64,0,0.0,3,1,1.0,0.6,0
12 Heatpump AirAir,316.0269642857143,105.34232142857144,31.602696428571434,10.534232142857144,20,20,-0.4329594072761062,0.1,2.6,0.1190705073086844,0.1,0.0,1.77,0,0.0,3,1,1.0,0.6,0
13 Solar Thermal,478.9977321428572,159.6659107142857,4.789977321428572,1.5966591071428573,20,20,-0.2630344058337938,0.1,1.0,0.0,0.0,0.0,0.644,0,0.0,3,1,1.0,1.0,0
