,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,228.87967087441663,76.29322362480555,8.484332627241306,2.828110875747102,20,20,0,0.1,0.75,0.08464060590802308,0.15,0,2.07,0,266.76,5,1,0.75,1,0
2 Oil condensing,228.87967087441663,76.29322362480555,8.484332627241306,2.828110875747102,20,20,-0.0840642647884745,0.1,0.92,0.08464060590802308,0.15,0,2.07,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,215.91358114507776,71.97119371502592,10.992989118352522,3.6643297061175075,20,20,0,0.1,0.75,0.038333479999999996,0.15,0,2.07,0,201.96,5,1,0.75,1,0
4 Gas condensing,215.91358114507776,71.97119371502592,10.992989118352522,3.6643297061175075,20,20,-0.0840642647884745,0.1,0.97,0.038333479999999996,0.15,0,2.07,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,473.5441466367241,157.84804887890803,23.677207331836204,7.892402443945401,20,20,0,0.1,0.7,0.046,0.3,0,2.07,0,0,5,1,0.7,1,0
6 Wood boiler,664.2772056987379,221.42573523291264,12.101683747382948,4.033894582460983,20,20,-0.0976107966264223,0.1,0.82,0.046,0.3,0,2.07,0,0,5,1,0.85,1,0
7 Coal,201.27055233529313,67.09018411176437,4.789706649135747,1.596568883045249,20,20,0,0.1,0.75,0.0146569217540842,0.15,0,2.07,0,353.88,5,1,0.75,1,0
8 District heating,158.25005367468918,52.75001789156306,3.2824788085203855,1.0941596028401286,20,20,0,0.1,0.98,0.0571499999542799,0.15,0,2.07,0,0,5,1,0.98,1,0
9 Electric,743.5684849560057,247.8561616520019,6.6340680206458496,2.21135600688195,20,20,0,0.1,1,0.13047958,0.1,0,2.07,0,0,5,1,1,0,0
10 Heatpump Ground,2029.474914157389,676.491638052463,22.549721268415432,7.516573756138477,20,20,-0.22650852980867975,0.1,3.9,0.13047958,0.1,-0.025,2.07,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1296.6089729338873,432.20299097796243,20.29474914157389,6.764916380524631,20,20,-0.22650852980867975,0.1,3.2,0.13047958,0.1,-0.022,2.07,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,789.2402443945401,263.0800814648467,19.427452169711756,6.475817389903919,20,20,-0.22650852980867975,0.1,5.3,0.13047958,0.1,0,2.07,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1127.4860634207716,375.8286878069239,7.5165737561384764,2.5055245853794923,20,20,-0.2630344058337938,0.1,1,0,0,0,0.77,0,0,5,1,1,1,0
