RTI,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
11 Austria (AT),50132.3671875,49905.92578125,49802.5546875,50140.32421875,49756.796875,48727.48828125,48103.43359375,48030.13671875,47751.6875,47645.96484375,43983.61328125,45297.27734375,47231.60546875,42363.0546875,46314.46484375,48654.2734375,49409.80859375,46441.640625,47924.69921875,48688.5078125,47952.64453125,47252.3828125,46581.94921875,45932.375,45293.89453125,44654.859375,43997.66015625,43302.39453125,42570.19921875,41821.71875,41074.54296875,40337.8046875,39615.1171875,38907.98828125,38216.546875,37540.4453125,36878.86328125,36231.5234375,35598.2265625,34978.66015625,34372.421875,33779.01953125,33197.875,32628.4296875,32070.15625,31522.8125,30985.9765625,30459.0,29940.990234375,29431.373046875,28882.859375,28342.01953125,27806.3359375,27273.74609375,26742.587890625,26211.580078125,25679.84375,25146.962890625,24613.05859375,24078.861328125,23545.841796875,23013.236328125,22480.62890625,21947.845703125,21414.876953125,20881.794921875,20348.701171875,19815.673828125,19282.728515625,18749.830078125,18216.90234375,17683.939453125,17150.95703125,16617.970703125,16084.9951171875,15552.0302734375,15019.0712890625,14486.1123046875,13953.1484375,13420.1796875,12887.2109375,12354.2421875,11821.2763671875,11288.3115234375,10755.3466796875,10222.380859375,9689.4140625,9156.447265625,8623.4814453125,8090.51513671875,7557.548828125,7024.5830078125,6491.6171875,5958.65087890625,5425.6845703125,4892.71875,4359.75244140625,3826.7861328125,3293.820068359375,2760.85400390625
12 Portugal (PT),11195.0087890625,11235.994140625,11282.724609375,11405.3330078125,11686.986328125,11800.4052734375,11975.1943359375,12125.2001953125,12144.052734375,9202.4111328125,8878.533203125,8776.2041015625,8730.0869140625,8619.126953125,8782.748046875,8699.541015625,8832.822265625,9008.6787109375,9344.916015625,10873.3349609375,10703.5546875,10546.263671875,10399.2705078125,10260.0673828125,10126.2275390625,9995.3916015625,9864.6162109375,9731.095703125,9594.806640625,9458.09765625,9322.8515625,9189.837890625,9059.1943359375,8930.7900390625,8804.3876953125,8679.7763671875,8556.71875,8434.9501953125,8314.2265625,8194.3193359375,8075.076171875,7956.369140625,7838.1083984375,7720.21875,7602.6357421875,7485.9453125,7370.41015625,7256.052734375,7142.890625,7030.93994140625,6914.7705078125,6799.2158203125,6684.1240234375,6569.35888671875,6454.7890625,6340.2763671875,6225.70849609375,6111.0205078125,5996.20849609375,5881.34521484375,5766.6005859375,5651.90576171875,5537.21875,5422.517578125,5307.79638671875,5193.06103515625,5078.322265625,4963.5888671875,4848.86474609375,4734.146484375,4619.42626953125,4504.7021484375,4389.9755859375,4275.2490234375,4160.5224609375,4045.797607421875,3931.0732421875,3816.34912109375,3701.62451171875,3586.8994140625,3472.174072265625,3357.448974609375,3242.723876953125,3127.9990234375,3013.274169921875,2898.54931640625,2783.82421875,2669.099365234375,2554.374267578125,2439.6494140625,2324.92431640625,2210.199462890625,2095.474609375,1980.74951171875,1866.024658203125,1751.2996826171875,1636.57470703125,1521.8497314453125,1407.124755859375,1292.3997802734375
13 Finland (FI),36725.48828125,37235.56640625,38204.98828125,39320.16015625,39605.03125,40128.16796875,40627.48046875,41557.88671875,43195.3828125,38543.01953125,34792.30078125,37709.16015625,36746.90234375,37417.51171875,37254.87109375,40298.22265625,40698.0625,41039.24609375,41285.05859375,40190.75390625,39966.29296875,39739.14453125,39509.28125,39276.0703125,39038.35546875,38793.63671875,38537.296875,38264.1796875,37975.28125,37677.58984375,37377.23046875,37077.828125,36781.1796875,36488.2890625,36199.7421875,35915.89453125,35637.03515625,35363.48046875,35095.61328125,34833.8046875,34578.19921875,34328.91015625,34086.1015625,33850.08984375,33621.046875,33399.1171875,33184.265625,32976.25390625,32774.8125,32579.51953125,32357.48828125,32140.4296875,31926.806640625,31715.3046875,31504.828125,31294.50390625,31083.7109375,30872.14453125,30659.853515625,30447.3359375,30235.6171875,30024.1875,29812.767578125,29601.232421875,29389.5703125,29177.830078125,28966.076171875,28754.3671875,28542.71484375,28331.09375,28119.45703125,27907.794921875,27696.1171875,27484.439453125,27272.767578125,27061.103515625,26849.443359375,26637.783203125,26426.119140625,26214.453125,26002.78515625,25791.119140625,25579.453125,25367.7890625,25156.125,24944.458984375,24732.794921875,24521.12890625,24309.462890625,24097.798828125,23886.1328125,23674.46875,23462.802734375,23251.13671875,23039.47265625,22827.806640625,22616.142578125,22404.4765625,22192.8125,21981.146484375
14 Sweden (SW),66232.265625,64176.73828125,62516.44921875,63332.96484375,63331.33984375,63272.21875,61955.25,60867.30859375,60710.859375,62325.44921875,59137.98046875,61927.40625,62811.875,63431.57421875,63366.74609375,66226.03125,67533.4296875,67321.453125,67645.4609375,67523.4453125,67095.25,66672.3203125,66254.671875,65841.875,65430.75390625,65012.28515625,64569.296875,64082.73046875,63551.92578125,62994.734375,62427.54296875,61860.31640625,61298.4140625,60745.69921875,60204.5703125,59675.51171875,59158.515625,58654.62109375,58165.0234375,57690.6171875,57231.35546875,56787.0703125,56357.65234375,55942.9921875,55542.5859375,55156.2578125,54783.1015625,54421.0,54067.37890625,53720.109375,53331.08984375,52951.1953125,52577.36328125,52207.06640625,51838.28515625,51469.5,51099.734375,50728.63671875,50356.46484375,49984.1015625,49613.0703125,49242.48046875,48871.85546875,48501.01171875,48129.95703125,47758.78125,47387.60546875,47016.51171875,46645.51171875,46274.5546875,45903.5625,45532.53125,45161.4765625,44790.421875,44419.37890625,44048.3515625,43677.32421875,43306.30078125,42935.26953125,42564.234375,42193.19921875,41822.1640625,41451.12890625,41080.09765625,40709.06640625,40338.03515625,39967.0,39595.96875,39224.93359375,38853.90234375,38482.87109375,38111.8359375,37740.8046875,37369.76953125,36998.73828125,36627.70703125,36256.671875,35885.640625,35514.60546875,35143.57421875
15 UK (UK),328360.21875,330864.125,334597.375,338560.25,337053.21875,334727.59375,327593.15625,320928.0,318837.9375,351505.90625,281324.09375,310236.0,315549.15625,268161.625,285131.8125,296351.28125,288662.6875,302668.84375,298778.3125,306952.5,302792.875,298713.625,294712.4375,290777.71875,286884.625,282977.90625,278961.25,274734.4375,270311.5,265811.5,261335.21875,256935.515625,252633.734375,248438.265625,244349.578125,240367.046875,236487.4375,232708.046875,229026.15625,225438.96875,221943.53125,218536.765625,215215.421875,211976.15625,208815.703125,205731.609375,202721.046875,199780.1875,196904.875,194091.609375,191000.0,187962.59375,184961.6875,181982.75,179014.0625,176046.578125,173074.015625,170093.390625,167105.40625,164115.21875,161133.421875,158154.578125,155175.734375,152195.6875,149214.296875,146232.109375,143249.828125,140267.984375,137286.765625,134305.859375,131324.765625,128343.40625,125361.90625,122380.390625,119398.9375,116417.5703125,113436.2421875,110454.9140625,107473.5546875,104492.1640625,101510.7578125,98529.3671875,95547.9921875,92566.6171875,89585.25,86603.875,83622.4921875,80641.109375,77659.7265625,74678.3515625,71696.9765625,68715.59375,65734.21875,62752.83984375,59771.4609375,56790.08203125,53808.703125,50827.32421875,47845.9453125,44864.56640625
16 Czech Rep. (CZ),53153.95703125,53131.87890625,53494.984375,54104.640625,53254.31640625,53299.90234375,52141.43359375,51101.4296875,50284.94140625,45748.55078125,41605.36328125,43600.91015625,44761.3359375,40744.4609375,42458.85546875,45391.40234375,46808.87890625,45744.75390625,45622.4296875,47115.0546875,46482.09375,45860.0859375,45246.796875,44638.421875,44029.2890625,43409.3125,42761.78515625,42069.39453125,41335.53125,40581.9296875,39826.6640625,39079.72265625,38346.4921875,37633.5625,36942.9140625,36274.66796875,35628.20703125,35003.5234375,34400.6171875,33819.2265625,33258.859375,32718.548828125,32196.990234375,31692.5625,31203.75390625,30729.681640625,30269.384765625,29821.25390625,29383.52734375,28954.642578125,28477.640625,28010.8671875,27550.796875,27094.626953125,26640.162109375,26185.759765625,25730.34765625,25273.474609375,24815.36328125,24356.970703125,23900.072265625,23443.673828125,22987.248046875,22530.591796875,22073.6953125,21616.666015625,21159.62890625,20702.6796875,20245.8359375,19789.04296875,19332.212890625,18875.337890625,18418.4375,17961.537109375,17504.6484375,17047.7734375,16590.90625,16134.037109375,15677.162109375,15220.2822265625,14763.400390625,14306.521484375,13849.64453125,13392.7685546875,12935.892578125,12479.015625,12022.138671875,11565.2607421875,11108.3828125,10651.505859375,10194.62890625,9737.751953125,9280.8740234375,8823.9970703125,8367.1201171875,7910.24267578125,7453.365234375,6996.48828125,6539.611328125,6082.73388671875
17 Estonia (EN),8185.00341796875,7890.623046875,7716.8671875,7707.3701171875,7650.77587890625,7567.5126953125,7496.5,7519.81298828125,7660.6298828125,6186.49169921875,5782.4814453125,6141.83251953125,6096.75244140625,6010.4931640625,6026.98779296875,6621.1318359375,6836.017578125,6803.7099609375,7083.71630859375,6891.90478515625,6815.4482421875,6738.30126953125,6660.5302734375,6582.0390625,6502.642578125,6421.19384765625,6336.064453125,6245.55810546875,6150.26171875,6052.79638671875,5955.19189453125,5858.5166015625,5763.3759765625,5670.1162109375,5578.91650390625,5489.857421875,5402.84423828125,5317.8046875,5234.6708984375,5153.26806640625,5073.56396484375,4995.54833984375,4918.9658203125,4843.70556640625,4769.5263671875,4696.4404296875,4624.3447265625,4553.19970703125,4482.94970703125,4413.59765625,4340.337890625,4267.85693359375,4195.888671875,4124.2216796875,4052.6943359375,3981.181396484375,3909.597900390625,3837.9033203125,3766.107177734375,3694.280517578125,3622.571044921875,3550.902099609375,3479.23291015625,3407.546630859375,3335.841796875,3264.126220703125,3192.4091796875,3120.69873046875,3048.99658203125,2977.298583984375,2905.59814453125,2833.89404296875,2762.187744140625,2690.4814453125,2618.776123046875,2547.07177734375,2475.3681640625,2403.66455078125,2331.960205078125,2260.255615234375,2188.551025390625,2116.846435546875,2045.1419677734375,1973.437744140625,1901.7333984375,1830.029052734375,1758.3245849609375,1686.6202392578125,1614.915771484375,1543.2113037109375,1471.5069580078125,1399.8026123046875,1328.09814453125,1256.393798828125,1184.6893310546875,1112.9849853515625,1041.280517578125,969.5761108398438,897.8717041015625,826.1672973632812
18 Cyprus (CY),1220.5938720703125,1281.223876953125,1348.5389404296875,1370.2113037109375,1776.6552734375,1579.015869140625,1824.5250244140625,1875.0753173828125,2001.296630859375,1297.12939453125,1330.15234375,1337.0565185546875,1283.4967041015625,1254.568359375,1310.7574462890625,1346.15673828125,1461.740966796875,1417.7645263671875,1655.84375,1716.392822265625,1713.3673095703125,1709.8939208984375,1706.068603515625,1701.9351806640625,1697.44775390625,1692.3992919921875,1686.3575439453125,1678.9051513671875,1670.1497802734375,1660.6614990234375,1650.916259765625,1641.1876220703125,1631.5648193359375,1622.1046142578125,1612.7845458984375,1603.621826171875,1594.6033935546875,1585.684326171875,1576.85400390625,1568.0631103515625,1559.296630859375,1550.5533447265625,1541.8055419921875,1533.0445556640625,1524.2490234375,1515.3983154296875,1506.4869384765625,1497.4964599609375,1488.3670654296875,1479.0943603515625,1470.2022705078125,1461.2646484375,1452.291259765625,1443.29150390625,1434.2755126953125,1425.2530517578125,1416.232666015625,1407.220703125,1398.2203369140625,1389.2261962890625,1380.2222900390625,1371.2139892578125,1362.2047119140625,1353.1962890625,1344.1893310546875,1335.1837158203125,1326.1785888671875,1317.173095703125,1308.166748046875,1299.159912109375,1290.1531982421875,1281.1468505859375,1272.140625,1263.134521484375,1254.1282958984375,1245.1219482421875,1236.1156005859375,1227.1092529296875,1218.1029052734375,1209.0966796875,1200.09033203125,1191.0841064453125,1182.0777587890625,1173.0714111328125,1164.065185546875,1155.058837890625,1146.052490234375,1137.0462646484375,1128.0399169921875,1119.0335693359375,1110.02734375,1101.02099609375,1092.0146484375,1083.0084228515625,1074.0020751953125,1064.9957275390625,1055.989501953125,1046.983154296875,1037.976806640625,1028.9705810546875
19 Latvia (LV),11098.5400390625,11329.2705078125,11723.2490234375,12022.2998046875,12164.0087890625,12225.640625,12096.4609375,11955.3310546875,11955.630859375,7684.701171875,7282.7705078125,7532.828125,6975.33349609375,6844.83935546875,5958.56982421875,6318.9384765625,6502.86572265625,6765.3876953125,6567.10791015625,6268.12353515625,6167.50537109375,6070.9228515625,5978.2548828125,5889.5126953125,5804.15185546875,5721.5732421875,5639.94970703125,5556.80615234375,5470.8525390625,5382.57080078125,5292.9111328125,5203.01513671875,5113.96435546875,5027.00390625,4942.98046875,4861.7900390625,4783.0322265625,4706.640625,4632.3525390625,4560.06201171875,4489.72265625,4421.20458984375,4354.39892578125,4289.158203125,4225.3798828125,4162.9736328125,4101.8759765625,4042.0244140625,3983.365234375,3925.832275390625,3863.25048828125,3801.66455078125,3740.740966796875,3680.212646484375,3619.866943359375,3559.54150390625,3499.124755859375,3438.562744140625,3377.867919921875,3317.1337890625,3256.551513671875,3196.022216796875,3135.492919921875,3074.94140625,3014.365966796875,2953.77587890625,2893.184326171875,2832.60107421875,2772.028564453125,2711.4619140625,2650.891845703125,2590.31689453125,2529.739501953125,2469.161865234375,2408.585205078125,2348.01025390625,2287.43603515625,2226.861572265625,2166.28662109375,2105.711181640625,2045.1356201171875,1984.56005859375,1923.98486328125,1863.4097900390625,1802.834716796875,1742.259521484375,1681.684326171875,1621.1090087890625,1560.53369140625,1499.95849609375,1439.38330078125,1378.80810546875,1318.23291015625,1257.6575927734375,1197.0823974609375,1136.5072021484375,1075.931884765625,1015.356689453125,954.781494140625,894.206298828125
20 Lithuania (LT),10530.943359375,10526.0947265625,10642.634765625,10849.0048828125,10962.75,11156.69140625,11112.4169921875,11154.91015625,11227.880859375,8538.89453125,8109.4580078125,8110.88916015625,7764.87353515625,7389.51513671875,7210.21435546875,7714.8759765625,7943.677734375,8144.96435546875,8108.9677734375,8180.19189453125,8064.1474609375,7950.56396484375,7839.2333984375,7730.0517578125,7622.5068359375,7515.12353515625,7405.40966796875,7291.11328125,7172.4619140625,7052.05224609375,6931.9384765625,6813.2431640625,6696.46435546875,6581.990234375,6470.3046875,6361.33056640625,6254.94873046875,6151.0576171875,6049.57373046875,5950.3994140625,5853.44775390625,5758.63671875,5665.873046875,5575.07421875,5486.15771484375,5399.0595703125,5313.708984375,5230.05078125,5148.02490234375,5067.57421875,4980.31689453125,4894.3662109375,4809.2958984375,4724.7587890625,4640.4716796875,4556.2177734375,4471.84423828125,4387.27587890625,4302.52734375,4217.72216796875,4133.1201171875,4048.5908203125,3964.062255859375,3879.50439453125,3794.91455078125,3710.304931640625,3625.69287109375,3541.091552734375,3456.5048828125,3371.926025390625,3287.3427734375,3202.753173828125,3118.16015625,3033.566650390625,2948.974609375,2864.384765625,2779.7958984375,2695.206787109375,2610.616943359375,2526.026611328125,2441.435791015625,2356.84521484375,2272.255126953125,2187.6650390625,2103.0751953125,2018.4849853515625,1933.894775390625,1849.3045654296875,1764.71435546875,1680.1241455078125,1595.533935546875,1510.94384765625,1426.3536376953125,1341.763427734375,1257.17333984375,1172.5831298828125,1087.992919921875,1003.4027099609375,918.8125610351562,834.222412109375
21 Hungary (HU),40704.796875,41587.30078125,44291.9453125,45753.15625,48011.203125,48794.6640625,46943.88671875,45984.20703125,44181.078125,45291.40234375,44758.99609375,43110.3671875,41393.1953125,36530.0625,39560.62890625,41697.6953125,43169.73046875,40218.33984375,39467.7265625,42541.9140625,42091.24609375,41626.08203125,41149.53125,40663.22265625,40167.01953125,39657.66796875,39127.6953125,38568.70703125,37988.6875,37405.3984375,36827.68359375,36260.08984375,35704.23828125,35160.6015625,34628.97265625,34108.92578125,33599.921875,33102.38671875,32618.6796875,32147.802734375,31688.775390625,31240.73046875,30802.9140625,30374.638671875,29955.27734375,29544.240234375,29140.9609375,28744.8984375,28355.509765625,27972.3203125,27559.9140625,27153.419921875,26750.841796875,26350.57421875,25951.349609375,25552.212890625,25152.51953125,24751.974609375,24350.669921875,23949.154296875,23548.525390625,23148.203125,22747.875,22347.412109375,21946.810546875,21546.126953125,21145.435546875,20744.79296875,20344.212890625,19943.666015625,19543.09765625,19142.50390625,18741.89453125,18341.283203125,17940.677734375,17540.08203125,17139.4921875,16738.900390625,16338.3046875,15937.70703125,15537.107421875,15136.509765625,14735.912109375,14335.31640625,13934.720703125,13534.1240234375,13133.52734375,12732.9296875,12332.3330078125,11931.736328125,11531.1396484375,11130.54296875,10729.9462890625,10329.349609375,9928.7529296875,9528.1552734375,9127.55859375,8726.9619140625,8326.365234375,7925.7685546875
22 Malta (MT),152.02305603027344,175.99102783203125,201.46238708496094,205.799560546875,211.0635528564453,221.54917907714844,228.73155212402344,242.07777404785156,254.30862426757812,324.2336120605469,347.6105041503906,357.6444091796875,375.2077941894531,395.4176940917969,470.9006042480469,487.2755126953125,547.2360229492188,612.6270141601562,700.9647827148438,751.3786010742188,755.65234375,761.7443237304688,769.5381469726562,778.8305053710938,789.3118286132812,800.6487426757812,812.4576416015625,824.277587890625,835.8464965820312,846.9703369140625,857.5095825195312,867.298828125,876.1980590820312,884.0809326171875,890.8709106445312,896.4789428710938,900.7982177734375,903.7818603515625,905.4308471679688,905.7553100585938,904.7325439453125,902.4076538085938,898.8432006835938,894.1011352539062,888.2531127929688,881.3784790039062,873.541259765625,864.8392333984375,855.3212890625,845.118408203125,838.4232177734375,831.0055541992188,823.109619140625,814.9325561523438,806.630126953125,798.3192749023438,790.0778198242188,781.9403686523438,773.8947143554688,765.8722534179688,757.7421875,749.5753173828125,741.4096069335938,733.2603149414062,725.1279907226562,717.0056762695312,708.8840942382812,700.7564697265625,692.62109375,684.48193359375,676.3453369140625,668.2120361328125,660.0805053710938,651.9491577148438,643.8169555664062,635.6837158203125,627.5498657226562,619.4161376953125,611.2828369140625,603.1499633789062,595.0171508789062,586.8842163085938,578.7510986328125,570.617919921875,562.4846801757812,554.3515625,546.2184448242188,538.0853881835938,529.9523315429688,521.8192138671875,513.6860961914062,505.552978515625,497.41986083984375,489.2867736816406,481.1536560058594,473.02056884765625,464.887451171875,456.7543640136719,448.6212463378906,440.4881286621094
23 Poland (PL),129470.3984375,126256.2578125,123143.5,124821.203125,124464.515625,127004.2890625,128347.296875,129425.2734375,130261.8515625,101497.984375,91999.328125,95605.125,94092.5546875,86820.5546875,104242.515625,110426.1640625,111917.1953125,125979.5078125,117831.171875,118558.859375,116731.625,114937.78125,113175.25,111439.40625,109720.3671875,107996.515625,106230.6328125,104385.1640625,102466.3203125,100519.4453125,98582.2734375,96674.265625,94802.890625,92970.9296875,91178.28125,89424.390625,87707.765625,86027.21875,84381.6796875,82770.109375,81191.4765625,79644.8125,78137.296875,76667.5546875,75233.921875,73834.84375,72468.8984375,71134.7890625,69831.3359375,68557.375,67154.8984375,65777.2421875,64416.29296875,63065.40625,61719.234375,60373.64453125,59025.7890625,57674.2421875,56319.296875,54963.3046875,53611.15625,52260.375,50909.6015625,49558.2734375,48206.33984375,46854.03125,45501.6796875,44149.53515625,42797.6640625,41445.9453125,40094.13671875,38742.2109375,37390.21875,36038.21875,34686.25,33334.31640625,31982.40234375,30630.48828125,29278.55859375,27926.615234375,26574.66796875,25222.724609375,23870.7890625,22518.853515625,21166.919921875,19814.986328125,18463.048828125,17111.109375,15759.171875,14407.234375,13055.2978515625,11703.361328125,10351.4248046875,8999.4873046875,7647.55029296875,6295.61328125,4943.67626953125,3591.7392578125,2239.80224609375,887.8654174804688
24 Slovenia (SI),7717.74267578125,8138.2587890625,8702.724609375,8941.439453125,9066.02734375,9001.0654296875,8571.0458984375,8327.2177734375,8442.5888671875,7346.296875,6992.18212890625,6742.423828125,6653.9033203125,5680.82373046875,6323.60693359375,6507.76806640625,6391.263671875,6101.0791015625,6219.69140625,6416.34033203125,6358.60693359375,6298.375,6235.9091796875,6171.25732421875,6104.24169921875,6034.21435546875,5959.791015625,5879.50341796875,5793.83984375,5705.06787109375,5615.1494140625,5525.15771484375,5435.6328125,5346.92333984375,5259.1591796875,5172.5048828125,5086.95068359375,5002.55615234375,4919.345703125,4837.30322265625,4756.47509765625,4676.8662109375,4598.4169921875,4521.07861328125,4444.86572265625,4369.73193359375,4295.662109375,4222.650390625,4150.60791015625,4079.51025390625,4004.318115234375,3929.90380859375,3856.018310546875,3782.45556640625,3709.046142578125,3635.65771484375,3562.197509765625,3488.61865234375,3414.9306640625,3341.20849609375,3267.60888671875,3194.05322265625,3120.498291015625,3046.925537109375,2973.333740234375,2899.729736328125,2826.124267578125,2752.525146484375,2678.93505859375,2605.349609375,2531.76171875,2458.169921875,2384.575927734375,2310.981689453125,2237.38818359375,2163.796142578125,2090.204833984375,2016.6131591796875,1943.021240234375,1869.4288330078125,1795.836181640625,1722.2437744140625,1648.651611328125,1575.0594482421875,1501.46728515625,1427.8751220703125,1354.282958984375,1280.690673828125,1207.098388671875,1133.506103515625,1059.9139404296875,986.3217163085938,912.7294921875,839.1372680664062,765.5449829101562,691.9527587890625,618.3605346679688,544.768310546875,471.17608642578125,397.5838623046875
25 Slovakia (SK),22167.66796875,23310.33984375,23885.865234375,24069.294921875,23021.8046875,21489.28125,19806.443359375,18437.89453125,17600.75,16818.47265625,15148.759765625,14547.5068359375,15185.9814453125,13682.3408203125,14000.2431640625,14403.7958984375,15367.1328125,15042.1279296875,17965.697265625,18161.17578125,18005.912109375,17849.240234375,17690.78515625,17529.74609375,17364.888671875,17194.12890625,17013.853515625,16820.095703125,16613.36328125,16398.318359375,16178.9951171875,15957.806640625,15736.001953125,15514.5595703125,15294.02734375,15074.681640625,14856.671875,14640.40625,14426.3642578125,14214.865234375,14006.130859375,13800.2177734375,13597.16796875,13397.0078125,13199.748046875,13005.388671875,12813.9287109375,12625.2060546875,12439.0263671875,12255.1748046875,12060.6884765625,11868.2353515625,11677.1728515625,11486.9609375,11297.1513671875,11107.39453125,10917.443359375,10727.1787109375,10536.62890625,10345.9951171875,10155.681640625,9965.482421875,9775.2861328125,9585.0419921875,9394.7470703125,9204.4208984375,9014.0908203125,8823.77734375,8633.48828125,8443.2109375,8252.9267578125,8062.63232421875,7872.33251953125,7682.0322265625,7491.734375,7301.439453125,7111.14599609375,6920.8525390625,6730.55810546875,6540.26220703125,6349.96630859375,6159.67041015625,5969.37548828125,5779.08056640625,5588.78564453125,5398.490234375,5208.1953125,5017.89990234375,4827.6044921875,4637.30908203125,4447.01416015625,4256.71875,4066.423828125,3876.12841796875,3685.833251953125,3495.5380859375,3305.242919921875,3114.94775390625,2924.65234375,2734.357177734375
26 Bulgaria (BG),15426.7763671875,14581.3671875,14744.74609375,14623.5087890625,15001.7607421875,14915.6728515625,14471.8359375,14582.3955078125,14691.74609375,11946.1708984375,12735.748046875,12610.212890625,12018.501953125,11742.7412109375,12476.8154296875,13030.69921875,13631.533203125,13507.6630859375,13738.28125,15431.642578125,15054.41015625,14705.5087890625,14377.8408203125,14065.5751953125,13763.4814453125,13465.6455078125,13169.0390625,12869.853515625,12566.828125,12265.796875,11971.6142578125,11686.3603515625,11410.41015625,11143.5673828125,10885.322265625,10635.23046875,10392.7783203125,10157.5693359375,9929.259765625,9707.537109375,9492.1201171875,9282.7314453125,9079.083984375,8880.892578125,8687.8955078125,8499.8876953125,8316.6806640625,8138.0712890625,7963.86767578125,7793.884765625,7605.38818359375,7420.4775390625,7237.9765625,7056.92626953125,6876.5556640625,6696.2685546875,6515.65234375,6334.50390625,6152.865234375,5971.07763671875,5789.84375,5608.80712890625,5427.77197265625,5246.65576171875,5065.45263671875,4884.19580078125,4702.93212890625,4521.6982421875,4340.5048828125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125,4159.33203125
27 Romania (RO),64080.015625,58015.5546875,54108.390625,51006.0234375,50063.26953125,48669.71875,45717.1796875,43763.76953125,43538.94921875,39163.61328125,39190.140625,39250.13671875,39320.734375,39414.68359375,39575.26171875,39827.52734375,41529.7890625,42259.015625,42090.73046875,44277.0859375,43498.67578125,42738.08203125,41994.35546875,41265.2890625,40546.3828125,39828.01171875,39093.76953125,38327.1171875,37531.36328125,36727.1875,35931.47265625,35152.796875,34394.33984375,33657.21875,32941.203125,32245.8515625,31570.216796875,30913.4375,30274.673828125,29653.146484375,29048.17578125,28459.12890625,27885.470703125,27326.701171875,26782.380859375,26253.345703125,25739.046875,25238.966796875,24752.6328125,24279.5703125,23749.951171875,23230.927734375,22719.142578125,22211.810546875,21706.626953125,21201.748046875,20695.890625,20188.408203125,19679.40625,19169.923828125,18662.12109375,18154.931640625,17647.7578125,17140.34375,16632.66015625,16124.8125,15616.939453125,15109.15625,14601.4970703125,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375,14093.90234375
28 Norway (NO),36302.67578125,36146.34375,34605.1953125,34104.421875,35552.69921875,35480.1015625,36344.12890625,36986.07421875,39089.28125,13128.6484375,37329.0,40301.74609375,40390.2421875,38246.73046875,40586.078125,41824.84375,43217.82421875,44460.6328125,45279.05078125,44209.75390625,44310.10546875,44411.6640625,44518.6171875,44629.78125,44747.453125,44833.578125,44920.55859375,45006.8125,45090.92578125,45171.765625,45265.13671875,45362.87890625,45464.03125,45568.390625,45675.78515625,45785.98828125,45898.9375,46014.57421875,46127.73046875,46243.640625,46366.30859375,46491.6328125,46619.0234375,46748.41015625,46879.72265625,47012.89453125,47147.8671875,47284.58984375,47423.00390625,47562.4609375,47928.76171875,48298.08984375,48510.3828125,48724.80078125,48941.375,49160.1328125,49381.08984375,49604.28125,49829.73046875,50057.46484375,50287.5078125,50519.890625,50754.64453125,50991.79296875,51231.3671875,51473.39453125,51717.90234375,51964.9296875,52214.49609375,52466.640625,52721.390625,52978.78125,53238.84375,53501.609375,53767.1171875,54035.39453125,54306.48046875,54580.41015625,54857.21484375,55136.9375,55419.60546875,55705.265625,55993.95703125,56285.70703125,56580.55859375,56878.55859375,57179.7421875,57484.1484375,57791.82421875,58102.80078125,58417.13671875,58734.8671875,59056.03515625,59380.6875,59708.8671875,60040.625,60376.00390625,60715.0546875,61057.82421875,61404.36328125
