,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,247.25538545457056,82.41846181819018,8.374779184751581,2.7915930615838604,20,20,0,0.1,0.75,0.015985485790025754,0.15,0.02,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,247.25538545457056,82.41846181819018,8.374779184751581,2.7915930615838604,20,20,-0.0840642647884745,0.1,0.92,0.015985485790025754,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,216.49089049017698,72.16363016339233,10.82454452450885,3.6081815081696167,20,20,0,0.1,0.75,0.00734008,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,216.49089049017698,72.16363016339233,10.82454452450885,3.6081815081696167,20,20,-0.0840642647884745,0.1,0.97,0.00734008,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,558.3186123167721,186.1062041055907,23.92794052786167,7.9759801759538895,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,671.3116648094523,223.7705549364841,11.831037260998269,3.9436790869994227,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.85,1,0
7 Coal,206.9700221469085,68.99000738230284,5.174250553672713,1.724750184557571,20,20,0,0.1,0.75,0.00912295786758383,0.15,0,1.34,0,353.88,5,1,0.75,1,0
8 District heating,164.262474786893,54.754158262297665,3.4071905822634747,1.1357301940878248,20,20,0,0.1,0.98,0.0181306964746345,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,771.819008437717,257.2730028125723,6.886117291410215,2.2953724304700716,20,20,0,0.1,1,0.04261812,0.1,-0.02,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1937.0237570173729,645.6745856724576,23.927940527861665,7.975980175953889,20,20,-0.22650852980867975,0.1,3.9,0.04261812,0.1,-0.015,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,1253.3683133641825,417.78943778806087,21.6490890490177,7.216363016339233,20,20,-0.22650852980867975,0.1,3.5,0.04261812,0.1,-0.015,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,981.6590985789402,327.2196995263134,21.473792781414318,7.157930927138106,20,20,-0.22650852980867975,0.1,5.9,0.04261812,0.1,-0.007,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,1158.4161684123505,386.13872280411687,7.59617159614656,2.53205719871552,20,20,-0.2630344058337938,0.1,1,0,0,-0.005,1.462857,0,0,5,1,1,1,0
