,1 Inv cost mean (EUR/Kw),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Leadtime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Oil,150.0651417350702,50.021713911690064,5.082851574897538,1.6942838582991795,20,20,0,0.1,0.75,0.0434886365345445,0.15,0,1.34,0,266.76,5,1,0.75,1,0
2 Oil condensing,150.0651417350702,50.021713911690064,5.082851574897538,1.6942838582991795,20,20,-0.0840642647884745,0.1,0.92,0.0434886365345445,0.15,0,1.34,0,266.76,5,1,0.86,1,-0.02856915219677092
3 Gas,131.39344207218127,43.79781402406042,6.569672103609064,2.1898907012030215,20,20,0,0.1,0.75,0.0351086738,0.15,0,1.34,0,201.96,5,1,0.75,1,0
4 Gas condensing,131.39344207218127,43.79781402406042,6.569672103609064,2.1898907012030215,20,20,-0.0840642647884745,0.1,0.97,0.0351086738,0.15,0,1.34,0,201.96,5,1,0.9,1,-0.02856915219677092
5 Wood stove,338.8567716598359,112.9522572199453,14.522433071135826,4.840811023711942,20,20,0,0.1,0.7,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.7,1,0
6 Wood boiler,407.4349278290884,135.81164260969612,7.18053635183938,2.3935121172797933,20,20,-0.0976107966264223,0.1,0.82,0.00912295786758383,0.3,0,1.34,0,0,5,1,0.85,1,0
7 Coal,125.61500187866712,41.871667292889036,3.1403750469666782,1.046791682322226,20,20,0,0.1,0.75,0.00912295786758383,0.15,0.015,1.34,0,353.88,5,1,0.75,1,0
8 District heating,99.69478122925484,33.23159374308495,2.067904554255739,0.6893015180852463,20,20,0,0.1,0.98,0.0181306964746345,0.15,0,1.34,0,0,5,1,0.98,1,0
9 Electric,468.4352119655169,156.1450706551723,4.179347460683145,1.393115820227715,20,20,0,0.1,1,0.12966304,0.1,-0.02,1.34,0,0,5,1,1,0,0
10 Heatpump Ground,1175.625534330043,391.8751781100143,14.522433071135824,4.840811023711941,20,20,-0.22650852980867975,0.1,3.9,0.12966304,0.1,-0.01,1.34,0,0,5,1,1,0.714285714285714,-0.09761079662642234
11 Heatpump AirWater,760.6988751547336,253.56629171824454,13.139344207218128,4.379781402406043,20,20,-0.22650852980867975,0.1,3.5,0.12966304,0.1,-0.01,1.34,0,0,5,1,1,0.6,-0.09761079662642234
12 Heatpump AirAir,595.7921259953159,198.59737533177199,13.032952756147536,4.344317585382512,20,20,-0.22650852980867975,0.1,5.9,0.12966304,0.1,-0.005,1.34,0,0,5,1,1,0.6,-0.09761079662642234
13 Solar Thermal,703.0701724914962,234.35672416383207,4.610296213058992,1.5367654043529972,20,20,-0.2630344058337938,0.1,1,0,0,0,1.395714,0,0,5,1,1,1,0
