2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,11.7663,13.9096,14.8666,15.5127,19.462262305415386,21.181216407220518,22.97017050902565,24.78142461083078,26.621678712635912,28.50263281444104,30.412886916246165,32.374741018051296,34.07529511985643,35.687349221661556,37.308003323466686,38.93685742527182,40.58731152707695,41.164911527076946,41.75961152707694,42.374211527076945,42.999211527076945,43.63331152707694,44.293511527076944,44.97281152707694,45.671311527076945,46.36681152707695,47.08711152707694,47.83731152707695,48.58141152707695,49.373611527076946,50.164711527076946,50.98621152707695,50.16611152707695,49.364611527076946,48.578211527076945,47.81271152707694,47.06461152707695,46.33491152707695,45.62331152707695,44.930911527076944,44.25791152707694,43.60271152707695
0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.6236,18.4696,19.7404,20.5983,25.842528109304258,28.125104145739012,30.500380182173767,32.90545621860851,35.34903225504327,37.84660829147802,40.383084327912776,42.98806036434753,45.246136400782284,47.386712437217035,49.53858847365179,51.70146451008655,53.89304054652129,54.659840546521295,55.449640546521294,56.2656405465213,57.095640546521295,57.937640546521294,58.8142405465213,59.71624054652129,60.64374054652129,61.5672405465213,62.52364054652129,63.5197405465213,64.5078405465213,65.5597405465213,66.6100405465213,67.7009405465213,66.61204054652129,65.5477405465213,64.5035405465213,63.48704054652129,62.49364054652129,61.52474054652129,60.57994054652129,59.6605405465213,58.7669405465213,57.89694054652129
0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5624,1.847,1.974,2.0598,2.584282810930426,2.812510414573901,3.0500380182173767,3.2905656218608517,3.5348932255043275,3.7846208291478023,4.0383484327912775,4.298776036434753,4.524603640078229,4.738631243721704,4.953858847365179,5.170186451008655,5.389314054652129,5.466014054652129,5.544914054652129,5.626614054652129,5.709514054652129,5.7937140546521295,5.881414054652129,5.971614054652129,6.064414054652129,6.156714054652129,6.25231405465213,6.352014054652129,6.450814054652129,6.556014054652129,6.66101405465213,6.7701140546521295,6.661214054652129,6.5548140546521285,6.450314054652129,6.348714054652129,6.24941405465213,6.15251405465213,6.058014054652129,5.966014054652129,5.87671405465213,5.789714054652129
0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.6236,18.4696,19.7404,20.5983,25.842528109304258,28.125104145739012,30.500380182173767,32.90545621860851,35.34903225504327,37.84660829147802,40.383084327912776,42.98806036434753,45.246136400782284,47.386712437217035,49.53858847365179,51.70146451008655,53.89304054652129,54.659840546521295,55.449640546521294,56.2656405465213,57.095640546521295,57.937640546521294,58.8142405465213,59.71624054652129,60.64374054652129,61.5672405465213,62.52364054652129,63.5197405465213,64.5078405465213,65.5597405465213,66.6100405465213,67.7009405465213,66.61204054652129,65.5477405465213,64.5035405465213,63.48704054652129,62.49364054652129,61.52474054652129,60.57994054652129,59.6605405465213,58.7669405465213,57.89694054652129
0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5624,1.847,1.974,2.0598,2.584282810930426,2.812510414573901,3.0500380182173767,3.2905656218608517,3.5348932255043275,3.7846208291478023,4.0383484327912775,4.298776036434753,4.524603640078229,4.738631243721704,4.953858847365179,5.170186451008655,5.389314054652129,5.466014054652129,5.544914054652129,5.626614054652129,5.709514054652129,5.7937140546521295,5.881414054652129,5.971614054652129,6.064414054652129,6.156714054652129,6.25231405465213,6.352014054652129,6.450814054652129,6.556014054652129,6.66101405465213,6.7701140546521295,6.661214054652129,6.5548140546521285,6.450314054652129,6.348714054652129,6.24941405465213,6.15251405465213,6.058014054652129,5.966014054652129,5.87671405465213,5.789714054652129
0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.8918,9.3294,9.9712,10.4046,13.053578536169038,14.206538048225385,15.40629756028173,16.621157072338075,17.855516584394422,19.117076096450766,20.398235608507115,21.71409512056346,22.854654632619805,23.935914144676154,25.0228736567325,26.115433168788847,27.22239268084519,27.60979268084519,28.00869268084519,28.42089268084519,28.84009268084519,29.26539268084519,29.70819268084519,30.163792680845187,30.63229268084519,31.09879268084519,31.58189268084519,32.08499268084519,32.58409268084519,33.11549268084519,33.64599268084519,34.19709268084519,33.64699268084519,33.10939268084519,32.58199268084519,32.06849268084519,31.56669268084519,31.07729268084519,30.60009268084519,30.13569268084519,29.68429268084519,29.24479268084519
0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7892,0.9329,0.9971,1.0405,1.3053378536169038,1.4206838048225383,1.540629756028173,1.6620757072338075,1.7855216584394422,1.9116676096450769,2.0398135608507113,2.171359512056346,2.2855054632619805,2.3935514144676153,2.5022973656732495,2.6115433168788846,2.722289268084519,2.760989268084519,2.8008892680845188,2.8420892680845187,2.8839892680845187,2.926489268084519,2.970789268084519,3.0163892680845192,3.063189268084519,3.109889268084519,3.158189268084519,3.208489268084519,3.2583892680845192,3.3115892680845187,3.3645892680845186,3.419689268084519,3.3646892680845193,3.310989268084519,3.258189268084519,3.2068892680845194,3.156689268084519,3.1076892680845187,3.059989268084519,3.0135892680845187,2.968389268084519,2.924489268084519
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.3486,-18.1446,-19.3929,-20.2357,-25.38770880704258,-27.630111742723436,-29.963614678404298,-32.326317614085156,-34.72692054976602,-37.18052348544688,-39.672326421127735,-42.2314293568086,-44.44983229248946,-46.55273522817031,-48.66673816385118,-50.79154109953204,-52.94454403521289,-53.697844035212896,-54.4736440352129,-55.275344035212896,-56.09074403521289,-56.9179440352129,-57.77904403521289,-58.66524403521289,-59.5763440352129,-60.48364403521289,-61.4231440352129,-62.40184403521289,-63.3725440352129,-64.4058440352129,-65.43774403521289,-66.5094440352129,-65.4396440352129,-64.3940440352129,-63.3683440352129,-62.3696440352129,-61.39374403521289,-60.4419440352129,-59.513744035212895,-58.6105440352129,-57.7325440352129,-56.87794403521289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.3486,-18.1446,-19.3929,-20.2357,-25.38770880704258,-27.630111742723436,-29.963614678404298,-32.326317614085156,-34.72692054976602,-37.18052348544688,-39.672326421127735,-42.2314293568086,-44.44983229248946,-46.55273522817031,-48.66673816385118,-50.79154109953204,-52.94454403521289,-53.697844035212896,-54.4736440352129,-55.275344035212896,-56.09074403521289,-56.9179440352129,-57.77904403521289,-58.66524403521289,-59.5763440352129,-60.48364403521289,-61.4231440352129,-62.40184403521289,-63.3725440352129,-64.4058440352129,-65.43774403521289,-66.5094440352129,-65.4396440352129,-64.3940440352129,-63.3683440352129,-62.3696440352129,-61.39374403521289,-60.4419440352129,-59.513744035212895,-58.6105440352129,-57.7325440352129,-56.87794403521289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-5.8904,-6.9635,-7.4426,-7.766,-9.743236863979373,-10.603782485305832,-11.49932810663229,-12.406073727958747,-13.327319349285204,-14.268964970611663,-15.22531059193812,-16.207456213264578,-17.058801834591037,-17.865847455917493,-18.67719307724395,-19.49263869857041,-20.318884319896867,-20.607984319896865,-20.905684319896867,-21.213384319896868,-21.526284319896867,-21.84378431989687,-22.174284319896866,-22.51438431989687,-22.863984319896865,-23.212184319896867,-23.57278431989687,-23.948384319896867,-24.320884319896866,-24.717484319896865,-25.113484319896866,-25.524784319896867,-25.114184319896868,-24.71298431989687,-24.319284319896866,-23.935984319896868,-23.561484319896866,-23.196184319896865,-22.839984319896868,-22.49338431989687,-22.156384319896866,-21.828384319896866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
