RTI,T2TI,1 Carbon Costs ($/MWh),2 std ($/MWh),3 Investment ($/kW),4 std ($/MWh),5 Fuel ($/MWh),6 std ($/MWh),7 O&M ($/MWh),8 std ($/MWh),9 Lifetime (years),10 Lead Time (years),11 Decision Load Factor,12 Type (0;1;2;3),13 Efficiency (%),14 Resource (%),15 Emissions (tCO2/GWh),16 Learning exp,17 Discount Rate (%),18 Variable (0 or 1),19 Flexible (0 or 1),20 Baseload (0 or 1),21 Storage,22 Gamma,23 Value factor
37 Australia (AU),9 OCGT,0.0,0.0,658.614990234375,263.4460144042969,99.6969985961914,39.87900161743164,10.427000045776367,4.171000003814697,25.0,2.0,0.0,1.0,0.382999986410141,0.4000000059604645,370.0,-0.05889368802309036,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
37 Australia (AU),10 OCGT + CCS,0.0,0.0,1376.126953125,412.8380126953125,94.67400360107422,37.869998931884766,39.5369987487793,10.588000297546387,27.0,2.0,0.0,1.0,0.3240000009536743,0.36000001430511475,37.0,-0.07400058209896088,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
37 Australia (AU),11 Biomass,0.0,0.0,2909.056884765625,899.8319702148438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,25.0,2.0,0.8500000238418579,2.0,0.3199999928474426,0.31011587381362915,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.09000000357627869,1.0
37 Australia (AU),12 Biomass + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,25.0,2.0,0.8500000238418579,2.0,0.30000001192092896,0.27319732308387756,-980.7567749023438,-0.10469737648963928,0.05000000074505806,0.0,0.0,1.0,0.0,0.05999999865889549,1.0
37 Australia (AU),13 Large Hydro,0.0,0.0,4585.89013671875,1834.35595703125,0.0,0.0,12.84000015258789,4.164999961853027,55.0,5.0,0.4000000059604645,4.0,1.0,1.0,0.0,-0.02034044824540615,0.05000000074505806,0.0,1.0,0.0,0.0,0.14000000059604645,1.149999976158142
37 Australia (AU),14 Pumped Hydro,0.0,0.0,1565.6689453125,869.9819946289062,0.0,0.0,70.72799682617188,16.31800079345703,46.0,5.0,0.0,5.0,0.75,0.75,0.0,-0.20000000298023224,0.05000000074505806,0.0,0.0,0.0,1.0,0.07000000029802322,1.149999976158142
37 Australia (AU),15 Geothermal,0.0,0.0,4221.46923828125,1279.739013671875,0.0,0.0,16.29599952697754,8.390999794006348,40.0,2.0,0.8500000238418579,3.0,1.0,1.0,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.10999999940395355,1.0
37 Australia (AU),16 Marine,0.0,0.0,9443.0,3777.199951171875,0.0,0.0,60.0,20.0,25.0,2.0,0.0,3.0,1.0,1.0,0.0,-0.08399999886751175,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
37 Australia (AU),17 Onshore,0.0,0.0,1572.0,628.7999877929688,0.0,0.0,10.810999870300293,1.6710000038146973,25.0,2.0,0.26499998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.0430000014603138,1.0,0.0,0.0,0.0,-0.4300000071525574,0.8500000238418579
37 Australia (AU),18 Offshore,0.0,0.0,3602.00390625,1440.802001953125,0.0,0.0,21.399999618530273,8.5600004196167,26.0,3.0,0.38999998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.05000000074505806,1.0,0.0,0.0,0.0,0.029999999329447746,0.8999999761581421
37 Australia (AU),19 Solar PV,0.0,0.0,989.0,395.6000061035156,0.0,0.0,7.1479997634887695,1.7029999494552612,34.0,1.0,0.1599999964237213,0.0,1.0,1.0,0.0,-0.3190000057220459,0.03500000014901161,1.0,0.0,0.0,0.0,-0.3100000023841858,0.8500000238418579
37 Australia (AU),20 CSP,0.0,0.0,5875.84716796875,1982.386962890625,0.0,0.0,30.5,12.199999809265137,25.0,2.0,0.3199999928474426,0.0,0.20000000298023224,0.20000000298023224,0.0,-0.1940000057220459,0.05000000074505806,0.0,0.0,1.0,0.0,0.029999999329447746,1.0
37 Australia (AU),21 Fuel cells / Turbine,0.0,0.0,1023.6279907226562,142.4810028076172,9999.0,0.0,9.060999870300293,3.075000047683716,27.0,3.0,0.8500000238418579,5.0,0.5699999928474426,0.7202959060668945,359.2953186035156,-0.07100000232458115,0.05000000074505806,0.0,0.0,0.0,1.0,0.0,1.0
37 Australia (AU),22 Lithium-ion,0.0,0.0,804.5900268554688,104.37799835205078,0.0,0.0,20.1200008392334,3.625,18.0,1.0,0.0,5.0,0.9169999957084656,1.0,0.0,-0.1679999977350235,0.05000000074505806,0.0,0.0,0.0,1.0,0.0,1.0
38 New Zealand (NZ),1 Nuclear,0.0,0.0,3900.0,1560.0,9.097999572753906,3.6389999389648438,24.667999267578125,8.605999946594238,48.0,9.0,0.949999988079071,1.0,1.0,1.0,0.0,-0.08620103448629379,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
38 New Zealand (NZ),2 Oil,0.0,0.0,2084.0,833.5999755859375,61.292999267578125,24.517000198364258,17.15999984741211,6.863999843597412,40.0,4.0,0.8500000238418579,1.0,0.44999998807907104,0.27261656522750854,751.8496704101562,-0.014499569311738014,0.05000000074505806,0.0,1.0,0.0,0.0,0.10000000149011612,1.0
38 New Zealand (NZ),3 Coal,0.0,0.0,1690.303955078125,676.1220092773438,19.316999435424805,7.7270002365112305,14.321000099182129,4.434000015258789,40.0,4.0,0.8500000238418579,1.0,0.4000000059604645,0.41682004928588867,760.0,-0.04394334927201271,0.05000000074505806,0.0,0.0,1.0,0.0,-0.5099999904632568,1.0
38 New Zealand (NZ),4 Coal + CCS,0.0,0.0,3650.906005859375,1226.1109619140625,26.770999908447266,10.708000183105469,31.261999130249023,6.900000095367432,40.0,3.0,0.8500000238418579,1.0,0.3499999940395355,0.3671986162662506,76.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,-0.10000000149011612,1.0
38 New Zealand (NZ),5 Waste,0.0,0.0,2190.72412109375,876.2899780273438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,40.0,4.0,0.8500000238418579,2.0,0.25,0.31011587381362915,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
38 New Zealand (NZ),6 Waste + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,40.0,4.0,0.8500000238418579,2.0,0.15000000596046448,0.27319732308387756,0.0,-0.10469737648963928,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
38 New Zealand (NZ),7 CCGT,0.0,0.0,1355.1639404296875,542.0659790039062,58.10900115966797,23.243999481201172,8.805999755859375,2.871000051498413,25.0,2.0,0.8500000238418579,1.0,0.5649999976158142,0.5132108330726624,370.0,-0.05889368802309036,0.05000000074505806,0.0,1.0,0.0,0.0,-0.46000000834465027,1.149999976158142
38 New Zealand (NZ),8 CCGT + CCS,0.0,0.0,1972.5589599609375,505.625,64.10099792480469,25.639999389648438,17.172000885009766,4.793000221252441,30.0,3.0,0.8500000238418579,1.0,0.4480000138282776,0.42317384481430054,37.0,-0.07400058209896088,0.05000000074505806,0.0,1.0,0.0,0.0,-0.009999999776482582,1.149999976158142
38 New Zealand (NZ),9 OCGT,0.0,0.0,718.7670288085938,239.52200317382812,88.03099822998047,35.21200180053711,16.632999420166016,5.793000221252441,26.0,2.0,0.0,1.0,0.36000001430511475,0.4000000059604645,370.0,-0.05889368802309036,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
38 New Zealand (NZ),10 OCGT + CCS,0.0,0.0,1376.126953125,412.8380126953125,94.67400360107422,37.869998931884766,39.5369987487793,10.588000297546387,27.0,2.0,0.0,1.0,0.3240000009536743,0.36000001430511475,37.0,-0.07400058209896088,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
38 New Zealand (NZ),11 Biomass,0.0,0.0,2909.056884765625,899.8319702148438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,25.0,2.0,0.8500000238418579,2.0,0.3199999928474426,0.31011587381362915,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,-0.4300000071525574,1.0
38 New Zealand (NZ),12 Biomass + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,25.0,2.0,0.8500000238418579,2.0,0.30000001192092896,0.27319732308387756,-980.7567749023438,-0.10469737648963928,0.05000000074505806,0.0,0.0,1.0,0.0,-0.03999999910593033,1.0
38 New Zealand (NZ),13 Large Hydro,0.0,0.0,4585.89013671875,1834.35595703125,0.0,0.0,12.84000015258789,4.164999961853027,55.0,5.0,0.4000000059604645,4.0,1.0,1.0,0.0,-0.02034044824540615,0.05000000074505806,0.0,1.0,0.0,0.0,0.2199999988079071,1.149999976158142
38 New Zealand (NZ),14 Pumped Hydro,0.0,0.0,2968.154052734375,1013.5230102539062,0.0,0.0,55.50699996948242,9.788000106811523,46.0,6.0,0.0,5.0,0.75,0.75,0.0,-0.20000000298023224,0.05000000074505806,0.0,0.0,0.0,1.0,0.0,1.149999976158142
38 New Zealand (NZ),15 Geothermal,0.0,0.0,4221.46923828125,1279.739013671875,0.0,0.0,16.29599952697754,8.390999794006348,40.0,2.0,0.8500000238418579,3.0,1.0,1.0,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.47999998927116394,1.0
38 New Zealand (NZ),16 Marine,0.0,0.0,9443.0,3777.199951171875,0.0,0.0,60.0,20.0,25.0,2.0,0.0,3.0,1.0,1.0,0.0,-0.08399999886751175,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
38 New Zealand (NZ),17 Onshore,0.0,0.0,1678.0,671.2000122070312,0.0,0.0,12.35099983215332,3.9790000915527344,25.0,1.0,0.26499998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.04399999976158142,1.0,0.0,0.0,0.0,0.6299999952316284,0.8500000238418579
38 New Zealand (NZ),18 Offshore,0.0,0.0,5487.4599609375,2194.98388671875,0.0,0.0,21.399999618530273,8.5600004196167,26.0,3.0,0.38999998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.05000000074505806,1.0,0.0,0.0,0.0,0.029999999329447746,0.8999999761581421
38 New Zealand (NZ),19 Solar PV,0.0,0.0,945.9550170898438,290.6839904785156,0.0,0.0,9.699999809265137,2.618000030517578,34.0,1.0,0.1599999964237213,0.0,1.0,1.0,0.0,-0.3190000057220459,0.050999999046325684,1.0,0.0,0.0,0.0,-0.2199999988079071,0.8500000238418579
38 New Zealand (NZ),20 CSP,0.0,0.0,5875.84716796875,1982.386962890625,0.0,0.0,22.256000518798828,8.70199966430664,25.0,2.0,0.3199999928474426,0.0,0.20000000298023224,0.20000000298023224,0.0,-0.1940000057220459,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
38 New Zealand (NZ),21 Fuel cells / Turbine,0.0,0.0,1023.6279907226562,142.4810028076172,9999.0,0.0,9.060999870300293,3.075000047683716,27.0,3.0,0.8500000238418579,5.0,0.5699999928474426,0.7202959060668945,359.2953186035156,-0.07100000232458115,0.05000000074505806,0.0,0.0,0.0,1.0,0.0,1.0
38 New Zealand (NZ),22 Lithium-ion,0.0,0.0,1017.989013671875,264.5199890136719,0.0,0.0,33.90399932861328,7.763000011444092,18.0,1.0,0.0,5.0,0.9169999957084656,1.0,0.0,-0.1679999977350235,0.05000000074505806,0.0,0.0,0.0,1.0,0.0,1.0
39 Russian Fed. (RS),1 Nuclear,0.0,0.0,2605.132080078125,1042.052978515625,9.097999572753906,3.6389999389648438,18.09000015258789,7.236000061035156,48.0,9.0,0.949999988079071,1.0,1.0,1.0,0.0,-0.08620103448629379,0.12999999523162842,0.0,0.0,1.0,0.0,-0.25999999046325684,1.0
39 Russian Fed. (RS),2 Oil,0.0,0.0,2084.0,833.5999755859375,61.292999267578125,24.517000198364258,17.15999984741211,6.863999843597412,40.0,4.0,0.8500000238418579,1.0,0.44999998807907104,0.27261656522750854,751.8496704101562,-0.014499569311738014,0.12999999523162842,0.0,1.0,0.0,0.0,-0.2800000011920929,1.0
39 Russian Fed. (RS),3 Coal,0.0,0.0,1856.989990234375,742.7960205078125,19.316999435424805,7.7270002365112305,14.321000099182129,4.434000015258789,40.0,4.0,0.8500000238418579,1.0,0.4000000059604645,0.41682004928588867,760.0,-0.04394334927201271,0.12999999523162842,0.0,0.0,1.0,0.0,0.17000000178813934,1.0
39 Russian Fed. (RS),4 Coal + CCS,0.0,0.0,3650.906005859375,1226.1109619140625,26.770999908447266,10.708000183105469,31.261999130249023,6.900000095367432,40.0,3.0,0.8500000238418579,1.0,0.3499999940395355,0.3671986162662506,76.0,-0.07400058209896088,0.12999999523162842,0.0,0.0,1.0,0.0,-0.07999999821186066,1.0
39 Russian Fed. (RS),5 Waste,0.0,0.0,2190.72412109375,876.2899780273438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,40.0,4.0,0.8500000238418579,2.0,0.25,0.31011587381362915,0.0,-0.07400058209896088,0.12999999523162842,0.0,0.0,1.0,0.0,-0.05999999865889549,1.0
39 Russian Fed. (RS),6 Waste + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,40.0,4.0,0.8500000238418579,2.0,0.15000000596046448,0.27319732308387756,0.0,-0.10469737648963928,0.12999999523162842,0.0,0.0,1.0,0.0,0.0,1.0
39 Russian Fed. (RS),7 CCGT,0.0,0.0,1005.2930297851562,402.11700439453125,58.10900115966797,23.243999481201172,8.805999755859375,2.871000051498413,25.0,2.0,0.8500000238418579,1.0,0.5649999976158142,0.5132108330726624,370.0,-0.05889368802309036,0.12999999523162842,0.0,1.0,0.0,0.0,0.2800000011920929,1.149999976158142
39 Russian Fed. (RS),8 CCGT + CCS,0.0,0.0,1972.5589599609375,505.625,64.10099792480469,25.639999389648438,17.172000885009766,4.793000221252441,30.0,3.0,0.8500000238418579,1.0,0.4480000138282776,0.42317384481430054,37.0,-0.07400058209896088,0.12999999523162842,0.0,1.0,0.0,0.0,-0.029999999329447746,1.149999976158142
39 Russian Fed. (RS),9 OCGT,0.0,0.0,718.7670288085938,239.52200317382812,88.03099822998047,35.21200180053711,16.632999420166016,5.793000221252441,26.0,2.0,0.0,1.0,0.36000001430511475,0.4000000059604645,370.0,-0.05889368802309036,0.12999999523162842,0.0,1.0,0.0,0.0,0.0,1.149999976158142
39 Russian Fed. (RS),10 OCGT + CCS,0.0,0.0,1376.126953125,412.8380126953125,94.67400360107422,37.869998931884766,39.5369987487793,10.588000297546387,27.0,2.0,0.0,1.0,0.3240000009536743,0.36000001430511475,37.0,-0.07400058209896088,0.12999999523162842,0.0,1.0,0.0,0.0,0.0,1.149999976158142
39 Russian Fed. (RS),11 Biomass,0.0,0.0,2909.056884765625,899.8319702148438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,25.0,2.0,0.8500000238418579,2.0,0.3199999928474426,0.31011587381362915,0.0,-0.07400058209896088,0.12999999523162842,0.0,0.0,1.0,0.0,0.05999999865889549,1.0
39 Russian Fed. (RS),12 Biomass + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,25.0,2.0,0.8500000238418579,2.0,0.30000001192092896,0.27319732308387756,-980.7567749023438,-0.10469737648963928,0.12999999523162842,0.0,0.0,1.0,0.0,0.0,1.0
39 Russian Fed. (RS),13 Large Hydro,0.0,0.0,3462.8369140625,1142.4530029296875,0.0,0.0,12.84000015258789,4.164999961853027,55.0,5.0,0.4000000059604645,4.0,1.0,1.0,0.0,-0.02034044824540615,0.12999999523162842,0.0,1.0,0.0,0.0,-0.17000000178813934,1.149999976158142
39 Russian Fed. (RS),14 Pumped Hydro,0.0,0.0,2968.154052734375,1013.5230102539062,0.0,0.0,55.50699996948242,9.788000106811523,46.0,6.0,0.0,5.0,0.75,0.75,0.0,-0.20000000298023224,0.12999999523162842,0.0,0.0,0.0,1.0,-0.019999999552965164,1.149999976158142
39 Russian Fed. (RS),15 Geothermal,0.0,0.0,4221.46923828125,1279.739013671875,0.0,0.0,16.29599952697754,8.390999794006348,40.0,2.0,0.8500000238418579,3.0,1.0,1.0,0.0,-0.07400058209896088,0.12999999523162842,0.0,0.0,1.0,0.0,0.2800000011920929,1.0
39 Russian Fed. (RS),16 Marine,0.0,0.0,9443.0,3777.199951171875,0.0,0.0,60.0,20.0,25.0,2.0,0.0,3.0,1.0,1.0,0.0,-0.08399999886751175,0.12999999523162842,0.0,0.0,1.0,0.0,0.0,1.0
39 Russian Fed. (RS),17 Onshore,0.0,0.0,1716.0,686.4000244140625,0.0,0.0,12.35099983215332,3.9790000915527344,25.0,1.0,0.26499998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.15700000524520874,1.0,0.0,0.0,0.0,-0.3700000047683716,0.8500000238418579
39 Russian Fed. (RS),18 Offshore,0.0,0.0,6078.64794921875,2431.458984375,0.0,0.0,18.0,7.199999809265137,26.0,3.0,0.38999998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.12999999523162842,1.0,0.0,0.0,0.0,0.009999999776482582,0.8999999761581421
39 Russian Fed. (RS),19 Solar PV,0.0,0.0,1777.873046875,711.1489868164062,0.0,0.0,9.699999809265137,2.618000030517578,34.0,1.0,0.1599999964237213,0.0,1.0,1.0,0.0,-0.3190000057220459,0.1599999964237213,1.0,0.0,0.0,0.0,-0.20000000298023224,0.8500000238418579
39 Russian Fed. (RS),20 CSP,0.0,0.0,5875.84716796875,1982.386962890625,0.0,0.0,27.0,10.800000190734863,25.0,2.0,0.3199999928474426,0.0,0.20000000298023224,0.20000000298023224,0.0,-0.1940000057220459,0.12999999523162842,0.0,0.0,1.0,0.0,0.0,1.0
39 Russian Fed. (RS),21 Fuel cells / Turbine,0.0,0.0,1023.6279907226562,142.4810028076172,9999.0,0.0,9.060999870300293,3.075000047683716,27.0,3.0,0.8500000238418579,5.0,0.5699999928474426,0.7202959060668945,359.2953186035156,-0.07100000232458115,0.12999999523162842,0.0,0.0,0.0,1.0,0.0,1.0
39 Russian Fed. (RS),22 Lithium-ion,0.0,0.0,1017.989013671875,264.5199890136719,0.0,0.0,33.90399932861328,7.763000011444092,18.0,1.0,0.0,5.0,0.9169999957084656,1.0,0.0,-0.1679999977350235,0.12999999523162842,0.0,0.0,0.0,1.0,0.0,1.0
40 Rest of Annex I (RA),1 Nuclear,0.0,0.0,6138.22314453125,1801.8609619140625,9.097999572753906,3.6389999389648438,24.667999267578125,8.605999946594238,48.0,9.0,0.949999988079071,1.0,1.0,1.0,0.0,-0.08620103448629379,0.07500000298023224,0.0,0.0,1.0,0.0,-0.05999999865889549,1.0
40 Rest of Annex I (RA),2 Oil,0.0,0.0,2084.0,833.5999755859375,61.292999267578125,24.517000198364258,17.15999984741211,6.863999843597412,40.0,4.0,0.8500000238418579,1.0,0.44999998807907104,0.27261656522750854,751.8496704101562,-0.014499569311738014,0.07500000298023224,0.0,1.0,0.0,0.0,0.11999999731779099,1.0
40 Rest of Annex I (RA),3 Coal,0.0,0.0,1979.9320068359375,662.2659912109375,19.316999435424805,7.7270002365112305,14.321000099182129,4.434000015258789,40.0,4.0,0.8500000238418579,1.0,0.4000000059604645,0.41682004928588867,760.0,-0.04394334927201271,0.07500000298023224,0.0,0.0,1.0,0.0,0.05000000074505806,1.0
40 Rest of Annex I (RA),4 Coal + CCS,0.0,0.0,3650.906005859375,1226.1109619140625,26.770999908447266,10.708000183105469,31.261999130249023,6.900000095367432,40.0,3.0,0.8500000238418579,1.0,0.3499999940395355,0.3671986162662506,76.0,-0.07400058209896088,0.07500000298023224,0.0,0.0,1.0,0.0,0.0,1.0
40 Rest of Annex I (RA),5 Waste,0.0,0.0,2190.72412109375,876.2899780273438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,40.0,4.0,0.8500000238418579,2.0,0.25,0.31011587381362915,0.0,-0.07400058209896088,0.07500000298023224,0.0,0.0,1.0,0.0,0.27000001072883606,1.0
40 Rest of Annex I (RA),6 Waste + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,40.0,4.0,0.8500000238418579,2.0,0.15000000596046448,0.27319732308387756,0.0,-0.10469737648963928,0.07500000298023224,0.0,0.0,1.0,0.0,0.0,1.0
40 Rest of Annex I (RA),7 CCGT,0.0,0.0,1046.133056640625,313.1090087890625,58.10900115966797,23.243999481201172,8.805999755859375,2.871000051498413,25.0,2.0,0.8500000238418579,1.0,0.5649999976158142,0.5132108330726624,370.0,-0.05889368802309036,0.07500000298023224,0.0,1.0,0.0,0.0,1.0,1.149999976158142
40 Rest of Annex I (RA),8 CCGT + CCS,0.0,0.0,1972.5589599609375,505.625,64.10099792480469,25.639999389648438,17.172000885009766,4.793000221252441,30.0,3.0,0.8500000238418579,1.0,0.4480000138282776,0.42317384481430054,37.0,-0.07400058209896088,0.07500000298023224,0.0,1.0,0.0,0.0,-0.3400000035762787,1.149999976158142
40 Rest of Annex I (RA),9 OCGT,0.0,0.0,718.7670288085938,239.52200317382812,88.03099822998047,35.21200180053711,16.632999420166016,5.793000221252441,26.0,2.0,0.0,1.0,0.36000001430511475,0.4000000059604645,370.0,-0.05889368802309036,0.07500000298023224,0.0,1.0,0.0,0.0,0.0,1.149999976158142
40 Rest of Annex I (RA),10 OCGT + CCS,0.0,0.0,1376.126953125,412.8380126953125,94.67400360107422,37.869998931884766,39.5369987487793,10.588000297546387,27.0,2.0,0.0,1.0,0.3240000009536743,0.36000001430511475,37.0,-0.07400058209896088,0.07500000298023224,0.0,1.0,0.0,0.0,0.0,1.149999976158142
40 Rest of Annex I (RA),11 Biomass,0.0,0.0,2909.056884765625,899.8319702148438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,25.0,2.0,0.8500000238418579,2.0,0.3199999928474426,0.31011587381362915,0.0,-0.07400058209896088,0.07500000298023224,0.0,0.0,1.0,0.0,-0.30000001192092896,1.0
40 Rest of Annex I (RA),12 Biomass + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,25.0,2.0,0.8500000238418579,2.0,0.30000001192092896,0.27319732308387756,-980.7567749023438,-0.10469737648963928,0.07500000298023224,0.0,0.0,1.0,0.0,-0.5099999904632568,1.0
40 Rest of Annex I (RA),13 Large Hydro,0.0,0.0,3462.8369140625,1142.4530029296875,0.0,0.0,12.84000015258789,4.164999961853027,55.0,5.0,0.4000000059604645,4.0,1.0,1.0,0.0,-0.02034044824540615,0.07500000298023224,0.0,1.0,0.0,0.0,0.029999999329447746,1.149999976158142
40 Rest of Annex I (RA),14 Pumped Hydro,0.0,0.0,2968.154052734375,1013.5230102539062,0.0,0.0,55.50699996948242,9.788000106811523,46.0,6.0,0.0,5.0,0.75,0.75,0.0,-0.20000000298023224,0.07500000298023224,0.0,0.0,0.0,1.0,0.0,1.149999976158142
40 Rest of Annex I (RA),15 Geothermal,0.0,0.0,4221.46923828125,1279.739013671875,0.0,0.0,16.29599952697754,8.390999794006348,40.0,2.0,0.8500000238418579,3.0,1.0,1.0,0.0,-0.07400058209896088,0.07500000298023224,0.0,0.0,1.0,0.0,0.0,1.0
40 Rest of Annex I (RA),16 Marine,0.0,0.0,9443.0,3777.199951171875,0.0,0.0,60.0,20.0,25.0,2.0,0.0,3.0,1.0,1.0,0.0,-0.08399999886751175,0.07500000298023224,0.0,0.0,1.0,0.0,0.0,1.0
40 Rest of Annex I (RA),17 Onshore,0.0,0.0,1628.2919921875,537.5789794921875,0.0,0.0,12.35099983215332,3.9790000915527344,25.0,1.0,0.26499998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.21699999272823334,1.0,0.0,0.0,0.0,-0.5099999904632568,0.8500000238418579
40 Rest of Annex I (RA),18 Offshore,0.0,0.0,4179.51318359375,1348.4129638671875,0.0,0.0,18.0,7.199999809265137,26.0,3.0,0.38999998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.07500000298023224,1.0,0.0,0.0,0.0,0.0,0.8999999761581421
40 Rest of Annex I (RA),19 Solar PV,0.0,0.0,945.9550170898438,290.6839904785156,0.0,0.0,9.699999809265137,2.618000030517578,34.0,1.0,0.1599999964237213,0.0,1.0,1.0,0.0,-0.3190000057220459,0.1599999964237213,1.0,0.0,0.0,0.0,-0.019999999552965164,0.8500000238418579
40 Rest of Annex I (RA),20 CSP,0.0,0.0,5875.84716796875,1982.386962890625,0.0,0.0,22.256000518798828,8.70199966430664,25.0,2.0,0.3199999928474426,0.0,0.20000000298023224,0.20000000298023224,0.0,-0.1940000057220459,0.07500000298023224,0.0,0.0,1.0,0.0,0.0,1.0
40 Rest of Annex I (RA),21 Fuel cells / Turbine,0.0,0.0,1023.6279907226562,142.4810028076172,9999.0,0.0,9.060999870300293,3.075000047683716,27.0,3.0,0.8500000238418579,5.0,0.5699999928474426,0.7202959060668945,359.2953186035156,-0.07100000232458115,0.07500000298023224,0.0,0.0,0.0,1.0,0.0,1.0
40 Rest of Annex I (RA),22 Lithium-ion,0.0,0.0,1017.989013671875,264.5199890136719,0.0,0.0,33.90399932861328,7.763000011444092,18.0,1.0,0.0,5.0,0.9169999957084656,1.0,0.0,-0.1679999977350235,0.07500000298023224,0.0,0.0,0.0,1.0,0.0,1.0
41 China (CN),1 Nuclear,0.0,0.0,4369.02392578125,1747.6099853515625,9.097999572753906,3.6389999389648438,24.202999114990234,9.680999755859375,48.0,8.0,0.949999988079071,1.0,1.0,1.0,0.0,-0.08620103448629379,0.05000000074505806,0.0,0.0,1.0,0.0,0.03999999910593033,1.0
41 China (CN),2 Oil,0.0,0.0,2084.0,833.5999755859375,61.292999267578125,24.517000198364258,17.15999984741211,6.863999843597412,40.0,4.0,0.8500000238418579,1.0,0.44999998807907104,0.27261656522750854,751.8496704101562,-0.014499569311738014,0.05000000074505806,0.0,1.0,0.0,0.0,0.029999999329447746,1.0
41 China (CN),3 Coal,0.0,0.0,789.3499755859375,315.739990234375,38.577999114990234,15.430999755859375,17.17300033569336,6.86899995803833,40.0,3.0,0.8500000238418579,1.0,0.4000000059604645,0.41682004928588867,760.0,-0.04394334927201271,0.04500000178813934,0.0,0.0,1.0,0.0,-0.4300000071525574,1.0
41 China (CN),4 Coal + CCS,0.0,0.0,865.0560302734375,111.74199676513672,26.770999908447266,10.708000183105469,30.631000518798828,2.0850000381469727,40.0,3.0,0.8500000238418579,1.0,0.3499999940395355,0.3671986162662506,76.0,-0.07400058209896088,0.04500000178813934,0.0,0.0,1.0,0.0,0.019999999552965164,1.0
41 China (CN),5 Waste,0.0,0.0,2231.94091796875,892.7769775390625,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,40.0,4.0,0.8500000238418579,2.0,0.25,0.31011587381362915,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.05999999865889549,1.0
41 China (CN),6 Waste + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,40.0,4.0,0.8500000238418579,2.0,0.15000000596046448,0.27319732308387756,0.0,-0.10469737648963928,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
