,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,929.9999,944.0389,961.0397,949.0389,955.037,963.038,943.0387,920.0393,946.0378,949.2916,952.5515,949.389,946.374,943.3399,938.1473,928.1804,935.1631,946.0192,960.4195,977.2391,995.1074,1008.2337,1020.999,1033.5658,1046.0284,1058.3934,1066.0593,1073.8745,1081.5836,1089.0835,1096.3383,1098.505,1100.2767,1101.4186,1102.1466,1102.1305,1100.54,1098.2646,1094.8885,1090.613,1085.005,1096.5334,1100.389,1096.392,1087.0638,1074.3905,1059.7917,1044.5839,1029.3564,1014.3749,999.6254
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,506.0,544.1,544.1,523.1,517.1,536.1,529.1,585.1,592.7987,596.1354,578.7354,574.7773,585.3019,589.0845,593.2615,597.101,600.1684,602.5427,605.2903,609.007,613.8427,616.5746,618.562,621.0367,623.5794,626.6231,629.7833,633.1649,636.6157,640.5461,646.9295,651.9305,653.7172,655.9928,658.7829,662.1155,665.7334,669.7549,674.1772,678.8052,683.7067,688.5604,693.5894,698.4776,703.2933,707.9625,712.498,716.9055,721.2357,725.4188,729.6751
5 Non-ferrous metals,147.0,166.6513,169.6554,169.6511,179.6404,181.6481,183.6483,200.6588,204.6742,205.0434,205.4154,203.7414,202.0628,200.4097,198.9641,197.4256,198.9341,200.3414,201.8061,203.2666,204.6769,202.8473,200.6697,198.6511,196.5707,194.5886,192.1092,189.5932,187.1866,184.9258,182.6315,182.043,181.4881,181.0182,180.4999,179.8687,180.2751,180.6064,181.0244,181.4274,181.8869,181.6795,181.4824,181.2464,180.9612,180.6708,180.3016,179.9304,179.4991,179.1061,178.7799
6 Chemicals,617.0,668.8347,698.8193,714.8231,701.8162,718.7948,713.7946,750.8065,761.8183,777.9716,794.4678,792.0851,788.5383,785.7726,783.8716,782.6036,775.7722,768.0829,760.0934,751.9129,743.7596,739.2268,734.7151,730.1893,725.5007,720.7437,730.354,740.4251,751.0717,761.9722,773.2344,778.2029,782.7542,786.9291,790.4971,793.9679,796.9481,800.1177,803.7713,807.6236,811.696,769.3586,729.2545,691.6075,655.8608,621.8647,655.0676,689.799,726.1531,764.3309,804.5013
7 Non-metallics nes,377.0,416.9496,389.9438,377.9398,387.9407,401.9319,443.9315,470.9302,489.9296,495.9421,502.0286,496.1745,491.265,486.8536,482.8062,478.3523,479.2517,479.6385,479.9056,480.3628,481.3023,487.8297,493.9664,499.8581,505.6581,511.6766,516.4678,521.711,527.1401,532.9125,538.5388,543.8993,548.7236,553.2645,558.0338,563.2002,570.5281,578.1299,586.0004,594.1178,602.2411,606.3552,610.9567,615.764,620.6012,625.2173,628.9552,632.2533,635.1459,637.8782,641.4967
8 Ore-extra.(non-energy),185.0,190.5395,187.5345,209.5094,204.4918,224.4864,232.4922,237.5064,241.5167,242.3504,243.1879,242.4039,241.5935,240.7955,239.9877,239.2098,243.1531,247.1603,251.2473,255.4165,259.6722,262.8798,266.1304,269.4319,272.7795,276.1754,278.2105,280.2593,282.2974,284.3676,286.4338,287.3494,288.2457,289.1649,290.1059,291.0493,291.6852,292.3055,292.8985,293.4811,294.0929,294.1413,294.1758,294.2108,294.2496,294.2888,294.2466,294.1993,294.1395,294.0619,293.9847
"9 Food, drink & tob.",437.0,437.8324,464.8283,483.816,493.8114,536.788,559.7913,580.7942,632.7961,642.5206,652.3946,656.2189,658.6553,660.885,663.3867,666.6335,683.4355,700.5071,717.5433,733.864,749.7726,756.0984,762.5195,767.4612,774.8322,782.2876,783.705,787.1915,788.0536,789.1699,790.6967,795.3409,799.8449,803.9092,807.2938,809.929,813.8301,817.8114,822.4294,827.35,832.7414,835.7122,838.88,842.1554,845.6543,849.4192,853.4071,857.1154,860.4352,863.3917,866.0966
"10 Tex., cloth. & footw.",49.0,43.6598,41.6759,45.6788,45.6959,48.6475,51.6433,51.6319,55.6199,55.9635,56.3092,55.2999,54.1703,53.0093,51.8292,50.7137,51.1623,51.6317,52.0979,52.5248,52.9127,51.4429,50.029,48.6544,47.2973,45.9536,45.2391,44.5262,43.847,43.1731,42.5322,42.0969,41.6976,41.3191,40.9569,40.608,40.2446,39.861,39.4431,39.0269,38.6194,38.0108,37.3799,36.7511,36.1446,35.5798,35.0149,34.4834,33.9726,33.4842,32.9539
