,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,0.0,0.0999,0.0999,0.0999,0.0999,0.1,0.1,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.1,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.1,0.1,0.1001,0.1001,0.1001,0.1002,0.1002,0.1003,0.1003,0.1004,0.1005,0.1006,0.1007,0.1009,0.1011,0.1013,0.1014
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1015,0.1039,0.1001,0.0992,0.1035,0.1054,0.1075,0.1095,0.1117,0.114,0.1163,0.1188,0.1213,0.1239,0.1266,0.1294,0.1324,0.1356,0.1388,0.1421,0.1457,0.1496,0.1539,0.1581,0.1619,0.1658,0.1699,0.1739,0.1781,0.1824,0.187,0.1915,0.1962,0.2014,0.207,0.2129,0.2193,0.2258,0.2325,0.2398,0.2463,0.2539,0.2621
5 Non-ferrous metals,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6 Chemicals,0.0,0.0994,0.0995,0.0995,0.0994,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0995,0.0996,0.0996,0.0996,0.0996,0.0996,0.0996,0.0996,0.0996,0.0996,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0998,0.0998,0.0998,0.0998,0.0999,0.0999,0.0999,0.1,0.1,0.1001,0.1002,0.1002,0.1003,0.1004,0.1005,0.1006,0.1007,0.1009,0.1011
7 Non-metallics nes,0.0,0.0957,0.0996,0.0995,0.0988,0.0996,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0996,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0999,0.0999,0.0999,0.0999,0.0999,0.0998,0.0998,0.0998,0.0998,0.0997,0.0997,0.0996,0.0996,0.0995,0.0994,0.0993,0.0991,0.099,0.0988,0.0986,0.0984
8 Ore-extra.(non-energy),0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"9 Food, drink & tob.",0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"10 Tex., cloth. & footw.",0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
