,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,187.0,194.0625,207.0614,206.0596,208.0577,207.0567,193.0586,187.0587,193.0586,191.2321,191.2306,186.0649,184.2988,182.5484,180.8136,179.0757,180.364,181.6657,182.9436,184.2599,185.5777,185.5881,185.5587,185.5412,185.5446,185.5237,186.3486,187.1801,188.0334,188.8819,189.7168,190.5593,191.4444,192.3402,193.2411,194.1526,195.0707,195.98,196.9345,197.866,198.8429,199.8429,200.811,201.8275,202.8449,203.9037,204.9691,206.065,207.1759,208.301,209.4932
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,171.0,177.4858,179.4887,156.5194,165.5103,164.5215,153.5381,165.518,172.5269,173.1131,173.1034,168.4108,168.9819,169.555,170.147,170.724,171.181,171.6392,172.0986,172.5594,173.0213,173.2764,173.5319,173.7878,174.0441,174.3008,174.8067,175.3141,175.823,176.3334,176.8452,177.3586,177.8734,178.3897,178.9075,179.4447,179.9656,180.488,181.0119,181.5374,182.0643,182.5928,183.1229,183.6544,184.1875,184.7222,185.2584,185.7962,186.3355,186.8764,187.4189
5 Non-ferrous metals,1.0,0.9084,1.8234,1.8535,1.8975,1.8776,2.8011,2.8011,0.0868,0.0868,0.0864,0.0861,0.0861,0.0861,0.086,0.086,0.086,0.0861,0.0861,0.0862,0.0862,0.0862,0.0861,0.0861,0.086,0.0859,0.0859,0.0858,0.0858,0.0858,0.0856,0.0856,0.0856,0.0856,0.0855,0.0856,0.0856,0.0856,0.0856,0.0857,0.0857,0.0858,0.0859,0.086,0.0861,0.0862,0.0863,0.0864,0.0866,0.0867,0.0869
6 Chemicals,346.0,296.7836,283.7795,261.7873,298.7711,296.7668,294.7694,309.773,316.7751,317.851,317.8458,309.2552,310.2961,311.3489,312.4043,313.4595,314.2935,315.1321,315.9701,316.8113,317.6492,318.1108,318.5694,319.0247,319.4774,319.9307,320.8419,321.7534,322.6751,323.6039,324.5073,325.4408,326.3828,327.3357,328.2955,329.2616,330.2357,331.2224,332.2149,333.2089,334.2173,335.2301,336.2459,337.2799,338.3193,339.3781,340.4466,341.523,342.6214,343.7314,344.8604
7 Non-metallics nes,102.0,103.0091,105.0129,114.0049,117.0021,102.988,95.989,108.9829,109.9825,110.3554,110.3505,107.3655,107.7264,108.0866,108.4349,108.8012,109.0858,109.3776,109.6534,109.9459,110.2331,110.3807,110.5384,110.6822,110.8324,110.9661,111.2662,111.5667,111.8792,112.1836,112.4574,112.7775,113.0896,113.4212,113.7544,114.1067,114.4536,114.8153,115.1645,115.5305,115.8891,116.2631,116.632,117.0142,117.3947,117.7836,118.1639,118.5668,118.9633,119.3828,119.7903
8 Ore-extra.(non-energy),19.0,20.6368,20.6272,19.5856,20.56,18.5869,16.6035,17.5447,17.56,17.6205,17.6112,17.1244,17.1829,17.2417,17.301,17.3605,17.408,17.4553,17.5023,17.5495,17.5966,17.6219,17.6476,17.6727,17.6975,17.7229,17.7738,17.8247,17.8759,17.9278,17.9783,18.03,18.0817,18.1339,18.1867,18.2395,18.2926,18.346,18.3996,18.4538,18.5084,18.5629,18.6179,18.6728,18.7288,18.7847,18.8413,18.899,18.9566,19.0148,19.0731
"9 Food, drink & tob.",107.0,134.9103,134.9063,133.9031,132.8957,131.8863,136.8863,140.8817,142.8808,143.3663,143.3623,139.4891,139.9606,140.4323,140.909,141.3871,141.7624,142.139,142.5159,142.8951,143.2754,143.4837,143.6923,143.8971,144.1051,144.3122,144.7234,145.136,145.5563,145.9741,146.3791,146.802,147.2217,147.6515,148.0789,148.5137,148.9478,149.3915,149.8335,150.2796,150.7279,151.1781,151.6303,152.0905,152.5506,153.0152,153.4841,153.9582,154.438,154.9258,155.4214
"10 Tex., cloth. & footw.",42.0,54.7982,52.7937,50.7971,46.7902,41.7869,43.7786,31.754,30.758,30.8635,30.8586,30.0199,30.1206,30.2232,30.327,30.4304,30.5143,30.5935,30.6766,30.7593,30.8394,30.884,30.9283,30.9734,31.0181,31.0634,31.1535,31.2435,31.3338,31.4234,31.5116,31.6034,31.696,31.7887,31.8822,31.9724,32.0669,32.1616,32.257,32.3489,32.4452,32.5416,32.6355,32.7327,32.8313,32.9265,33.0268,33.1265,33.2246,33.326,33.4254
