,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,15027.999,16257.0645,17022.0645,18734.0645,19168.0645,19530.0605,19803.0566,21193.0586,22189.0547,22552.0586,22552.0566,24390.4629,24776.8047,25175.748,25584.5957,26005.4395,26373.5078,26749.2539,27124.8984,27510.0312,27903.6172,28198.082,28491.5,28791.1113,29094.0449,29402.9688,29669.4824,29938.2715,30205.8516,30478.2969,30755.4883,31038.3809,31331.7441,31592.3652,31916.5117,32186.4824,32502.1934,32786.7461,33094.2695,33398.082,33708.9141,34024.6172,34346.2656,34678.9805,35013.8828,35355.1875,35702.125,36035.0078,36421.875,36753.7305,37148.4688
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,39653.0,45127.1016,44888.1016,49048.1016,49833.1016,45852.1016,45414.1016,45241.1016,48101.4219,48849.2148,49994.293,52357.5781,52288.043,53318.1328,54368.1211,55481.6094,56520.8867,57549.8477,58614.0898,59697.6484,61079.0195,62525.1328,63712.8398,64916.6211,66232.3438,67607.0547,68908.5312,70245.8828,71482.8594,72952.7188,74842.1953,76299.3516,77199.7109,78023.4141,78867.2656,79440.9609,80446.1797,81515.5938,82662.3438,83799.9375,85045.6094,86628.3906,88329.3672,89843.6562,91747.4609,93689.8359,95360.7891,97054.0781,97749.0469,99513.1484,101338.1328
5 Non-ferrous metals,26904.998,30109.4844,32837.4609,35372.457,37827.4531,47338.375,49555.3594,51618.3672,55754.3633,57407.5859,57407.5859,62045.4766,63909.7109,65808.1797,67764.1484,69770.5469,71431.6016,73125.8359,74857.1328,76629.375,78443.6094,79716.1953,81005.8047,82316.5781,83655.2422,85014.9688,86200.6641,87407.1406,88629.375,89863.6406,91117.6172,92386.7656,93680.9375,94994.3516,96319.3594,97668.6797,99029.9453,100416.2109,101810.6797,103225.0,104646.0859,106085.8594,107559.1953,109063.5234,110594.2109,112164.6094,113770.4453,115413.3906,117095.4453,118822.7734,120584.8281
6 Chemicals,31525.0039,35180.8828,38889.8555,42769.8359,45414.8281,46700.8398,48168.8477,50837.8359,54910.8164,56539.0195,56539.0078,61195.5742,62903.8555,64777.3359,66701.5625,68681.1484,70326.5,71997.5391,73713.2812,75467.7422,77263.9141,78507.7812,79770.7109,81053.8516,82361.4297,83703.9766,84865.3281,86045.8438,87236.6328,88455.2031,89688.5625,90936.4766,92210.9453,93480.6016,94795.8516,96101.4766,97454.6953,98808.875,100180.0312,101569.1797,102991.8281,104431.8359,105908.6016,107410.6016,108957.6641,110528.2031,112131.4219,113758.6406,115427.6328,117115.3125,118833.5625
7 Non-metallics nes,21053.0,25089.9727,25375.9668,27071.959,28584.957,26701.9629,27411.9531,28418.9395,30694.9141,31605.0664,31605.0605,34166.1367,35196.7148,36248.9844,37321.0,38422.2812,39331.5625,40262.5859,41212.7695,42187.3281,43185.418,43879.3008,44585.7266,45303.4531,46036.2734,46783.8711,47436.1172,48099.875,48773.4609,49460.3086,50157.8242,50865.3359,51578.0156,52301.4062,53034.0,53778.582,54533.8438,55304.2461,56083.2734,56874.4258,57677.7773,58495.2773,59324.5234,60177.3594,61049.0938,61948.875,62873.207,63832.6602,64822.9531,65852.5859,66913.1094
8 Ore-extra.(non-energy),7230.0,9043.6318,9594.6641,10343.6377,10516.6289,8895.6377,8431.6113,9182.5586,9918.5352,10212.6416,10212.6289,11048.749,11370.7803,11705.5127,12052.2705,12408.8281,12703.7188,13004.8525,13313.8057,13629.9395,13954.416,14180.3301,14410.6123,14643.5039,14880.4365,15123.6592,15333.8613,15548.5146,15765.1484,15985.2305,16209.7139,16436.8574,16668.9844,16901.4258,17140.5254,17380.9297,17627.3926,17875.4434,18125.2344,18379.8945,18639.7773,18903.6309,19174.8965,19452.1523,19737.2031,20030.9785,20331.9512,20640.543,20959.6953,21285.9785,21619.2578
"9 Food, drink & tob.",6769.0,7451.916,8203.8965,8820.8838,9068.8545,9420.8438,9821.834,10214.8096,11032.791,11359.9375,11359.9258,12290.0215,12651.8164,13024.1143,13410.4043,13805.9141,14135.9346,14471.6504,14818.2529,15171.4902,15535.2607,15788.4023,16045.2529,16303.3945,16567.084,16836.0781,17070.7578,17307.5723,17549.166,17793.6797,18044.8477,18297.5938,18558.3125,18819.0664,19087.7383,19357.248,19633.4688,19912.7539,20194.1816,20479.2617,20772.3711,21072.0957,21382.1934,21701.6582,22035.7812,22380.4355,22736.0625,23103.8965,23483.9473,23875.6914,24277.8945
"10 Tex., cloth. & footw.",13053.0,14022.6797,15460.6387,16327.6152,16385.5781,16652.584,16971.5781,17608.5547,19019.541,19583.5215,19583.5156,21171.0586,21806.7012,22451.6426,23115.9551,23798.7637,24362.8027,24941.5859,25534.2207,26139.9609,26762.3203,27195.1211,27636.1328,28083.6348,28538.2949,29000.5215,29404.5273,29813.7031,30228.1445,30650.0977,31076.3828,31510.6152,31950.4023,32398.8262,32851.1758,33311.6875,33779.6953,34253.0586,34735.6641,35223.0586,35719.6914,36221.125,36733.7617,37257.4531,37791.9805,38339.8359,38904.332,39479.2461,40071.543,40677.293,41300.1484
