,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,464.0,442.0858,461.0853,433.0862,392.0876,378.0867,331.0867,338.0818,306.0828,306.579,306.5784,319.7641,320.2619,320.7759,321.306,321.8434,325.8751,329.9798,334.1362,338.3586,342.6221,345.5635,348.5194,351.5221,354.5108,357.5256,360.3999,363.2819,366.2218,369.1611,372.1349,375.1811,378.2235,381.2916,384.3875,387.5081,390.6666,393.8358,397.0393,400.2751,403.5229,406.7984,410.1025,413.4139,416.7627,420.1393,423.538,426.9713,430.4412,433.9527,437.4916
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,521.0,520.1,558.1,515.1,474.1,459.1,462.1,462.1,476.9997,480.3276,460.2737,455.7874,462.8923,464.1696,465.7072,467.1958,468.8199,470.7029,472.7465,475.5531,478.8044,482.2657,485.1121,487.9467,490.9044,494.12,498.4306,503.038,507.878,512.9476,520.1528,526.5464,530.788,535.2573,539.9711,544.9009,550.164,555.5742,561.2347,567.5522,574.0894,580.9065,588.005,595.3451,602.8762,610.6845,618.7476,627.0687,635.6093,644.4422,653.5717
5 Non-ferrous metals,61.0,76.0352,74.0356,73.0358,71.0362,70.0365,68.0369,70.0365,72.036,72.7613,72.7613,75.7431,76.6882,77.4445,78.3098,79.0943,79.5639,80.0163,80.4955,81.0342,81.6123,82.1781,82.5355,82.8371,83.1186,83.4332,83.9668,84.5414,85.14,85.7565,86.3375,86.9454,87.5761,88.1964,88.8326,89.4754,90.1723,90.8384,91.5389,92.2254,92.916,93.6254,94.3409,95.0515,95.7503,96.4656,97.1703,97.8818,98.5804,99.2928,100.0231
6 Chemicals,544.9999,545.9678,520.976,530.9822,592.9564,509.9534,504.9562,526.9473,507.9543,513.0038,512.9988,535.06,540.3083,545.6407,551.0427,556.5749,559.6245,562.7036,565.7137,568.8384,571.9587,575.1594,578.4065,581.5345,584.6548,587.7585,592.1137,596.5258,601.004,605.4977,610.0472,614.598,619.1606,623.7012,628.2163,632.8123,637.4056,641.9998,646.6238,651.3454,656.0576,660.8826,665.6873,670.6058,675.5447,680.4865,685.494,690.4848,695.5162,700.5493,705.5695
7 Non-metallics nes,860.9999,899.9005,905.8967,962.8793,889.9106,939.9108,1004.905,985.8929,994.8781,1004.7658,1004.7556,1045.6033,1056.1471,1068.053,1079.6526,1090.931,1097.1868,1102.7452,1109.8525,1117.0553,1126.0161,1133.5983,1138.264,1142.5494,1146.9116,1152.135,1160.3989,1168.9257,1178.2921,1187.3541,1195.7817,1205.0023,1213.9359,1222.9642,1232.1072,1240.9026,1249.9697,1258.7708,1268.3514,1276.697,1286.1982,1294.879,1304.2037,1313.3734,1322.8254,1332.5494,1342.4657,1352.067,1362.2745,1372.7679,1382.6785
8 Ore-extra.(non-energy),629.0,626.5183,737.4858,866.4573,819.4838,909.4242,969.4138,1030.4244,1103.3802,1114.3518,1114.3402,1162.1698,1172.781,1184.3193,1196.4017,1208.9888,1215.5284,1222.2081,1228.8269,1235.9104,1243.6248,1252.2479,1260.2908,1267.302,1273.1835,1278.4611,1286.3188,1294.6201,1303.1888,1312.1926,1321.5518,1330.8038,1340.5704,1350.9619,1361.6309,1372.6317,1383.7455,1394.9762,1406.1204,1417.2618,1427.9457,1438.174,1448.0817,1457.6768,1467.2834,1476.9877,1486.957,1497.1284,1507.5411,1518.6304,1529.8038
"9 Food, drink & tob.",150.0,145.9986,164.9882,167.0183,171.9767,179.9707,195.9656,198.9838,201.9891,203.9964,203.9949,212.717,214.7119,216.8273,219.0582,221.1941,222.5112,223.6199,224.849,226.126,227.5413,228.8061,230.2603,231.6676,233.0898,234.4815,236.276,238.1189,239.8652,241.6184,243.3869,245.1273,246.8841,248.6791,250.4326,252.1649,254.0633,255.8557,257.7747,259.524,261.428,263.2007,265.1674,267.0452,268.9797,270.867,272.887,274.8755,276.8182,278.8157,280.7844
"10 Tex., cloth. & footw.",6.0,4.2116,5.185,5.185,5.185,5.185,5.185,6.1649,6.1649,6.2332,6.2332,6.5323,6.6046,6.6776,6.7514,6.8259,6.8667,6.9077,6.9488,6.9902,7.0319,7.0737,7.1158,7.1581,7.2006,7.2434,7.3018,7.3606,7.42,7.4797,7.5399,7.6005,7.6616,7.7231,7.7851,7.8476,7.9105,7.9738,8.0376,8.1019,8.1667,8.2319,8.2976,8.3638,8.4305,8.4977,8.5654,8.6336,8.7022,8.7714,8.8411
