,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,155.0,156.0311,120.0457,118.0462,101.0529,98.0564,95.0562,99.0573,101.0576,104.2055,107.4519,109.6855,109.4783,110.4495,111.8261,113.4038,116.1868,118.7463,121.4994,124.1477,126.9393,129.0434,130.5574,131.8205,133.0484,134.3271,135.0064,135.7626,136.5506,137.3482,138.0855,138.9406,139.9202,140.9672,142.034,143.0591,143.9083,144.7809,145.8541,146.7969,147.9847,149.4481,150.3575,150.985,151.5376,152.1063,150.7905,149.435,148.0724,146.7342,145.5598
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,44.0,45.1,47.1,50.1,51.1,53.1,53.1,59.1,60.3714,59.0036,55.5718,54.0674,54.024,53.4757,53.0511,52.9743,52.9138,52.7595,52.6998,52.6958,53.0498,53.2516,53.1756,53.1539,53.186,53.2645,53.3167,53.4,53.5028,53.6222,54.2364,54.7354,54.6866,54.6909,54.7269,54.7904,54.9072,55.0453,55.2006,55.3694,55.5484,55.7441,55.9403,56.146,56.3569,56.5749,56.791,57.0191,57.2456,57.4776,57.7149
5 Non-ferrous metals,37.0,36.8604,43.8082,39.8173,32.8075,32.787,33.791,36.7946,37.779,37.453,37.1297,37.514,37.6795,38.0346,38.2566,38.5695,38.7132,38.7507,38.8938,38.9937,39.147,38.4752,37.7343,36.9979,36.2911,35.5839,35.5554,35.5492,35.5278,35.513,35.5093,35.6206,35.7434,35.9245,36.0791,36.2111,36.4802,36.6946,36.9396,37.1519,37.3949,36.984,36.4725,35.9852,35.5052,35.0371,35.1114,35.2127,35.2864,35.3828,35.4758
6 Chemicals,199.0,200.8415,242.7849,261.8325,274.8174,281.8243,280.8228,289.8316,286.8321,283.1694,279.5534,289.9093,295.2121,302.7608,311.1823,322.3984,330.6299,341.8765,353.6267,365.4547,377.5005,375.5676,372.4605,368.656,364.7992,361.1192,364.5789,368.162,371.6624,375.1439,378.7045,380.6669,383.2148,385.9491,388.5231,390.4729,392.1964,394.0143,396.0578,398.9172,402.2892,406.6389,409.457,411.0188,411.9338,413.0086,413.2939,414.2231,415.8303,417.5645,418.3755
7 Non-metallics nes,80.0,80.8983,101.8084,89.8562,102.8516,114.8454,124.8466,120.8547,122.8668,125.9125,129.0336,132.5335,135.1083,139.2406,143.0836,147.1972,151.0173,154.7968,158.8163,162.8273,167.1175,170.0823,172.1812,174.6764,176.9574,179.45,183.2819,187.1322,190.8663,194.6835,198.2237,199.7092,201.2957,202.9073,204.5694,206.1551,209.6586,213.3193,217.114,220.9408,224.9428,228.7388,231.973,235.3922,238.7986,242.2492,240.4023,238.3401,236.2516,233.7455,232.8143
8 Ore-extra.(non-energy),5.0,4.8898,7.7385,13.56,6.7831,7.7385,7.7385,8.7634,9.7901,10.1039,10.4275,10.5551,10.6593,10.7783,10.912,11.0376,11.2734,11.4959,11.7489,11.9885,12.2395,12.3799,12.4705,12.6026,12.7365,12.887,12.9554,13.0266,13.0761,13.1399,13.1757,13.2734,13.38,13.4946,13.6028,13.6988,13.785,13.8817,13.9936,14.0981,14.2105,14.2887,14.3437,14.4021,14.4644,14.5289,14.3883,14.2424,14.0615,13.894,13.7481
"9 Food, drink & tob.",117.0,117.795,204.6299,193.719,178.759,192.7442,203.724,210.7312,216.7459,219.1354,221.5522,224.0527,223.8941,225.8579,227.4409,229.7386,234.2663,239.1962,244.3728,249.5107,254.8186,254.9175,254.2962,253.9789,253.6277,253.3256,254.6568,256.0934,257.7444,259.7606,262.0979,263.7627,265.5091,267.4577,269.8522,272.3515,276.4,280.5365,284.725,288.9811,293.4118,297.942,301.5708,305.1252,308.294,311.0142,312.4839,313.4581,312.3792,310.0781,308.7356
"10 Tex., cloth. & footw.",11.0,11.56,20.3454,16.5898,16.6165,18.6112,20.5844,18.6225,20.5725,20.5305,20.4885,19.8318,19.1188,18.47,17.8641,17.2781,17.1282,16.9496,16.7786,16.5974,16.4217,15.9741,15.5209,15.0774,14.6543,14.2373,13.9238,13.6279,13.3348,13.0448,12.771,12.5925,12.4146,12.2474,12.0774,11.9023,11.7392,11.5803,11.4226,11.2584,11.1103,10.9306,10.7502,10.571,10.4032,10.2364,10.0573,9.8774,9.7005,9.5193,9.3426
