,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,446.0,444.0476,438.0537,426.0543,538.045,560.0454,628.0422,640.0422,627.0431,621.7054,616.4131,619.0881,621.6442,623.2932,624.3221,624.4532,629.7278,637.6963,647.2782,657.8439,669.6032,677.3039,685.3511,693.7044,701.8323,709.8344,718.977,727.8715,736.2576,743.6569,750.2267,762.3912,772.7291,782.4835,791.8766,801.0511,811.784,821.4088,831.1497,839.7462,849.0845,855.4305,861.4313,866.9674,872.1676,877.1032,871.7227,871.0391,870.5234,870.5359,871.6359
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,1231.0,1155.1,1140.1,1060.1,1058.1,1084.1,1161.1,1239.1,1272.392,1277.8124,1230.4897,1243.3971,1276.5111,1289.8864,1300.7908,1310.4381,1317.2823,1322.9124,1328.8575,1336.5875,1345.2242,1353.34,1360.0623,1366.8409,1373.6017,1381.1523,1389.8776,1399.4072,1409.0055,1419.0947,1433.6355,1447.1946,1454.8795,1462.726,1470.6283,1478.6062,1485.6061,1492.4772,1499.5111,1506.2578,1512.7057,1519.0238,1525.2412,1531.2517,1537.0806,1542.7733,1548.078,1553.2177,1558.2103,1562.9366,1567.4534
5 Non-ferrous metals,744.0001,921.3353,909.2349,774.2571,804.2307,820.2858,801.3396,865.2999,785.4469,774.2202,763.1537,767.4535,777.3604,783.4526,790.7762,796.849,802.416,808.3326,814.3225,820.4388,826.5771,820.9215,813.6036,806.5571,799.3993,794.0339,790.3059,786.8163,782.3469,778.2502,772.3163,767.8795,763.2955,758.7738,754.2214,749.8405,746.6378,743.2184,740.4175,737.0827,733.6382,730.301,727.3882,724.506,721.7887,719.2407,716.9711,714.9119,712.959,710.7441,708.4475
6 Chemicals,743.0,732.8934,722.9088,770.8937,786.8841,816.7896,838.7637,828.8138,785.858,777.0008,768.2438,765.2873,758.6741,753.3705,748.9664,744.9127,746.1918,747.0668,748.1589,749.4365,750.8622,752.0943,753.2875,754.742,756.0696,757.4923,757.111,756.5586,755.4438,753.7802,751.7162,754.4143,757.3915,760.4356,763.8029,767.6621,772.2725,776.9719,781.9568,786.2445,790.4182,791.9476,793.5378,795.2322,796.8337,798.3709,797.6329,797.1428,796.5735,795.7635,795.3798
7 Non-metallics nes,662.0001,561.9691,554.9407,471.9465,481.9403,506.9346,508.9316,536.9337,540.9565,535.4035,529.9073,533.7479,532.3552,532.7469,533.7168,534.8128,547.8549,561.1407,575.1378,589.6383,604.4559,607.5229,610.1568,612.9608,615.2596,617.8816,619.5341,621.6938,623.7129,625.5289,627.2328,630.9457,634.7791,638.4962,642.4715,646.8165,651.7839,656.4788,661.7231,666.3781,671.71,672.7303,673.7019,674.7705,675.795,676.7691,680.7261,685.1793,689.3116,693.5562,698.2692
8 Ore-extra.(non-energy),104.0,115.6837,114.7178,118.8003,130.7841,123.7684,151.7285,170.7328,162.7104,161.3302,159.9618,157.4331,160.1476,160.587,161.9996,162.3984,164.3345,166.106,168.0903,169.9883,171.9648,172.7103,173.359,174.0787,174.6895,175.5119,176.9,178.3716,179.7122,181.0485,182.3209,184.1276,186.0362,187.9379,189.9528,191.9809,194.3195,196.5409,198.9753,201.1844,203.6522,205.3295,207.0496,208.8395,210.5665,212.3632,214.0768,215.936,217.7112,219.581,221.4577
"9 Food, drink & tob.",900.0001,825.6107,813.6754,801.7031,936.6556,942.6505,956.666,905.7308,858.7065,847.6817,836.7986,838.6055,836.996,835.7297,833.6248,831.0598,838.0245,844.5388,850.6279,856.4269,861.8152,860.553,858.8071,856.9376,854.4964,851.9142,849.2858,846.4354,843.2383,839.8525,836.2011,830.4352,824.5983,818.8939,813.4576,808.2813,807.1163,806.1215,805.4653,804.887,804.6771,803.4539,802.8516,802.9259,803.5096,804.5508,807.9656,811.9162,815.8756,820.0383,824.7064
"10 Tex., cloth. & footw.",186.0,173.6541,170.6301,158.5934,143.6185,148.5939,142.6814,143.6078,131.6199,127.8428,124.1743,126.7346,123.0464,118.1316,113.6072,110.4161,113.094,115.7243,117.1764,118.019,118.1787,115.615,114.2171,113.1017,111.3391,109.129,107.0681,105.0458,103.3901,101.7321,100.1516,98.5712,97.3981,96.6053,96.1644,95.9112,95.736,95.322,93.867,93.7359,94.0611,92.9433,91.261,89.2899,87.195,85.3736,84.1679,83.448,82.8201,82.0379,81.4145
11 Paper & pulp,340.0,450.8074,444.8412,494.8107,500.7999,505.7757,498.7726,513.7976,475.8027,463.1784,450.8926,457.4881,462.201,467.3244,472.53,477.6805,483.424,488.8863,494.3817,499.9432,505.4654,500.9284,496.2064,491.6582,486.9654,482.3652,481.4062,480.6722,479.8878,479.11,478.2378,476.292,474.0636,471.5658,468.9307,466.1662,465.2896,464.4417,463.662,462.7159,461.749,457.2997,453.4139,450.1276,447.3541,445.0652,444.5986,444.4858,444.3458,444.391,444.9417
12 Engineering etc,574.0001,557.7238,549.5883,707.5624,710.5052,728.5403,771.5068,810.4597,803.5217,805.964,808.4138,816.2567,824.0937,832.0048,840.5706,849.1075,869.5294,890.4581,911.8011,933.6619,955.9315,965.9845,975.1578,983.5367,991.6221,1000.6197,1007.7278,1016.2315,1024.9868,1034.2495,1043.0562,1057.6538,1071.9062,1085.921,1099.8608,1113.7878,1133.7096,1153.8083,1174.4192,1195.4824,1216.7839,1235.722,1255.1768,1275.153,1295.5533,1316.5551,1344.0624,1372.4711,1401.4026,1430.8547,1460.7426
13 Other industry,597.0,601.7838,592.7538,483.7912,399.8246,681.6299,689.5825,740.5559,652.5665,647.0186,641.5181,646.0457,644.7395,645.8465,646.9976,647.1064,652.8992,660.4711,668.6465,676.6158,683.077,685.0104,686.6097,689.5554,691.8799,695.0723,699.3722,704.2128,708.4006,712.5524,716.9332,723.7838,730.7486,737.3841,744.3207,751.4899,759.5413,767.451,775.8894,783.2823,792.1187,799.3184,806.0823,812.6179,818.4477,824.3329,830.1154,837.4417,844.2764,850.4827,857.6637
14 Construction,238.0,215.618,212.9021,246.8936,205.9261,177.888,173.9062,208.884,261.8669,259.6416,257.4354,260.0562,257.7492,257.9823,258.337,259.073,261.5638,263.6726,266.0706,268.2608,270.3995,270.5799,270.724,271.1351,271.2836,271.573,272.5766,273.9587,275.3913,276.6895,278.0407,280.3475,282.4619,284.4635,286.6177,289.0035,291.7896,294.3849,297.4332,299.9695,303.1208,305.0911,307.4212,309.9154,312.357,314.8824,317.2628,319.7591,322.2626,324.5631,327.1389
15 Rail transport,263.0,320.6877,312.7184,303.2474,310.2412,314.2581,308.2423,313.2373,312.2422,297.5453,283.5417,319.1519,354.9794,397.0612,444.1308,496.8955,517.5137,539.442,562.3328,586.4457,611.0445,633.8073,656.884,681.2201,705.8224,731.9867,755.8475,781.3364,807.1885,833.6995,861.0679,880.2059,899.8292,919.6243,940.2167,961.6412,980.0106,998.2479,1017.1591,1035.9008,1055.9418,1071.2443,1086.6149,1102.3767,1118.0889,1134.1013,1146.311,1159.9685,1172.7993,1185.1309,1198.8344
16 Road transport,0.0,0.1,0.3626,0.6886,1.176,1.5047,2.6747,3.3101,4.066,5.0191,5.5111,7.0703,8.8784,11.1543,14.0009,17.5731,22.0474,27.6384,34.5587,43.0988,53.5771,66.3425,81.7712,100.2737,122.2918,148.2477,178.5011,213.3648,253.0834,297.8014,347.1659,401.0488,458.8262,519.5828,581.5069,643.2908,701.3876,749.7548,788.768,816.259,829.8896,823.0839,801.0242,764.6901,716.1369,658.2448,594.3442,527.7979,461.6401,398.3264,339.6212
17 Air transport,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999
18 Other transp. serv.,14.0,23.0722,24.0843,22.0714,23.0575,24.0547,23.0685,24.0766,25.0762,25.0783,25.0801,25.1156,24.9944,24.9128,24.8992,24.9107,24.9524,25.0325,25.1196,25.1887,25.206,25.1954,25.1461,25.0957,25.0376,25.0088,24.9872,24.9961,25.0002,24.9821,24.9419,24.871,24.7926,24.7146,24.6528,24.6147,24.5803,24.5327,24.4838,24.4281,24.3917,24.3793,24.3774,24.3864,24.3944,24.3906,24.3674,24.3521,24.3209,24.2617,24.2069
19 Households,6507.0,6544.1001,6456.1001,6110.1001,6080.1001,5980.958,5948.0669,6072.8359,6333.0601,6385.4951,6437.772,6455.8296,6473.0317,6489.3599,6504.8096,6519.3906,6501.0664,6481.5171,6460.8203,6439.0791,6416.4175,6395.9053,6374.4712,6352.3008,6329.6016,6306.5972,6315.3711,6324.3506,6333.7583,6343.8047,6354.6719,6358.0767,6362.4253,6367.8086,6374.2876,6381.894,6378.0586,6375.3721,6373.7935,6373.2686,6373.7363,6390.8354,6408.8003,6426.2573,6444.5293,6463.5474,6473.3315,6483.6665,6494.4946,6505.7588,6517.4082
"20 Agriculture, forestry",357.0,348.9426,343.9603,387.9467,443.9179,500.8599,514.8672,506.871,430.9089,441.0242,451.3771,455.5683,457.6579,460.67,463.8826,467.36,478.0604,489.9876,502.0954,514.6524,527.3787,534.5439,541.796,549.3934,556.825,564.5671,566.2399,568.1663,569.9613,571.5702,573.0955,573.553,573.7603,574.7603,576.1182,577.2579,577.2679,577.0782,576.7729,576.0762,575.576,574.9837,574.1996,573.5214,572.7026,571.7614,570.3315,569.325,567.8777,566.5059,565.5843
21 Fishing,0.0,0.01,0.0973,0.099,0.0991,0.0995,0.0996,0.0996,0.0996,0.0996,0.0996,0.0996,0.0996,0.0995,0.0995,0.0995,0.0995,0.0994,0.0994,0.0994,0.0993,0.0993,0.0992,0.0992,0.0991,0.0991,0.099,0.0989,0.0989,0.0988,0.0987,0.0987,0.0986,0.0986,0.0986,0.0985,0.0985,0.0985,0.0984,0.0984,0.0984,0.0983,0.0983,0.0983,0.0983,0.0982,0.0981,0.098,0.0978,0.0977,0.0977
22 Other final use,7588.9995,7386.3872,7288.3711,6867.3911,6487.3745,6543.4463,6455.4736,6603.4536,6512.4629,6356.7251,6204.7124,6284.9473,6320.7529,6370.8188,6420.6411,6471.1704,6575.0962,6682.2832,6790.4741,6901.6914,7010.4097,7075.3916,7135.8257,7200.1548,7259.313,7323.1694,7309.6069,7301.5864,7290.7593,7279.5439,7269.3301,7275.6543,7282.6333,7288.5322,7296.4121,7306.0566,7300.0835,7292.1416,7287.1045,7279.8569,7278.0889,7233.1958,7189.3569,7148.4365,7108.0205,7068.5293,7017.4092,6972.6978,6924.1758,6875.0732,6832.269
