,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,0.0,0.1,0.1,462.0137,470.9966,479.9954,480.9998,503.994,537.9815,546.9693,546.964,573.7727,583.012,592.7827,602.6948,612.8424,632.7081,653.4415,674.8531,696.9191,719.6563,737.5316,755.6981,774.257,793.0504,812.3784,833.8195,855.4435,877.6445,900.4035,923.6548,947.5741,971.9372,997.0479,1022.9639,1051.4308,1077.0437,1103.4092,1132.0157,1161.0472,1190.671,1221.0939,1252.4642,1284.8929,1318.7361,1352.6138,1388.0046,1423.9961,1461.1519,1499.0369,1538.2346
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,229.0,260.1,245.1,220.1,215.1,202.1,198.1,226.1,234.3799,238.5607,229.944,230.1755,234.4497,236.2765,238.2743,240.3615,242.3846,243.9737,245.5864,247.5215,249.5667,251.6632,253.6609,255.7079,257.7906,259.9001,261.862,263.8527,265.8678,267.9093,270.9612,273.7107,275.3394,277.024,278.7705,280.6023,282.4543,284.3549,286.2843,288.2578,290.1964,292.1807,294.1698,296.1726,298.1713,300.2247,302.3144,304.4068,306.5187,308.6463,310.8051
5 Non-ferrous metals,0.0,0.01,0.01,18.6333,18.6112,19.5856,18.5738,21.5344,19.56,20.0658,20.0556,21.0583,21.6021,22.1595,22.7308,23.3174,23.834,24.3621,24.9021,25.4531,26.0152,26.5187,27.0321,27.5556,28.0894,28.631,29.2193,29.8162,30.4263,31.0484,31.6841,32.334,32.9951,33.6693,34.3568,35.0596,35.7748,36.5056,37.2494,38.0078,38.7813,39.5721,40.3806,41.2035,42.0447,42.9009,43.7763,44.6673,45.5782,46.5054,47.4489
6 Chemicals,251.0,255.9298,211.9455,252.783,249.7966,248.6764,235.6702,281.5846,255.6257,262.0765,262.0647,274.934,281.6668,288.6674,295.8787,303.3163,309.705,316.3034,323.0692,329.9848,337.0336,343.479,349.9599,356.5582,363.1261,369.8654,377.3486,384.9287,392.7055,400.6475,408.7231,417.0179,425.4366,434.0533,443.0638,453.5633,462.7553,471.3922,480.7015,490.448,500.3368,510.2991,520.5289,531.0672,542.2957,553.3835,564.8583,576.6379,588.7006,601.056,613.7575
7 Non-metallics nes,166.0,291.9526,181.9545,159.9747,166.9721,178.9547,175.9701,166.9613,174.9525,179.362,179.3551,188.1405,192.5275,197.2727,202.1848,207.2383,211.5154,216.0027,220.5872,225.2823,230.0939,234.521,238.9112,243.3742,247.812,252.5278,257.5865,262.7445,268.002,273.3807,278.8655,284.5331,290.264,296.1061,302.3614,310.4203,316.2069,321.6776,328.2477,335.036,341.5729,347.994,354.5463,361.2348,368.6149,375.6497,383.124,390.7763,398.4931,406.3398,414.2594
8 Ore-extra.(non-energy),0.0,0.01,0.0979,329.5849,342.5774,356.5689,360.6403,364.6948,456.6818,468.1934,468.1789,491.1566,503.556,516.2698,529.3055,542.6721,554.4056,566.4466,578.7142,591.2665,604.0878,615.5454,627.2445,639.1284,651.2623,663.5872,676.9386,690.5286,704.4467,718.6154,733.1098,747.866,762.9631,778.3563,794.0283,810.019,826.3,842.9827,859.9717,877.2721,894.9776,913.0097,931.3752,950.1956,969.3658,988.8391,1008.772,1029.1108,1049.8313,1070.9412,1092.5553
"9 Food, drink & tob.",256.0,270.845,248.8275,280.9604,311.9573,305.9598,329.9476,347.9518,307.9353,315.6947,315.6917,331.1648,339.4471,347.6818,356.1539,364.8492,372.5241,380.2665,388.2503,396.4283,404.8321,412.3821,420.1542,428.0558,436.0603,444.1136,452.8892,461.9308,471.1956,480.6845,490.3345,500.1607,510.2811,520.5721,531.1896,542.5237,554.9655,566.5518,577.5026,588.7189,600.3121,612.076,623.9565,635.9542,648.3977,661.359,674.5935,688.3203,702.4861,717.0959,731.9498
"10 Tex., cloth. & footw.",102.0,98.7835,203.4863,90.8398,87.8538,87.8071,85.7983,81.9172,78.9232,80.914,80.906,84.8724,86.7849,89.1466,91.2799,93.6654,95.49,97.6368,99.6554,101.8418,104.0196,106.1443,108.0669,110.18,112.0783,114.2604,116.4985,118.9135,121.2908,123.7983,126.2797,128.945,131.5457,134.259,137.335,141.7318,143.1939,145.7027,148.857,151.7243,154.8245,157.8581,161.2119,164.6319,168.7119,171.9999,175.9413,179.8279,183.8502,187.9371,192.0342
