,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,62.0,64.0345,74.034,87.0478,82.0405,90.0391,83.046,87.0422,81.0426,80.8852,80.7282,80.3134,79.8429,79.0327,78.1782,77.4238,78.7225,80.2747,81.8263,83.267,84.5946,85.1225,85.5451,85.8907,86.1997,86.4802,87.0557,87.5758,88.0005,88.315,88.5118,88.1775,87.7778,87.3623,86.9686,86.5764,86.1381,85.7336,85.4085,85.209,85.1333,85.1876,85.3732,85.6854,86.1119,86.6077,86.9638,87.3815,87.8112,88.2463,88.6664
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,95.0,111.1,116.1,118.1,120.1,120.1,129.1,134.1,135.2234,136.0143,131.4385,131.0003,133.0438,133.8366,134.2717,134.7722,135.0904,135.3222,135.4131,135.6732,135.926,136.123,136.2768,136.4636,136.6456,136.8519,136.9922,137.1521,137.3072,137.4664,138.0548,138.5862,138.619,138.658,138.7412,138.8246,138.9386,139.0388,139.1275,139.2399,139.3549,139.4692,139.5952,139.7536,139.872,139.9943,140.1239,140.2399,140.4056,140.5039,140.6967
5 Non-ferrous metals,12.0,9.7132,9.56,9.6493,9.6837,10.703,8.7515,9.7388,9.7714,9.8079,9.8445,9.8157,9.777,9.7769,9.7683,9.7566,9.7532,9.7172,9.677,9.6296,9.5769,9.4482,9.3292,9.2131,9.0991,8.9944,9.0576,9.1199,9.1841,9.2462,9.3076,9.2752,9.2423,9.2061,9.1695,9.131,9.1959,9.261,9.3248,9.3904,9.4512,9.4109,9.3648,9.3284,9.2892,9.2508,9.2637,9.2783,9.2962,9.3147,9.3354
6 Chemicals,214.0,205.7144,196.677,196.6719,181.5814,181.5813,198.5418,203.5478,204.6155,203.2789,201.951,201.3825,200.5401,199.8957,199.4486,198.9385,199.5521,199.8052,199.9863,200.1906,200.3362,197.6952,195.0792,192.5199,189.9271,187.4433,185.8907,184.3052,182.7702,181.194,179.6341,179.3404,179.0026,178.6562,178.3348,177.943,177.2854,176.5855,175.9513,175.2802,174.5948,173.6206,172.5781,171.6332,170.7099,169.7885,168.532,167.288,166.0166,164.6595,163.3183
7 Non-metallics nes,189.0,171.9782,156.9435,154.9465,165.9479,167.9379,155.9396,164.9414,165.9332,164.2048,162.4945,163.545,165.1098,166.3362,167.8039,169.184,170.4364,171.7465,172.9885,174.1329,175.3351,177.0764,178.8302,180.5919,182.3413,184.0923,185.7448,187.4129,189.1256,190.873,192.6369,193.6013,194.5847,195.582,196.6082,197.6045,198.8655,200.1346,201.4359,202.7624,204.0396,204.5613,205.1607,205.8702,206.5789,207.2908,207.9013,208.5226,209.2816,209.7643,210.5789
8 Ore-extra.(non-energy),48.0,49.6998,48.6397,50.6251,52.5549,53.5283,36.5632,36.5672,37.5379,37.4651,37.3926,37.1523,36.899,36.6779,36.4671,36.2619,36.732,37.1377,37.5614,37.9909,38.4046,38.5114,38.6164,38.7179,38.7993,38.9082,39.1224,39.3353,39.5576,39.7753,39.9943,40.093,40.1813,40.2871,40.3789,40.4772,40.5435,40.6111,40.6816,40.7556,40.8106,40.8575,40.8694,40.9075,40.9278,40.9541,40.8729,40.7909,40.7119,40.6225,40.5468
"9 Food, drink & tob.",164.0,160.7838,149.7205,151.7181,159.699,158.7166,165.7042,169.6964,174.6873,174.6334,174.5801,171.919,169.3536,165.6308,163.7611,162.6262,164.6547,165.9033,166.8425,167.4706,167.9211,168.0503,168.4599,168.9702,169.4442,170.019,170.5416,171.1454,171.8724,172.4924,173.1056,174.3256,175.5375,176.8499,178.1138,179.2889,180.9633,182.5932,184.2693,185.8752,187.1925,188.5257,189.5835,190.8083,191.7795,192.6576,193.5518,194.3615,194.7793,194.7116,194.5774
"10 Tex., cloth. & footw.",125.0,104.7866,103.7058,105.7078,114.6831,113.6895,106.7028,108.7062,109.7154,108.4107,107.1215,104.8761,102.6546,100.461,98.3495,96.2981,96.5277,96.7407,96.9527,97.1605,97.3602,95.5376,93.7516,91.9972,90.2682,88.5795,87.322,86.0816,84.859,83.6564,82.4687,80.9644,79.4942,78.0531,76.6431,75.2561,74.1594,73.0817,72.023,70.9859,69.9579,68.8182,67.6906,66.5878,65.4948,64.4267,63.3176,62.2736,61.2624,60.2798,59.3215
11 Paper & pulp,263.0,263.8815,243.9075,262.8979,262.8835,261.8877,258.8969,265.8962,261.899,257.4905,253.1578,248.3501,244.1304,239.3466,235.6204,231.6781,231.2416,230.4577,229.4282,228.249,227.5823,224.15,220.8757,217.6494,214.4066,211.2382,210.2557,209.4206,208.613,207.8041,206.9666,205.5532,203.8114,201.5475,198.6293,195.0922,191.9434,188.442,184.8551,181.3939,178.2529,175.2383,172.9145,171.5474,171.1152,171.7474,173.0779,175.419,178.8028,182.5922,186.8832
12 Engineering etc,154.0,149.3891,141.3858,138.3972,142.3865,145.4034,130.4206,137.4104,146.4217,146.5318,146.6421,147.0622,148.7861,150.3106,152.2442,154.0006,155.4864,156.7562,157.682,158.1887,158.6417,158.4984,158.5223,158.6255,158.8057,159.0229,159.2333,159.4328,159.6273,159.8327,160.0083,160.6759,161.3493,161.9975,162.698,163.3894,163.9883,164.5732,165.1515,165.7646,166.3612,167.0005,167.6425,168.3586,169.0518,169.7096,170.2529,170.7636,171.3106,171.7641,172.4304
13 Other industry,187.0,179.3748,160.4101,152.3754,83.54,86.5407,103.4929,103.4726,107.4448,107.2371,107.0302,106.1694,105.486,104.6921,104.3052,104.2116,105.8242,107.2366,108.133,108.6818,109.2882,109.3774,109.831,110.2769,110.6641,110.9585,111.4671,111.9999,112.8852,113.6995,114.3907,114.6096,114.8848,115.2438,115.6144,115.916,116.1082,116.3039,116.4301,116.6656,116.8998,117.0689,117.2662,117.4785,117.6818,117.8313,117.6862,117.6321,117.6053,117.5136,116.9916
14 Construction,52.0,47.8713,39.857,30.8621,27.8669,26.9025,47.7653,49.7705,43.7871,43.7033,43.6197,43.489,43.1134,42.6933,42.4267,42.1728,42.8412,43.436,43.9537,44.4414,44.8797,44.9386,45.0098,45.0901,45.1625,45.2703,45.5061,45.7302,45.9687,46.216,46.4593,46.5734,46.7051,46.8299,46.9586,47.063,47.1182,47.1595,47.1789,47.1943,47.1686,47.1308,47.0777,47.0558,47.0566,47.0832,46.998,46.9596,46.9478,46.976,46.9016
15 Rail transport,41.0,33.3515,32.3091,24.3512,24.3512,25.3423,35.2561,40.2496,40.2496,41.284,42.3454,45.9501,49.9222,54.1468,58.8053,63.8912,65.0985,66.3148,67.4951,68.6387,69.7942,70.5696,71.4044,72.2935,73.2236,74.1642,75.4452,76.7304,78.0227,79.3201,80.6283,81.8843,83.1621,84.4658,85.7979,87.1494,88.338,89.5339,90.7508,91.9852,93.2334,93.7508,94.2816,94.8292,95.373,95.908,96.1742,96.4396,96.6937,96.8946,97.0837
16 Road transport,0.0,0.1,0.0744,0.0,0.0,0.0,0.0,2.9165,3.5602,4.3724,4.7847,6.1252,7.5797,9.3877,11.598,14.3296,17.7005,21.8537,26.9136,33.125,40.7405,50.0838,61.504,75.3466,92.1638,112.4436,136.7809,165.7637,199.9391,239.7805,285.5527,337.8777,396.4209,461.2808,532.5073,608.7447,689.9922,770.2458,850.42,929.1702,1005.3716,1073.0282,1134.7389,1189.949,1238.4788,1280.4706,1316.3046,1346.5214,1371.7451,1392.6244,1409.7906
17 Air transport,0.0,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.1,0.1,0.1,0.1,0.1,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999
18 Other transp. serv.,0.0,1.09,1.0901,1.0904,1.0867,1.0883,1.0896,1.0881,1.0886,1.088,1.0873,1.0872,1.0873,1.0874,1.0878,1.0886,1.0895,1.0898,1.0899,1.0897,1.0893,1.0891,1.089,1.0888,1.0887,1.0887,1.0885,1.0883,1.088,1.0878,1.0876,1.0873,1.0872,1.087,1.0867,1.0865,1.0863,1.0862,1.086,1.0859,1.0857,1.0856,1.0854,1.0853,1.085,1.0849,1.0847,1.0844,1.0842,1.0837,1.0835
19 Households,1249.0,1182.1,1109.1,1059.1,1025.1,984.6749,1059.3918,1031.0415,1077.3969,1087.5947,1097.7948,1122.1877,1147.08,1172.4888,1198.4331,1224.9276,1206.8076,1188.8434,1171.0391,1153.3997,1135.9255,1151.4036,1167.0873,1182.9852,1199.105,1215.4542,1214.8563,1214.212,1213.5234,1212.7913,1212.017,1230.0074,1248.308,1266.9282,1285.8788,1305.1702,1305.2756,1305.3865,1305.5115,1305.6646,1305.8558,1311.541,1317.2936,1323.0289,1328.8718,1334.8319,1337.3025,1339.8729,1342.5485,1345.3324,1348.2264
"20 Agriculture, forestry",83.0,77.8378,78.8348,75.8488,66.8838,69.88,70.882,84.8517,90.8405,93.0523,95.3178,95.0205,94.5588,93.9378,93.6741,93.5225,92.1201,90.6975,89.2083,87.5588,85.6392,85.6699,85.5385,85.4413,85.4571,85.6345,84.8301,84.0935,83.4283,82.7836,82.1397,80.9531,79.8128,78.7405,77.7083,76.7416,75.5328,74.3217,73.1155,71.8757,70.5612,69.612,68.5949,67.5292,66.3662,65.0851,64.015,62.8352,61.3283,59.1473,55.6247
21 Fishing,5.0,7.031,7.0186,5.0415,4.052,4.0544,6.0218,6.0261,4.0468,4.1404,4.236,4.2046,4.147,4.0945,4.0646,4.0622,4.0202,3.9649,3.8622,3.7218,3.5788,3.4703,3.3757,3.3096,3.278,3.2781,3.2635,3.2486,3.2328,3.2179,3.2039,3.1644,3.1242,3.0853,3.0461,3.0083,2.9577,2.9084,2.8607,2.8136,2.765,2.7318,2.7071,2.6844,2.6611,2.6376,2.6286,2.6216,2.6141,2.6061,2.5988
22 Other final use,1410.0,1398.3024,1375.2903,1350.2843,1440.2802,1477.29,1414.2915,1407.2937,1439.3041,1435.0605,1430.8301,1452.9575,1476.3732,1494.9741,1523.0282,1553.0123,1568.428,1580.9822,1590.3461,1598.0029,1604.7765,1620.7086,1637.5792,1655.1123,1672.6011,1691.4248,1705.7617,1720.0532,1734.6709,1749.1365,1763.7042,1777.1976,1790.6274,1804.7147,1818.3712,1832.3403,1841.2225,1850.4037,1859.8197,1869.2163,1877.5103,1889.455,1900.6162,1912.3717,1923.6001,1934.7584,1943.4435,1951.9775,1960.4532,1968.2898,1974.4507
23 Non-energy use,0.0,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0997,0.0997,0.0997,0.0996,0.0996,0.0995,0.0995,0.0994,0.0994,0.0993,0.0992,0.0991,0.0991,0.099,0.099,0.0989,0.0989,0.0988,0.0988,0.0987,0.0987,0.0987,0.0986,0.0986,0.0985,0.0985,0.0984
