,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,45.0,59.0922,57.093,54.0932,58.0933,53.0932,50.0934,49.093,33.0957,33.4901,33.4899,36.9949,37.4322,37.8727,38.3171,38.7682,40.5439,42.3974,44.335,46.3614,48.4605,50.3404,52.2588,54.2605,56.3859,58.63,61.0601,63.6348,66.3457,69.1521,72.0562,75.0484,78.1016,81.2301,84.4347,87.7693,91.2636,94.8984,98.7034,102.6766,106.8045,111.1022,115.5498,120.1801,124.9755,129.9587,135.1418,140.5363,146.1467,151.9813,158.0355
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,103.0,66.1,69.1,79.1,95.1,38.1,15.1,38.1,37.9912,38.6242,37.2479,37.174,38.8443,39.7837,40.5147,41.2113,41.9625,42.8209,43.7397,44.7885,45.8979,47.1135,48.4939,50.057,51.5492,53.0949,54.9281,56.8041,58.5949,60.5259,62.8177,65.1814,67.4969,70.0804,72.8462,75.7419,79.1602,82.7557,86.6632,90.5064,94.3269,98.4888,102.5738,106.9011,111.7136,116.834,122.0937,127.7008,133.1585,139.279,145.7549
5 Non-ferrous metals,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6 Chemicals,99.0,102.3384,114.3142,93.3646,95.3701,88.3986,91.3802,94.3828,161.3226,165.4029,165.3947,182.5496,187.0699,191.8137,196.7224,201.7632,206.8457,211.7165,216.7384,221.4868,226.1784,231.3083,235.987,243.0913,251.6035,261.5396,273.1699,284.2198,294.5321,303.8725,312.9373,322.307,330.7085,339.8474,349.5107,360.237,371.5631,383.1224,394.7352,406.5554,418.1239,430.0732,442.4051,455.1036,468.1826,481.63,495.4713,509.9025,524.313,539.4816,554.9528
7 Non-metallics nes,171.49,177.1214,182.9487,188.9766,192.9785,209.9753,226.9744,245.974,253.978,260.3737,260.3698,287.2802,294.4516,301.9535,309.7496,317.7683,326.2081,333.7044,341.9552,349.1806,356.8622,365.0301,372.1149,383.8727,398.5208,415.5802,434.9099,452.7713,469.273,483.6002,496.6919,509.3327,519.1633,530.2477,542.2931,556.634,572.3168,588.3274,606.1583,623.6507,642.1588,660.7996,680.0938,699.8957,720.2178,741.1841,762.8537,785.7013,808.348,832.3548,856.722
8 Ore-extra.(non-energy),0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"9 Food, drink & tob.",103.0,105.8397,111.8525,124.8427,137.8309,149.8272,157.8255,166.8287,172.8112,177.1686,177.1609,195.6805,200.6216,205.6654,210.8542,216.1353,221.4214,226.9735,232.4367,238.1016,243.5757,249.8882,256.0479,263.329,271.25,279.9303,289.5935,299.1932,309.046,318.9012,329.0193,339.3442,349.3631,359.9989,370.7082,381.8812,393.2927,405.1033,416.781,429.3553,441.472,454.5813,467.7561,481.3107,495.2823,509.6647,524.4749,539.8182,555.4011,571.6952,588.3112
"10 Tex., cloth. & footw.",25.0,26.5393,28.5201,26.5698,28.5691,28.5779,29.56,31.5683,26.6138,27.2958,27.2865,30.1554,30.917,31.7103,32.5328,33.3802,34.2319,35.0514,35.9025,36.717,37.5354,38.4378,39.2869,40.5137,41.9757,43.6239,45.4662,47.1608,48.7208,50.1337,51.537,53.0176,54.3724,55.8833,57.493,59.3201,61.2484,63.2143,65.2016,67.1807,69.128,71.1129,73.167,75.268,77.4119,79.5928,81.7971,84.0629,86.2626,88.5404,90.8449
