,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,30.0,28.0991,35.0989,34.099,35.0989,30.0991,37.0987,35.0988,35.0987,36.3603,36.3603,38.4281,39.8809,41.261,42.7584,44.2646,45.8793,47.5373,49.2689,51.054,52.9136,54.5863,56.3115,58.0923,59.9246,61.8202,63.6807,65.604,67.5842,69.6232,71.7278,73.8946,76.1276,78.4268,80.8017,83.2461,85.7639,88.3595,91.0311,93.7809,96.6138,99.5319,102.5364,105.6315,108.8219,112.1078,115.4903,118.9734,122.5671,126.2621,130.076
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,1194.0,1225.1,1280.1,1342.1,1526.1,1732.1,1956.1,2073.1001,2146.5845,2143.2893,2045.3947,2027.3251,2061.635,2072.3918,2083.3242,2100.0774,2119.3311,2125.7598,2131.8491,2139.5613,2149.1541,2175.8398,2200.0566,2225.1885,2250.9856,2277.2898,2293.7163,2309.8201,2325.7446,2341.553,2367.9023,2382.8057,2385.0042,2387.3411,2389.5303,2392.5967,2396.6223,2401.6953,2406.9165,2412.7478,2418.9597,2425.616,2435.792,2446.5764,2457.3843,2468.7571,2476.6846,2480.6833,2483.3967,2485.3479,2487.1204
5 Non-ferrous metals,0.0,0.0979,0.0979,0.0986,0.0826,0.0969,0.096,0.0944,0.0937,0.0939,0.0936,0.0939,0.0942,0.0942,0.0944,0.0946,0.0947,0.0949,0.0951,0.0953,0.0954,0.0956,0.0957,0.0958,0.0959,0.096,0.096,0.0961,0.0962,0.0962,0.0963,0.0964,0.0964,0.0965,0.0965,0.0966,0.0967,0.0967,0.0968,0.0968,0.0969,0.0969,0.097,0.097,0.097,0.097,0.097,0.0969,0.0969,0.0968,0.0967
6 Chemicals,1275.0001,1236.8381,1325.8448,1384.8444,1623.8387,1623.8617,1834.8472,1994.8392,2053.8589,2140.6936,2140.6838,2292.219,2404.0054,2493.283,2596.302,2696.4609,2770.0532,2842.7854,2920.7271,3000.2476,3083.7522,3156.2078,3231.1465,3307.6729,3386.2065,3466.6533,3540.4353,3615.9675,3692.771,3771.2249,3851.1257,3933.0688,4016.6101,4102.521,4192.3608,4284.937,4378.813,4474.3652,4571.7842,4671.4404,4772.9131,4876.2695,4981.5117,5089.375,5198.8892,5311.2993,5425.9658,5543.771,5663.0596,5785.9053,5910.5762
7 Non-metallics nes,660.0,1595.989,1729.9811,1861.9747,2128.9578,2082.9829,2162.9663,2293.9714,1873.9856,1953.213,1953.2075,2234.6208,2305.4485,2351.7463,2420.5552,2493.1426,2545.1592,2599.7627,2663.8523,2732.9995,2807.5212,2877.1462,2947.7332,3016.9231,3089.1008,3161.7681,3228.4626,3296.2209,3366.0449,3433.394,3502.8145,3575.791,3648.7891,3722.6934,3809.3042,3897.5884,3986.3965,4077.5432,4172.1333,4269.3374,4368.0723,4470.5742,4577.3125,4683.4258,4792.9468,4906.5923,5024.3452,5142.124,5266.269,5392.96,5527.4702
8 Ore-extra.(non-energy),15.0,16.046,53.9882,55.0027,57.0085,347.7801,402.7148,412.8022,680.711,709.4938,709.4775,759.5807,790.0324,820.5198,854.1453,888.7696,913.2289,938.6265,965.104,992.2192,1020.0755,1044.474,1069.313,1094.5955,1120.66,1147.4387,1171.9783,1197.0441,1222.8752,1249.0415,1275.8864,1303.3658,1331.5349,1360.4299,1390.5177,1421.0846,1451.9221,1483.3564,1515.2906,1547.7863,1581.0625,1615.095,1649.9467,1685.4651,1721.8486,1758.9313,1797.0935,1835.8534,1875.564,1916.0195,1957.5068
"9 Food, drink & tob.",1722.0,1806.9021,1980.8903,2073.8901,2397.8894,2473.9155,2682.9048,2790.9053,3452.8455,3598.8245,3598.8213,3901.0273,4014.6265,4162.1289,4331.6577,4513.0635,4641.3535,4772.541,4907.8315,5047.0059,5188.5952,5311.8877,5435.7871,5563.1318,5694.1431,5827.5908,5950.3862,6075.9819,6207.4707,6341.0332,6478.564,6619.7847,6763.792,6910.4126,7065.5552,7221.3198,7379.4414,7540.7339,7704.3267,7870.6069,8040.5635,8215.0645,8393.7412,8574.5039,8760.0869,8951.2705,9147.5771,9346.9326,9551.8486,9761.1641,9975.5957
"10 Tex., cloth. & footw.",1154.9999,1121.6586,1160.6519,1226.6757,1415.6682,1533.8566,1512.8641,1625.8452,2437.5698,2540.6367,2540.626,2749.5537,2846.6169,2965.303,3086.9844,3214.0903,3302.7219,3393.2261,3487.1401,3584.502,3684.6672,3771.9951,3861.1187,3952.0662,4045.6328,4142.1611,4230.1636,4319.9541,4412.2949,4505.0537,4600.6118,4698.7124,4798.6704,4900.9399,5009.7388,5119.1265,5231.3423,5346.0571,5463.0347,5582.7222,5705.2236,5830.0654,5958.8091,6089.6543,6223.2676,6360.6348,6500.3291,6643.3862,6789.9751,6938.9316,7091.644
