,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,0.0021,0.028,0.0037,0.0101,0.0,0.0021,0.0139,0.0124,0.0152,0.0122,0.0112,0.0104,0.01,0.0098,0.0097,0.0095,0.0095,0.0095,0.0094,0.0089,0.0083,0.0076,0.0068,0.006,0.0053,0.0045,0.0039,0.0034,0.0029,0.0026,0.0023,0.0021,0.0019,0.0018,0.0017,0.0017,0.0016,0.0017,0.0017,0.0017,0.0018,0.0018,0.0018,0.0019,0.0019,0.0019,0.002,0.002
3 Coal,0.0,0.0,0.0,0.0309,0.0588,0.0155,0.0395,0.0,0.0152,0.0489,0.0463,0.05,0.0485,0.0481,0.0473,0.0463,0.0454,0.0442,0.0428,0.0413,0.0396,0.0382,0.0363,0.0343,0.0322,0.0301,0.0279,0.0258,0.0238,0.0219,0.0201,0.0185,0.017,0.0157,0.0145,0.0134,0.0125,0.0116,0.0108,0.0101,0.0095,0.0089,0.0084,0.0079,0.0075,0.0071,0.0067,0.0064,0.0061,0.0057,0.0055
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 IGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 CCGT,0.0,0.0,0.0,0.0935,0.0837,0.0581,0.0823,0.0528,0.0691,0.0527,0.0524,0.0456,0.0474,0.0461,0.0447,0.0433,0.0419,0.0405,0.039,0.0376,0.0362,0.035,0.0333,0.0313,0.0293,0.0272,0.025,0.023,0.021,0.0191,0.0174,0.0158,0.0144,0.0131,0.012,0.011,0.0101,0.0093,0.0086,0.008,0.0074,0.0069,0.0065,0.0061,0.0057,0.0054,0.0051,0.0048,0.0045,0.0043,0.004
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0044,0.0414,0.0376,0.0431,0.0403,0.0402,0.0399,0.0397,0.0397,0.0393,0.0389,0.0384,0.0376,0.0371,0.036,0.0348,0.0334,0.032,0.0305,0.029,0.0276,0.0263,0.0251,0.0239,0.0229,0.0221,0.0212,0.0205,0.0199,0.0194,0.0189,0.0184,0.0181,0.0177,0.0174,0.0172,0.0169,0.0166,0.0164,0.0162,0.016,0.0158,0.0156
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
