,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,18.0,18.0116,19.0115,17.0228,15.0276,11.0427,10.055,10.0426,11.0349,11.056,11.0771,11.1984,11.2847,11.4312,11.557,11.6893,12.0445,12.3828,12.7626,13.1361,13.537,13.5857,13.5936,13.6043,13.6027,13.5986,13.6919,13.8057,13.9329,14.0315,14.1715,14.3534,14.5137,14.6859,14.8472,14.993,15.1274,15.2646,15.3919,15.5175,15.6392,15.7889,15.9309,16.0758,16.2238,16.3798,16.5107,16.658,16.8012,16.9478,17.1018
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,0.0,0.0509,0.0509,0.0509,0.0509,0.0792,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.01,0.01,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0098
5 Non-ferrous metals,63.0,63.9515,63.9621,63.9573,63.954,66.9599,67.9509,67.9512,70.9471,69.1674,67.4323,68.1769,68.7021,69.5483,70.2149,70.7784,71.8905,73.0359,74.3613,75.7569,77.2728,77.1119,76.864,76.4934,75.9954,75.6585,74.4147,73.3813,72.4479,70.9223,70.8335,70.8652,70.6819,70.2299,69.7644,69.259,68.9526,68.7121,68.5286,68.3239,68.1352,68.1831,68.2106,68.2331,68.2345,68.2713,68.2143,68.168,68.1006,68.0174,67.9491
6 Chemicals,142.0,147.4257,142.4168,144.4133,146.4129,153.4156,158.4105,160.4046,170.411,180.2777,190.7142,190.4145,189.6536,189.2827,188.8778,188.463,194.5948,200.8806,207.5265,214.3747,221.4859,219.6305,217.46,215.3673,213.0479,210.4847,209.984,209.3426,208.9445,208.7317,208.5319,208.7946,208.9234,209.1954,209.4714,209.6709,210.6789,211.7395,212.7078,213.7445,214.6816,216.1148,217.52,218.946,220.3658,221.8548,222.9537,224.1243,225.2584,226.3791,227.5372
7 Non-metallics nes,50.0,51.9138,49.9356,50.9266,50.9529,53.9536,55.9562,55.9605,59.958,60.3768,60.7984,62.3064,63.6834,65.242,66.9453,68.7258,72.117,75.6493,79.4957,83.5738,87.9436,88.2333,88.1986,89.0858,88.886,87.6444,87.55,86.4719,86.9148,88.4282,89.7621,90.1505,90.3231,90.7077,91.2192,91.5978,91.4528,91.2872,91.0611,90.8767,90.6963,90.6264,90.5202,90.3896,90.2432,90.1767,90.3964,90.645,90.8687,91.0637,91.2945
8 Ore-extra.(non-energy),56.0,58.5507,55.5502,56.5247,57.5092,60.4901,62.4583,62.4583,66.4598,66.5872,66.7149,65.0722,65.7348,66.2529,66.5817,66.9095,68.5415,70.225,72.1522,74.1526,76.3086,76.6233,76.627,76.8038,76.7683,76.5229,76.9215,77.1475,77.6203,78.2399,78.8379,79.5649,80.1542,80.9297,81.6824,82.4014,83.2323,84.0929,84.8435,85.7098,86.4397,87.4597,88.4281,89.4262,90.4139,91.4697,92.3009,93.2705,94.179,95.0745,96.0355
"9 Food, drink & tob.",167.0,173.6796,167.6563,169.6597,171.6566,179.6689,185.6594,187.6661,199.6645,197.8024,195.9591,200.5528,204.4342,209.1059,213.5765,218.4225,226.3065,234.5761,243.4577,252.911,262.035,260.9404,260.0052,229.347,231.1788,240.4643,247.5015,296.0581,289.463,268.5174,249.5387,244.1822,243.0218,244.4854,246.2593,248.1826,251.5815,255.065,258.5067,261.9871,265.3773,269.0567,272.7003,276.3314,279.9675,283.6926,287.5148,291.3823,295.2845,299.209,303.1912
"10 Tex., cloth. & footw.",10.0,9.5007,9.5156,9.5319,9.5319,10.5065,10.3113,10.3113,11.2933,11.2443,11.1959,10.8298,10.4424,10.0957,9.7575,9.43,9.4388,9.4456,9.4633,9.4793,9.4995,9.048,8.5991,8.1738,7.7578,7.3513,7.144,6.9386,6.7513,6.5769,6.4076,6.3198,6.2264,6.1397,6.0535,5.9656,5.9266,5.889,5.8483,5.8109,5.7708,5.7628,5.7541,5.7454,5.7357,5.7284,5.7127,5.7003,5.6866,5.6716,5.6587
