,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5 Non-ferrous metals,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6 Chemicals,3.0,2.3029,2.3029,2.3029,3.2485,3.2485,3.2485,3.2485,3.2485,3.2169,3.1856,3.2505,3.3166,3.3843,3.4531,3.5233,3.5561,3.5893,3.6231,3.6571,3.6915,3.7063,3.7211,3.7359,3.7509,3.7659,3.7891,3.8124,3.8358,3.8594,3.883,3.9068,3.9307,3.9548,3.979,4.0033,4.0215,4.0399,4.0583,4.0768,4.0953,4.1179,4.1405,4.1633,4.1861,4.2091,4.2282,4.2474,4.2666,4.2859,4.3053
7 Non-metallics nes,1.0,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.5391,0.5189,0.5216,0.5243,0.527,0.5297,0.5325,0.5559,0.5804,0.6058,0.6324,0.66,0.6861,0.7132,0.7413,0.7704,0.8005,0.851,0.9045,0.961,1.0209,1.0841,1.1228,1.1627,1.2039,1.2465,1.2905,1.3219,1.3541,1.387,1.4206,1.455,1.468,1.4811,1.4944,1.5077,1.5212,1.5312,1.5414,1.5516,1.5618,1.5722
8 Ore-extra.(non-energy),0.0,0.01,0.01,0.0509,0.0509,0.0509,0.0509,0.0509,0.0509,0.0499,0.049,0.0502,0.0515,0.0529,0.0545,0.0562,0.0564,0.0568,0.0573,0.0578,0.0584,0.058,0.0577,0.0574,0.0571,0.0568,0.0567,0.0566,0.0565,0.0564,0.0563,0.0562,0.0561,0.0561,0.056,0.0559,0.0556,0.0553,0.055,0.0547,0.0543,0.0543,0.0542,0.0542,0.0542,0.0541,0.054,0.0538,0.0536,0.0535,0.0533
"9 Food, drink & tob.",5.0,4.2116,4.2116,4.2116,4.2116,4.2116,4.2116,5.185,5.185,5.1922,5.1994,5.0933,4.9892,4.8871,4.7868,4.6884,4.7098,4.7314,4.753,4.7747,4.7965,5.0949,5.4105,5.7437,6.0961,6.468,6.5881,6.7102,6.8345,6.9608,7.0893,7.1905,7.293,7.3969,7.5021,7.6087,7.6692,7.7301,7.7913,7.8531,7.9153,7.9516,7.988,8.0246,8.0613,8.0982,8.1308,8.1635,8.1963,8.2292,8.2623
"10 Tex., cloth. & footw.",4.0,3.2485,3.2485,2.3029,2.3029,2.3029,1.3912,2.3029,2.3029,2.2417,2.1821,2.0958,2.0125,1.9324,1.8551,1.7808,1.7638,1.747,1.7303,1.7137,1.6973,1.6719,1.6468,1.622,1.5976,1.5734,1.569,1.5646,1.5602,1.5558,1.5514,1.5532,1.555,1.5568,1.5587,1.5605,1.5598,1.5592,1.5586,1.5579,1.5573,1.5556,1.5539,1.5522,1.5505,1.5488,1.5458,1.5429,1.54,1.5371,1.5342
11 Paper & pulp,2.0,1.3912,1.3912,1.3912,1.3912,1.3912,1.3912,1.3912,1.3912,1.3145,1.2417,1.2604,1.2794,1.2986,1.3181,1.3379,1.3899,1.4438,1.4995,1.5573,1.617,1.6423,1.6679,1.6939,1.7202,1.7469,1.7686,1.7906,1.8129,1.8354,1.8581,1.8804,1.9029,1.9256,1.9486,1.9718,1.987,2.0024,2.0179,2.0335,2.0492,2.0561,2.063,2.0699,2.0769,2.0839,2.0897,2.0956,2.1016,2.1075,2.1134
12 Engineering etc,10.0,9.1261,9.1261,10.1174,11.11,11.11,10.1174,11.11,11.11,11.3642,11.6239,11.8101,11.9991,12.191,12.3857,12.5833,13.0549,13.5432,14.0486,14.5718,15.1148,15.6883,16.2824,16.8978,17.5353,18.1956,18.8048,19.4334,20.082,20.7514,21.4421,21.8896,22.346,22.8138,23.2911,23.7779,24.1382,24.5036,24.8743,25.2505,25.6321,25.9232,26.2176,26.5151,26.8159,27.1199,27.4049,27.6926,27.9833,28.2769,28.5735
13 Other industry,7.0,7.4839,6.6542,6.7695,6.8073,6.7957,7.7661,8.7249,10.6046,10.8256,11.0509,11.2151,11.3917,11.5682,11.747,11.9284,12.0843,12.2407,12.4027,12.5643,12.7299,13.2159,13.7105,14.2254,14.7665,15.3313,15.7309,16.1321,16.5504,16.9831,17.4205,17.8591,18.309,18.7694,19.2408,19.724,19.9994,20.2778,20.5652,20.8499,21.1318,21.3485,21.5684,21.7975,22.0275,22.2575,22.3978,22.5341,22.671,22.8059,22.9588
14 Construction,1.0,0.56,1.3912,1.56,1.56,1.56,1.56,1.56,1.56,1.5892,1.6198,1.6546,1.6907,1.7284,1.7678,1.8091,1.837,1.8662,1.8964,1.9273,1.9591,2.0383,2.1212,2.2077,2.298,2.3922,2.4595,2.5285,2.5999,2.6732,2.7486,2.8228,2.899,2.9773,3.0576,3.1402,3.1865,3.2336,3.2813,3.33,3.3793,3.4161,3.4533,3.4908,3.5287,3.5673,3.5915,3.6161,3.6409,3.6657,3.6909
15 Rail transport,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
16 Road transport,0.0,0.1,0.0073,0.0191,0.0322,0.0591,0.1001,0.2372,0.4883,0.7088,0.9458,1.2918,1.6561,2.11,2.6397,3.2988,3.8928,4.5858,5.2989,6.0955,6.9818,7.842,8.6324,9.4339,10.2436,11.053,11.8425,12.6164,13.3839,14.1496,14.8312,15.4583,16.0941,16.7427,17.3499,17.9631,18.3006,18.6732,18.9967,19.284,19.5257,19.8736,20.179,20.4435,20.6679,20.8525,20.9617,21.0296,21.0587,21.0511,21.009
