,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,0.0,0.0999,0.0999,0.0998,0.0998,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.0999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.1002
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,6.0,7.1,7.1,8.1,8.1,8.1,7.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 Non-ferrous metals,105.0,98.1016,102.0987,108.0946,114.091,127.0292,114.0302,129.0291,137.0286,140.5027,140.5027,146.1528,149.8985,153.7211,157.6814,161.6718,165.8477,170.0993,174.4467,178.9044,183.4422,188.5245,193.7548,199.1084,204.6348,210.247,216.5348,222.9804,229.6519,236.593,243.7562,251.3144,259.2057,267.4247,275.8501,284.3555,292.7605,301.5015,310.2845,319.266,328.5987,338.1393,347.9861,358.0152,368.3876,379.0598,390.0981,401.4224,413.2101,425.4174,437.9702
6 Chemicals,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
7 Non-metallics nes,10.0,9.3824,10.36,11.3402,11.3402,11.3402,10.36,11.3402,12.3226,12.6486,12.6375,13.1592,13.4983,13.8521,14.2232,14.6046,14.994,15.3901,15.7918,16.2034,16.6241,17.0983,17.5862,18.0888,18.6032,19.1318,19.7149,20.3142,20.9325,21.5658,22.2162,22.8811,23.5587,24.253,24.9678,25.6915,26.4747,27.31,28.1794,29.0694,29.9759,30.8938,31.8186,32.7246,33.6564,34.6507,35.7049,36.7991,37.918,39.0547,40.2131
8 Ore-extra.(non-energy),42.0,25.0637,26.0621,27.0607,29.0581,51.0423,46.0446,52.0419,55.0408,56.4501,56.4501,58.7219,60.2344,61.73,63.2593,64.8342,66.4597,68.1622,69.7919,71.6003,73.3627,75.6136,77.7732,79.9667,82.3319,84.6937,87.3347,90.0869,92.8568,95.7572,98.5796,101.5387,104.5158,107.616,110.9699,114.5542,118.4367,122.2398,126.311,130.4753,134.4353,138.6106,142.8788,147.4171,151.651,156.3695,160.9189,165.8909,170.4527,175.343,180.1206
"9 Food, drink & tob.",14.0,14.0933,15.0891,16.0853,17.0819,16.0853,14.0933,16.0853,18.0788,18.5558,18.5558,19.3345,19.823,20.3245,20.8556,21.4107,21.9741,22.5297,23.0739,23.6365,24.2299,24.9219,25.6594,26.4399,27.2399,28.0432,28.9046,29.771,30.6804,31.6323,32.593,33.5459,34.4662,35.3734,36.292,37.2452,38.2353,39.3459,40.5945,41.9462,43.3482,44.7271,46.0508,47.3368,48.5519,49.7946,51.0826,52.4739,53.9827,55.619,57.3851
"10 Tex., cloth. & footw.",2.0,1.3912,1.3912,1.3912,1.3912,1.3912,1.3912,2.3029,2.3029,2.3734,2.3734,2.4886,2.5643,2.642,2.7219,2.8038,2.8889,2.9763,3.0661,3.1585,3.2534,3.3595,3.4687,3.581,3.6966,3.8158,3.9471,4.0824,4.222,4.3657,4.5143,4.6674,4.8251,4.9876,5.1551,5.3276,5.5059,5.6895,5.8787,6.0736,6.2744,6.4812,6.6942,6.9142,7.1409,7.3743,7.6147,7.8624,8.1174,8.38,8.6504
11 Paper & pulp,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
12 Engineering etc,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
13 Other industry,60.0,61.7093,64.707,68.7057,72.7066,72.5369,65.568,73.545,78.5312,80.5197,80.5024,83.7417,85.8539,88.0185,90.2404,92.5172,94.8782,97.3011,99.7851,102.3304,104.9426,107.8551,110.8504,113.93,117.0904,120.3388,123.9077,127.5828,131.3654,135.2629,139.2722,143.3983,147.6452,152.0094,156.4968,161.1212,165.8652,170.7959,175.8754,181.1193,186.5156,192.0755,197.7865,203.6525,209.6431,215.8153,222.1811,228.7393,235.4836,242.4287,249.5808
14 Construction,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
15 Rail transport,0.0,0.0941,0.0944,0.0947,0.0949,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
