,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,484.0,563.0748,612.0714,654.0724,593.0325,612.0144,608.0305,574.0349,755.0176,756.9774,756.9737,782.8311,770.9318,782.122,778.9908,785.3021,788.0012,793.6568,797.4888,802.225,806.4529,813.1041,819.086,825.5027,831.836,838.2649,853.1476,868.4254,883.6154,899.1118,914.5576,930.2466,946.314,962.5707,978.9989,995.6914,1012.5996,1029.7015,1047.4572,1064.9716,1083.5422,1101.9204,1120.868,1140.2937,1159.8048,1179.9551,1200.3466,1221.1841,1242.2865,1263.7314,1285.4912
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,2239.0,1784.1,1947.1,1916.1,1944.1,1873.1,2167.1001,1926.1,2031.2053,2072.7605,2004.1036,1992.8872,2086.5007,2133.0149,2188.146,2251.8945,2318.6772,2370.2129,2422.8147,2475.1785,2542.6938,2646.491,2740.0784,2837.0793,2939.3972,3046.0828,3155.3145,3268.0405,3385.9309,3509.8594,3673.0718,3811.5286,3918.6519,4033.6729,4156.021,4286.1982,4423.5361,4568.0386,4721.1338,4880.1465,5044.9077,5217.9458,5399.4644,5589.7998,5789.2285,5998.1738,6217.314,6446.0513,6686.5571,6939.0366,7202.5591
5 Non-ferrous metals,59.0,103.9992,107.9774,113.9923,656.6544,705.7974,759.8063,1027.7361,1134.6565,1151.7584,1151.743,1191.548,1196.6221,1205.0853,1206.4841,1210.6702,1200.2328,1189.7539,1171.9911,1149.9941,1118.0696,1076.2323,1027.0521,973.81,916.1343,859.4687,809.3124,769.8475,743.7734,733.6155,737.0228,751.4266,772.7734,798.5911,826.2773,854.7976,883.4175,912.0336,940.1138,967.1197,992.5139,1015.81,1036.3622,1054.4218,1069.734,1082.8838,1094.4852,1105.2197,1115.4305,1125.6412,1136.2545
6 Chemicals,238.0,291.7294,258.7463,256.7585,290.6902,249.7986,192.8631,257.8507,288.819,293.1727,293.1643,303.601,296.251,303.7025,308.5274,316.1698,318.1501,320.1835,321.7296,323.6606,325.698,327.8053,329.7593,331.6679,333.4774,335.33,337.5146,339.7169,341.7628,343.8782,345.8992,347.9263,350.1326,352.4563,354.6805,356.8237,358.8982,360.8545,363.2788,365.1778,367.5502,369.7129,371.9456,374.3673,376.6021,378.9299,381.1372,383.4307,385.7355,388.0692,390.2295
7 Non-metallics nes,111.441,117.2896,124.1604,130.985,138.7292,151.9814,123.9757,136.0084,141.9987,144.1379,144.1323,148.9567,149.6549,152.5605,155.1148,158.2061,159.4434,160.6823,161.7292,162.9224,164.1255,165.07,165.9441,166.7401,167.5074,168.2851,169.3056,170.3134,171.3234,172.3435,173.3906,174.4745,175.5907,176.737,177.8892,179.0871,180.2915,181.4923,182.7104,183.906,185.1031,186.3143,187.5632,188.781,189.9618,191.1673,192.3622,193.6036,194.8132,196.0574,197.2885
8 Ore-extra.(non-energy),382.0,511.8691,481.8934,550.8464,570.8228,502.7976,440.9348,502.9349,547.8375,556.0944,556.0844,574.9437,577.0834,587.1951,593.2729,602.3603,605.7319,610.1602,613.8785,618.0215,621.9283,624.7897,627.7063,630.8361,634.0103,637.4106,641.73,646.2469,650.5835,654.9993,659.3909,663.8082,668.3943,672.9908,677.6488,682.4001,687.1149,691.9503,696.5768,701.3282,706.017,710.6193,715.1538,719.687,724.1886,728.7569,733.2584,737.9341,742.5535,747.2435,751.9525
"9 Food, drink & tob.",139.0,32.9859,108.8855,110.8791,92.9033,113.918,118.8752,107.8981,137.8552,139.9337,139.9266,144.732,142.4157,145.4708,148.4187,152.1765,154.2219,155.7196,156.7144,157.373,157.7007,159.8501,161.5273,162.8608,163.9109,164.5236,164.706,164.1703,162.8927,160.9746,158.6928,156.7512,155.9826,156.4198,158.1791,161.1154,164.8049,168.8117,172.7532,176.2226,179.1602,181.4568,183.1893,184.5734,185.6312,186.3999,187.0902,187.6588,188.2007,188.7136,189.2732
"10 Tex., cloth. & footw.",1.0,4.7121,7.6669,6.6267,6.7204,11.5367,10.703,10.6749,11.6525,11.8315,11.8229,12.2293,12.3529,12.4559,12.5016,12.7713,12.8538,12.9968,13.0296,13.1378,13.2083,13.2795,13.3278,13.4011,13.4623,13.5501,13.6511,13.755,13.8399,13.9305,14.0118,14.0969,14.1742,14.2479,14.3206,14.396,14.4771,14.5692,14.6729,14.792,14.9113,15.0312,15.1477,15.26,15.3621,15.462,15.5543,15.6492,15.7328,15.8236,15.9116
11 Paper & pulp,2.0,3.8911,5.816,4.9389,4.9389,6.9183,7.9257,8.9117,9.887,10.0367,10.0312,10.3821,10.3633,10.5573,10.5806,10.8027,10.7961,10.926,10.9595,11.0726,11.1179,11.1895,11.2256,11.2962,11.3371,11.4141,11.4751,11.5668,11.6115,11.6758,11.718,11.7824,11.835,11.9065,11.9751,12.0528,12.1277,12.2085,12.2907,12.3678,12.4487,12.5255,12.6064,12.6815,12.7546,12.8278,12.9005,12.9694,13.0404,13.107,13.1702
12 Engineering etc,34.0,36.841,41.7517,39.7848,33.843,129.5876,44.8188,57.7155,59.7457,60.6484,60.639,62.6872,62.8011,63.9389,64.5605,65.6394,65.9982,66.5348,66.9543,67.4182,67.8182,68.1116,68.4473,68.8285,69.2198,69.5934,70.0452,70.4399,70.7764,71.0681,71.3215,71.5561,71.8096,72.1239,72.5018,72.981,73.538,74.1692,74.8438,75.5339,76.2164,76.8671,77.4732,78.0272,78.5453,79.0372,79.5031,79.9499,80.4008,80.8495,81.299
13 Other industry,317.0,1006.9962,1150.9548,765.0297,2.0995,1.0992,1.099,1.0992,1.0982,1.1133,1.1132,1.1469,1.1589,1.1821,1.1965,1.2158,1.2216,1.2294,1.2353,1.2433,1.2513,1.2582,1.265,1.2723,1.2798,1.2874,1.2964,1.3054,1.3141,1.3226,1.3301,1.3368,1.3421,1.3466,1.3506,1.3551,1.3607,1.368,1.377,1.3872,1.3981,1.4091,1.4197,1.4294,1.4385,1.4469,1.455,1.4629,1.4709,1.4792,1.4879
14 Construction,39.0,35.9679,113.7065,40.8703,44.0163,48.0706,39.0811,55.0304,48.0355,48.7585,48.7551,50.4639,49.3737,50.4519,50.5347,51.4701,51.6061,52.0229,52.2807,52.6637,52.992,53.34,53.6523,53.9904,54.3334,54.6895,55.0701,55.4148,55.7009,55.9839,56.2597,56.5581,56.8853,57.2513,57.6137,57.9897,58.3645,58.7367,59.1146,59.4773,59.8322,60.1792,60.5299,60.8961,61.2412,61.612,61.9699,62.3373,62.6939,63.0675,63.4233
