,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,590.0,589.9993,686.9856,674.9867,659.9922,697.9922,714.9868,771.9816,851.9714,843.9083,843.9037,874.7007,864.4175,856.655,848.0752,841.4049,831.2112,845.3137,868.6875,867.4769,872.4608,832.2241,874.4938,870.7338,873.4385,872.9487,876.632,880.7585,884.2626,893.4033,895.459,899.282,902.2157,909.8393,912.5662,915.7206,919.3239,923.5746,927.7194,931.9439,936.6062,941.0954,945.6131,950.0931,954.5271,958.9426,963.4001,967.7904,972.2274,976.6377,980.9958
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,402.0,443.1,434.1,432.1,454.1,434.1,445.1,477.1,472.9687,481.0037,466.0386,462.3022,477.0576,481.9791,486.4819,489.4074,491.7149,492.6454,493.4351,494.2989,495.2004,494.9644,494.3294,493.671,492.8802,492.2961,492.179,492.446,493.5473,494.848,497.3651,499.4683,499.9413,500.4761,501.1653,501.5275,502.3582,503.1942,504.2873,505.5016,507.0528,508.4163,509.9064,511.3368,512.7053,513.7938,514.9584,516.0281,517.1085,518.0966,519.16
5 Non-ferrous metals,1606.0,1614.0712,1635.0615,1653.0577,1690.0577,1752.0525,1784.0547,1790.056,1861.0562,1867.375,1867.3729,1929.1713,1938.6923,1949.6088,1962.5682,1971.765,1976.7601,1978.6617,1980.7125,1982.2676,1986.1565,1987.9326,1988.9307,1989.6758,1990.1681,1991.8604,1999.8373,2010.5995,2021.7812,2032.8782,2041.2332,2045.8247,2048.9485,2051.9075,2055.4065,2060.6812,2069.5146,2079.6567,2091.2451,2102.7117,2114.491,2123.7793,2131.1646,2136.5361,2140.0479,2141.998,2143.2322,2143.8821,2145.4358,2147.4497,2150.5466
6 Chemicals,672.0,660.5987,623.6179,621.6163,657.6135,672.6115,665.5909,640.5998,656.6028,658.8316,658.8182,690.6707,687.9539,692.3731,694.1025,704.5062,703.5857,697.5194,701.7682,704.5993,714.0109,712.8223,711.2684,712.8188,712.934,713.6121,715.1932,717.2117,717.681,720.0264,723.3159,725.5709,723.0807,724.4892,726.471,731.0234,733.497,736.4,738.2585,740.5871,741.7402,743.3323,745.2039,746.4319,747.5705,748.9779,749.1912,752.2884,752.6578,753.973,755.4401
7 Non-metallics nes,74.0,74.8704,71.8814,76.8707,78.8421,80.8323,74.8483,80.8506,83.8428,84.128,84.121,86.5448,86.7049,87.8566,88.9889,85.8293,89.2349,95.9427,93.416,90.4792,85.5343,90.6294,93.8238,94.3132,93.5069,92.75,92.5063,92.501,94.1836,93.9323,93.7184,93.3806,95.4328,94.7136,92.9522,92.3638,92.6475,92.8903,93.1703,93.8145,94.2449,94.5215,94.7864,94.9655,95.1324,95.3727,95.4277,95.772,95.8723,96.0313,96.2483
8 Ore-extra.(non-energy),48.0,51.6645,48.673,49.6812,49.6343,45.6858,35.703,34.675,33.7361,33.8509,33.8355,35.2552,35.1288,35.3049,35.4478,35.5701,35.6237,35.7212,35.8359,35.9139,36.0123,36.0723,36.0917,36.1509,36.1924,36.2367,36.3409,36.4463,36.6197,36.7435,36.8919,37.0383,37.1983,37.2786,37.338,37.536,37.6632,37.7641,37.8568,37.9942,38.0717,38.1609,38.2716,38.3488,38.4189,38.5155,38.5509,38.7142,38.7497,38.8277,38.93
"9 Food, drink & tob.",234.0,226.4467,216.4787,222.4459,226.4117,231.4249,248.3773,254.4428,256.4131,257.2847,257.2732,268.2767,266.1956,268.6244,269.0379,270.1087,270.6179,271.414,272.0369,272.8376,273.4406,274.2892,273.5702,274.498,274.5229,274.9044,275.6076,276.3363,277.7486,278.5337,279.858,281.096,282.5652,283.1058,283.7537,285.5359,286.4327,287.4683,288.4455,289.9908,290.9309,292.2896,293.7544,294.9583,296.3221,297.8677,298.8272,301.0508,301.7314,303.2175,304.5971
"10 Tex., cloth. & footw.",7.0,7.4013,7.3916,6.4154,6.4154,7.383,5.4541,5.3839,5.2966,5.3162,5.3128,5.5207,5.5476,5.5678,5.5863,5.5955,5.6035,5.6156,5.6287,5.6404,5.6509,5.6566,5.657,5.6629,5.6698,5.6783,5.7045,5.7355,5.7751,5.8172,5.8673,5.9032,5.945,5.986,6.0265,6.0783,6.1348,6.197,6.2555,6.304,6.3545,6.3833,6.4051,6.4181,6.4171,6.4037,6.3789,6.3501,6.3193,6.2819,6.2512
