Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
14 Biogas + CCS,0.0,0.0,0.0,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-5.8389,-7.3864,-7.7601,-8.0789,-10.036736863979375,-10.89428248530583,-11.79062810663229,-12.700573727958746,-13.612019349285205,-14.539764970611662,-15.47211059193812,-16.42825621326458,-17.264101834591038,-18.058247455917495,-18.85419307724395,-19.65483869857041,-20.468384319896867,-20.742284319896868,-21.022384319896865,-21.317284319896867,-21.616784319896865,-21.92148431989687,-22.245584319896867,-22.58008431989687,-22.94178431989687,-23.286784319896867,-23.633484319896866,-23.982984319896865,-24.327084319896866,-24.690984319896867,-25.054084319896866,-25.430484319896866,-24.989684319896867,-24.556884319896866,-24.136484319896866,-23.725984319896867,-23.320284319896867,-22.920984319896867,-22.533784319896867,-22.158284319896865,-21.79648431989687,-21.447184319896866
15 Tidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16 Large Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17 Onshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 Offshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 Wave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Fuel Cells,0.0,0.0,0.0,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,5.5737,7.0509,7.4076,7.712,9.58085720702044,10.399509609360585,11.255062011700732,12.123714414040878,12.993766816381024,13.879319218721172,14.769371621061318,15.682024023401464,16.47997642574161,17.238028828081756,17.9977812304219,18.76213363276205,19.538686035102195,19.800186035102193,20.067586035102195,20.349086035102196,20.634886035102195,20.925786035102192,21.235086035102192,21.554486035102194,21.899786035102196,22.229086035102192,22.55998603510219,22.893686035102192,23.222186035102194,23.569486035102194,23.916086035102197,24.275386035102194,23.854586035102194,23.441486035102194,23.040086035102192,22.64838603510219,22.261086035102196,21.879886035102196,21.510286035102194,21.151786035102194,20.806486035102196,20.472986035102196
24 CHP,0.0,0.0,0.0,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,5.5737,7.0509,7.4076,7.712,9.58085720702044,10.399509609360585,11.255062011700732,12.123714414040878,12.993766816381024,13.879319218721172,14.769371621061318,15.682024023401464,16.47997642574161,17.238028828081756,17.9977812304219,18.76213363276205,19.538686035102195,19.800186035102193,20.067586035102195,20.349086035102196,20.634886035102195,20.925786035102192,21.235086035102192,21.554486035102194,21.899786035102196,22.229086035102192,22.55998603510219,22.893686035102192,23.222186035102194,23.569486035102194,23.916086035102197,24.275386035102194,23.854586035102194,23.441486035102194,23.040086035102192,22.64838603510219,22.261086035102196,21.879886035102196,21.510286035102194,21.151786035102194,20.806486035102196,20.472986035102196
