,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,1363.0001,1300.0741,1306.0747,1348.074,1292.0736,1304.0736,1315.0729,1329.0715,1321.0717,1307.2809,1307.2797,1346.4928,1332.6947,1319.3312,1306.2877,1293.14,1303.0646,1312.8392,1322.4265,1332.2163,1341.7288,1342.1404,1342.3905,1342.7478,1343.2275,1343.5295,1343.5571,1343.5586,1343.4312,1343.489,1343.3846,1343.076,1342.856,1342.3956,1341.8915,1341.573,1340.7467,1340.1578,1339.4264,1338.796,1338.1891,1337.5153,1336.9094,1336.1755,1335.5055,1334.7452,1333.8792,1333.1039,1332.1161,1331.0127,1329.7615
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,6173.0,6082.1001,6130.1001,6282.1001,6242.1001,5991.1001,6004.1001,6091.1001,6189.5962,5943.1353,5605.3613,5459.2808,5409.5498,5332.5127,5264.2495,5226.3423,5194.1997,5152.7012,5122.8262,5101.4292,5115.2314,5129.7739,5120.1992,5116.7148,5118.6689,5126.7822,5139.8438,5157.7622,5179.2373,5203.5259,5275.9531,5353.894,5381.0029,5413.1221,5449.5381,5489.7437,5533.2822,5579.625,5628.5566,5679.7046,5733.1162,5788.6196,5846.2734,5906.0688,5967.8125,6031.3804,6096.8921,6164.1196,6233.1348,6303.8242,6376.0635
5 Non-ferrous metals,1253.0,1140.58,1293.5555,1128.5833,1060.5918,1030.572,1078.5862,1114.5479,1106.5415,1099.2338,1099.2208,1132.1846,1125.3802,1118.9813,1112.2194,1105.9016,1100.3885,1094.8218,1089.2009,1083.5203,1077.6821,1071.2401,1064.5187,1057.5598,1050.0747,1042.4138,1036.3237,1030.2268,1024.2113,1018.2097,1012.0782,1006.2845,1000.7754,995.2672,989.8982,984.5424,979.3815,974.2483,969.3619,964.4583,959.7574,954.9222,950.2845,945.6772,941.058,936.4471,931.7704,927.0387,922.2102,917.5024,912.7054
6 Chemicals,5190.0,4989.855,4752.8516,4866.8623,4769.8608,4824.8521,4810.8403,4780.835,4727.8276,4696.6152,4696.604,4837.4756,4805.4741,4774.9224,4745.1367,4715.606,4690.7544,4664.8032,4639.6313,4613.124,4587.4092,4559.1318,4530.3789,4500.4072,4469.8467,4438.8911,4416.4297,4394.8462,4373.8853,4352.1489,4328.9312,4305.3604,4283.666,4263.3848,4242.7983,4221.9009,4200.8848,4179.9326,4159.5825,4139.3369,4119.186,4098.7031,4078.4387,4057.7505,4037.6421,4017.3972,3997.7466,3978.2847,3958.2512,3939.1531,3919.873
7 Non-metallics nes,1722.0,1625.9001,1574.9064,1617.9055,1560.9049,1477.9077,1553.9015,1527.9037,1509.9036,1499.9351,1499.9261,1544.4326,1534.4775,1525.4951,1516.953,1508.6287,1501.2177,1493.5256,1485.5956,1477.4867,1469.1769,1459.7209,1449.5977,1439.2676,1428.9427,1418.7793,1411.0547,1403.5385,1396.1469,1388.87,1381.8672,1375.2328,1368.5795,1361.8997,1355.2737,1348.6083,1341.8824,1335.0219,1328.2921,1321.6852,1315.1044,1308.5312,1302.0109,1295.5188,1289.1593,1282.933,1276.616,1270.2195,1263.7574,1257.5653,1251.1088
8 Ore-extra.(non-energy),119.0,113.7959,120.7756,102.7607,95.7799,96.7495,94.7567,92.7462,91.7488,91.1378,91.122,93.9209,93.4719,93.0514,92.5919,92.01,91.4318,90.868,90.3189,89.7908,89.2432,88.6959,88.1793,87.6593,87.1134,86.557,86.1561,85.7472,85.324,84.8858,84.4285,84.001,83.6193,83.2252,82.8053,82.3979,81.9784,81.5517,81.1258,80.7073,80.2952,79.8585,79.4371,79.0288,78.6111,78.1923,77.7898,77.3795,76.9822,76.5726,76.1645
"9 Food, drink & tob.",2174.0,2056.7166,2099.7073,2237.687,2140.6914,2193.6621,2201.6611,2135.6587,2109.6567,2095.7292,2095.7175,2159.0469,2144.8367,2133.011,2121.8594,2111.7781,2103.4485,2094.2136,2083.939,2072.9304,2061.4937,2049.3196,2037.454,2023.8357,2008.4957,1992.7633,1981.5684,1972.4091,1963.9054,1953.8192,1941.7079,1928.2136,1916.5048,1906.6692,1897.275,1887.6337,1877.6361,1867.1177,1857.2045,1847.451,1838.3717,1829.3324,1820.2926,1811.6483,1802.53,1793.4757,1784.0728,1774.0026,1764.3577,1754.7462,1745.212
"10 Tex., cloth. & footw.",457.0001,433.6562,403.6659,371.6594,373.6531,392.5891,337.6419,343.6161,338.6118,336.3745,336.3612,346.4576,344.1238,341.9405,339.8281,337.8243,336.143,334.4367,332.6735,330.9145,329.0944,327.1131,325.0924,322.9375,320.7018,318.4578,316.7669,315.2198,313.6788,312.0847,310.3668,308.5756,306.9074,305.3349,303.8143,302.282,300.7393,299.2357,297.7366,296.2849,294.8167,293.3588,291.8556,290.3658,288.854,287.3738,285.9347,284.484,283.0508,281.6418,280.2485
