,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,11086.0,10945.0,9760.0,11538.0,10345.0,7944.0,9878.0,10032.3145,9463.0,9708.7959,9987.6738,8940.7627,8361.9502,7687.4014,6905.6543,6030.0513,4775.8047,3731.2595,2776.2126,1978.1648,1387.2347,972.5285,702.5799,532.8917,428.2014,360.0423,303.6902,249.9934,198.561,162.8478,147.582,149.6309,181.553,255.9881,309.2038,332.9328,341.2253,346.6469,349.7463,352.1313,353.5632,354.3595,354.3838,354.3679,354.2795,354.0428,353.4615,352.5898,351.8517,351.0196,349.4305
3 Coal,531.0,519.0,604.0,368.0,570.0,758.19,575.19,866.7852,737.94,877.6774,1064.464,1137.2286,1287.4778,1459.7323,1655.6373,1867.9041,2011.077,2161.0967,2253.4397,2265.9368,2187.842,2048.1384,1906.0588,1781.7377,1676.8566,1585.8539,1504.2155,1427.3885,1353.3031,1280.6108,1208.0441,1144.3936,1085.8511,1033.9263,989.3474,950.6502,917.6091,888.654,862.8163,839.7722,818.4527,798.5193,783.2682,771.1243,761.5314,754.6855,749.1082,744.8475,742.149,741.0722,740.4399
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,0.9525,1.4525,3.2999,3.765,4.4463,5.2944,5.5992,6.352,7.2631,8.3606,9.6695,10.9249,12.4225,13.9378,15.4061,16.7558,17.8912,18.9826,20.1682,21.4471,22.7811,24.2153,25.6479,27.0895,28.547,30.0032,31.499,32.9561,34.3452,35.7477,37.2086,38.7469,40.3651,42.0403,43.7827,45.5543,47.2511,49.034,50.8419,52.6783,54.5912,56.4864,58.3833,60.3123,62.289,64.2296
5 IGCC,0.0,0.0,0.0,0.0,0.0,1.905,2.905,6.5999,7.53,8.7134,10.2801,10.726,12.0183,13.5532,15.3589,17.4469,19.1971,21.0871,22.4636,22.8582,22.1982,20.7238,19.1584,17.9659,17.3769,17.3258,17.5407,17.8477,18.0789,18.4802,19.3035,20.2916,21.4003,23.3308,25.4528,27.0702,28.2464,29.3717,30.3535,31.296,32.1562,33.0446,33.8911,34.6945,35.4893,36.2079,36.8468,37.4297,37.9985,38.5381,38.9914
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,0.0625,0.1125,0.1566,0.19,0.2119,0.2438,0.2481,0.2724,0.3018,0.3366,0.3784,0.4164,0.4617,0.5096,0.5487,0.5634,0.5572,0.5378,0.5108,0.4903,0.4677,0.4344,0.374,0.2909,0.2285,0.2066,0.2058,0.232,0.3431,0.4419,0.5024,0.5412,0.5772,0.6036,0.6276,0.6487,0.6698,0.6889,0.7069,0.7282,0.744,0.7581,0.7705,0.7825,0.7939,0.8035
7 CCGT,303.0,250.0,126.0,89.0,69.0,61.9225,73.815,62.7637,57.71,73.4507,95.7237,110.2726,135.7272,167.4484,206.3197,251.4987,288.2353,323.4137,342.8378,342.0114,327.2612,305.2755,285.8109,273.8541,267.521,269.4175,276.8421,288.5796,300.8662,313.7856,327.7243,340.8798,348.8813,355.682,366.3237,380.2072,398.2944,416.645,434.3222,451.6346,467.5675,482.702,497.9138,513.5677,529.4225,545.2559,560.3054,574.6693,588.9993,602.8203,615.0146
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.0775,0.185,0.2362,0.29,0.3562,0.4492,0.4985,0.593,0.7073,0.8435,1.0068,1.1675,1.355,1.5522,1.7197,1.8063,1.8124,1.765,1.6885,1.6302,1.5675,1.472,1.2873,1.0132,0.801,0.7295,0.7227,0.7999,1.1646,1.5104,1.7336,1.8686,2.012,2.1082,2.196,2.2752,2.3558,2.4293,2.4992,2.5909,2.6532,2.7095,2.7607,2.8112,2.8596,2.9016
9 Solid Biomass,730.0,766.0,985.0,705.0,804.0,833.81,959.31,1119.8928,1338.6801,1400.6925,1375.676,1255.4746,1261.714,1272.0226,1283.0785,1290.3569,1247.2854,1223.0321,1179.3113,1119.3013,1056.5709,998.5715,944.9297,891.566,853.1199,824.2106,802.1022,786.5273,772.3366,760.1414,749.1042,739.1513,730.2188,722.5305,716.7029,712.0172,708.6492,706.5857,705.5565,705.3455,705.2194,705.3183,706.5692,707.9407,709.2686,711.3505,713.5421,715.444,717.5022,719.9826,721.629
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,1.0475,2.4225,4.2636,6.83,8.1676,9.8342,10.543,12.1474,14.1372,16.5973,19.6278,22.7269,26.5661,30.719,35.0425,39.4249,43.6683,48.1902,53.3627,59.1958,65.6309,72.8107,80.5198,88.7361,97.4923,106.8072,116.858,127.5158,138.6392,150.6073,163.4691,177.4911,192.6682,209.0607,226.6259,245.1599,263.524,282.2022,301.5122,321.2526,341.7266,362.3485,382.8985,403.6149,424.496,444.662
