,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.482392667631452,0.0241196333815726,48582.15147129764,2429.107573564882,25.0,1,-0.05,0.05,0.5905891233820455,246.64190604284758,41.10698434047461,0,0.9703846153846154,0.0133872676417274,-0.05
Indirect Heating Oil,0.0530631934394597,0.0026531596719729,10193.921852387844,509.6960926193922,25.0,1,-0.05,0.05,0.4615964358710551,399.3311557306177,66.55519262176962,0,0.9768538461538462,0.0129453174006491,-0.05
Indirect Heating Gas,0.0530631934394597,0.0026531596719729,11232.609744331889,561.6304872165944,25.0,1,-0.05,0.05,0.5897069941644886,530.257969065232,88.37632817753868,0,0.9814,0.0125093385235134,-0.05
Indirect Heating Biomass,0.5962373371924747,0.0298118668596237,48582.15147129764,2429.107573564882,25.0,1,-0.05,0.05,0.4215786090837574,82.04303967720243,16.408607935440486,0,0.9116666666666666,0.008671634140044,-0.05
Indirect Heating Electric,0.0771828268210323,0.0038591413410516,8643.897732754464,432.1948866377232,25.0,1,-0.05,0.05,0.9,850.1224901527527,170.02449803055055,0,0.9878205128205128,0.0028867513459481,-0.05
Indirect Heating Steam Distributed,0.964785335262904,0.0482392667631452,0.0,0.0,20.0,1,-0.05,0.05,0.617538994625738,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.054510371442354,0.0527255185721177,29633.08881041968,1481.6544405209845,20.0,1,-0.432959407,0.05,3.0,850.1224901527527,170.02449803055055,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2122527737578388,0.0106126386878919,6071.181862035697,303.55909310178487,15.0,1,-0.05,0.05,0.6154479855007254,246.64190604284758,41.10698434047461,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Oil,0.0144717800289435,0.0007235890014471,2543.461825180897,127.17309125904484,15.0,1,-0.05,0.05,0.474544006808972,399.3311557306177,66.55519262176962,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Gas,0.0144717800289435,0.0007235890014471,2543.461825180897,127.17309125904484,15.0,1,-0.05,0.05,0.5652896534976335,530.257969065232,88.37632817753868,0,0.9878846153846156,0.0121153846153846,-0.05
Direct Heating Biomass,0.2122527737578388,0.0106126386878919,6071.181862035697,303.55909310178487,15.0,1,-0.05,0.05,0.5710750054658705,82.04303967720243,16.408607935440486,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Electric,0.0578871201157742,0.0028943560057887,1522.3154848046308,76.11577424023154,12.5,1,-0.05,0.05,0.5261374026794223,850.1224901527527,170.02449803055055,0,0.9902564102564102,0.0168763924840044,-0.05
Direct Heating Steam Distributed,0.964785335262904,0.0482392667631452,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
