,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Male Children,5983.948,5988.368,5996.752,6000.262,6033.914,6059.485,6104.832,6144.159,6176.308,6204.798000000001,6240.029,6305.804,6310.677,6277.9980000000005,6244.314,6200.019,6182.859031309521,6159.238886524436,6123.260582042461,6089.496792073266,6046.523321866891,6002.200791181619,5952.46287582565,5912.143195986274,5871.257293600863,5839.298967693043,5812.067894785208,5794.62179228143,5787.6326716375925,5791.86422803144,5804.663678609401,5797.7108284489395,5798.175292138835,5801.260298252636,5806.593066822311,5813.6577509731815,5821.858910269829,5830.449977262767,5838.597738347777,5845.522378132281,5850.55087764697,5853.126081966653,5852.842970693637,5849.454703038276,5842.863550198146,5833.107797683474,5820.327489860627,5804.8238732443115,5789.361553638964,5773.940421041664,5758.560365742505,5743.2212783238165,5727.923049659381,5712.665570913663,5697.448733541032,5682.272429284992,5667.136550177407,5652.0409885377385,5636.985636972276,5621.970388373373,5606.995135918687,5592.0597730704185,5577.164193574552,5562.308291460102,5547.491961038357,5532.715096902129,5517.977593925004,5503.279347260593,5488.620252341786,5474.00020488001,5459.419100864484,5444.8768365614815,5430.373308513592,5415.908413538984,5401.482048730672,5387.0941114557845,5372.744499354832,5358.433110340982,5344.15984259933,5329.924594586175,5315.7272650282985,5301.567752922245,5287.4459575336,5273.361778396279,5259.315115311805,5245.305868348602,5231.333937841283,5217.3992243899365,5203.501628859426,5189.64105237868,5175.81739633999,5162.03056239831,5148.280452470555,5134.566968734904,5120.890013630104,5107.249489854777,5093.645300366726,5080.077348382246
2 Male 15-19,2054.26,2089.909,2116.321,2129.05,2120.641,2107.684,2075.172,2052.547,2036.045,2008.485,2001.402,2034.528,2059.546,2088.518,2106.128,2121.201,2116.0747101330567,2096.2459291957703,2094.5235117857897,2099.023377223465,2115.1475620144593,2130.3136271441017,2147.13217394202,2144.3886947031533,2146.057161683819,2132.6195084563033,2115.7769836898005,2086.5318546730095,2057.558475966842,2018.5193458653414,1980.491286772484,1967.2514517857899,1956.1286716086945,1951.9495115008358,1955.3254096611167,1963.8765527075334,1951.838613396133,1945.0718308452063,1939.6558071912018,1935.9142450100087,1934.0129919176693,1933.9960075232555,1935.7284157534796,1938.9454598718885,1943.3344272048605,1948.5456390438733,1954.2254203523066,1959.9971172069802,1965.7858604495652,1971.5917004256273,1977.4146876294246,1983.2548727043472,1989.1123064433575,1994.9870397894326,2000.8791238360063,2006.7886098274146,2012.7155491593403,2018.6599933792609,2024.6219941868962,2030.6016034346587,2036.5988731281036,2042.613855426382,2048.6466026426942,2054.6971672447444,2060.7656018551975,2066.851959252136,2072.9562923695207,2079.0786542976484,2085.2190982836164,2091.377677731784,2097.554446204237,2103.7494574212546,2109.962765261775,2116.1944237638654,2122.4444871251912,2128.713009703488,2135.000046017033,2141.3056507451215,2147.62987872854,2153.972784970045,2160.3344246348397,2166.714853051056,2173.1141257102327,2179.5322982678013,2185.969426543568,2192.425566522199,2198.900774353709,2205.395106353949,2211.9086190050944,2218.441368956139,2224.993413023385,2231.56480819094,2238.155611611209,2244.7658806053955,2251.3956726639967,2258.0450454473053,2264.71405678591,2271.4027646811996
3 Male 20-24,2000.507,2005.783,2018.188,2029.882,2021.964,2010.667,2026.377,2027.259,2021.818,2007.534,1995.712,1970.913,1938.406,1913.344,1894.809,1877.708,1890.2031601214412,1914.5184156187424,1931.1942049819609,1945.8974929383573,1951.720547746702,1959.9028494493962,1951.6539360560485,1957.2035846714118,1965.6175359848867,1982.5438648413103,1996.9210537748047,2013.2548368457115,2011.8301420291912,2014.2639542488992,2002.962833537535,1988.7457115024777,1963.4968981316856,1938.615940365996,1904.8139870743926,1871.9147713217988,1861.843481376684,1853.1243093314074,1850.2152674380802,1853.8162755507362,1862.0174671358545,1852.110220906529,1847.0358019647856,1843.1922079936292,1840.8607988207477,1840.1996529359005,1841.2445616952602,1843.8861626216342,1846.53155340602,1849.18073948566,1851.833726305597,1854.4905193186858,1857.1511239856038,1859.8155457748635,1862.4837901628225,1865.1558626336955,1867.8317686795651,1870.5115138003935,1873.1951035040333,1875.8825433062395,1878.57383873068,1881.268995308948,1883.968018580572,1886.6709140930288,1889.3776874017533,1892.0883440701512,1894.8028896696098,1897.5213297795096,1900.2436699872358,1902.9699158881892,1905.700073085799,1908.434147191533,1911.1721438249097,1913.9140686135102,1916.659927192989,1919.4097252070862,1922.1634683076388,1924.9211621545924,1927.6828124160127,1930.4484247680973,1933.2180048951877,1935.9915584897803,1938.7690912525384,1941.550608892304,1944.3361171261095,1947.1256216791894,1949.9191282849922,1952.716642685192,1955.5181706297003,1958.3237178766778,1961.1332901925466,1963.9468933520018,1966.7645331380231,1969.586215341887,1972.411945763179,1975.2417302098045,1978.075574498002,1980.913484452354
4 Male 25-29,1969.445,1918.838,1900.032,1931.07,1967.338,1985.248,1986.104,1983.49,1963.953,1955.153,1939.031,1954.49,1953.598,1945.012,1928.109,1909.315,1874.5759165799614,1851.5236619992656,1839.1358683081125,1829.8529305762854,1846.2087771185134,1867.075490632867,1895.7936226838679,1916.5460595411585,1934.5548363016271,1942.484820040005,1950.4260273786297,1943.134768527054,1948.6333123209445,1957.2714032021984,1973.9884456069306,1988.34343032325,2004.4033819498663,2003.6881325159236,2006.5940246526839,1996.5213535943635,1983.879498406703,1960.8996870639676,1938.728995266334,1908.1028511732895,1878.2388915697677,1868.8141283439063,1860.5872293626223,1857.8425489385056,1861.4861377097031,1869.8120084386223,1860.812721694864,1856.5385706552263,1852.274237028645,1848.019698265239,1843.7749318669219,1839.5399153872843,1835.3146264314746,1831.0990426560802,1826.89314176901,1822.6969015293762,1818.5102997473764,1814.3333142841766,1810.1659230517944,1806.0081040129814,1801.8598351811079,1797.721094620045,1793.59186044405,1789.4721108176504,1785.3618239555276,1781.2609781224025,1777.1695516329205,1773.0875228515365,1769.0148701924008,1764.951572119245,1760.8976071452673,1756.8529538330201,1752.817590794296,1748.7914966900144,1744.7746502301093,1740.7670301734163,1736.7686153275606,1732.7793845488445,1728.799316742136,1724.8283908607568,1720.8665859063717,1716.9138809288768,1712.9702550262894,1709.0356873446367,1705.1101570778465,1701.193643467636,1697.2861258034034,1693.3875834221167,1689.4979957082062,1685.6173420934542,1681.745602056887,1677.882755124666,1674.028780869979,1670.1836589129337,1666.347368920448,1662.5198906061437,1658.7012037302393,1654.8912880994421
5 Male 30-34,2208.039,2215.558,2194.565,2142.393,2081.822,2023.585,1968.878,1945.923,1972.885,2005.103,2025.281,2032.809,2029.025,2003.489,1985.884,1966.437,1967.1887243030028,1964.276540365242,1952.1801597706333,1936.2693266782937,1901.6301898301044,1869.73175604419,1847.1142261530424,1834.9161534113434,1826.0998430513232,1841.4792848260233,1860.781850118384,1887.5159180030316,1906.8673354052696,1923.947628189151,1931.5017595470467,1939.0010569040603,1931.7809144606288,1936.6501737389663,1944.83439761609,1960.7163182352374,1974.3620086002256,1989.5121445530547,1988.7514474135435,1991.3485850916907,1981.580157079989,1969.499728194728,1947.6847686801289,1926.9525314374944,1898.1915994838748,1870.0727238314935,1860.551547314679,1852.266628272299,1844.0186014534306,1835.8073025793228,1827.632568102747,1819.49423520474,1811.392141791362,1803.3261264904665,1795.2960286484874,1787.3016883272387,1779.3429463007292,1771.419644051991,1763.5316237699224,1755.678728346144,1747.8608013718708,1740.0776871347962,1732.3292306159906,1724.615277486814,1716.9356741058418,1709.2902675158055,1701.6789054405453,1694.101436281978,1686.557709117077,1679.0475736948658,1671.5708804334272,1664.1274804169218,1656.7172253926235,1649.3399677679663,1641.9955606076046,1634.6838576304867,1627.4047132069413,1620.1579823557765,1612.9435207413928,1605.761184670908,1598.6108310912955,1591.4923175865345,1584.4055023747737,1577.3502443055079,1570.3264028567658,1563.3338381323117,1556.3724108588594,1549.4419823832975,1542.5424146699283,1535.6735702977187,1528.8353124575622,1522.027504949555,1515.2500121802827,1508.5026991601203,1501.7854315005427,1495.0980754114487,1488.4404976984956,1481.8125657604471
6 Male 35-39,2245.478,2233.795,2218.494,2213.44,2223.24,2246.11,2256.37,2241.28,2195.449,2126.921,2067.773,2023.666,1999.995,2021.348,2053.417,2068.995,2066.6598183330184,2045.3155967128102,2029.6435323634937,2015.046392908502,2026.157289462981,2026.0931746510173,2021.6271772801883,2008.149041652746,1991.0894927007828,1955.6690644727857,1923.2870772554943,1900.196728803219,1887.615198749328,1878.5139008323288,1893.4045659108403,1912.2202596342404,1938.4442195212293,1957.2579096567551,1973.7835024403353,1980.9192806530802,1988.012983520474,1980.5506204842902,1985.165885151722,1993.1571953866044,2008.8322651177316,2022.222242878724,2037.0307608544078,2035.9818826024432,2038.1858292636869,2028.084740997632,2015.8067545066308,1993.9696502694535,1972.3691059705734,1951.0025589714742,1929.8674743945364,1908.9613448223065,1888.2816900000216,1867.8260565413589,1847.5920176373704,1827.5771727685728,1807.7791474201554,1788.1955928002722,1768.824185561388,1749.6626275246413,1730.708645407193,1711.9599905525308,1693.4144386636924,1675.069789539381,1656.923866812938,1638.9745176941444,1621.2196127138182,1603.6570454711791,1586.2847323839508,1569.1006124411688,1552.1026469586673,1535.288819337214,1518.6571348232656,1502.2056202723154,1485.9323239148034,1469.8353151245628,1453.9126841897757,1438.1625420864084,1422.5830202541026,1407.1722703744936,1391.92846415193,1376.849793096569,1361.9344683098213,1347.1807202721204,1332.5867986329906,1318.15097200339,1303.8715277503024,1289.746771793554,1275.775028404832,1261.9546400088802,1248.283966986848,1234.76138748177,1221.385297206152,1208.1541092516427,1195.0662539007662,1182.1201784406949,1169.3143469790384,1156.6472402616298
7 Male 40-44,2183.44,2208.125,2228.291,2238.252,2251.761,2256.536,2244.942,2230.364,2228.476,2238.928,2265.871,2282.011,2261.879,2209.165,2139.708,2079.027,2058.563378253051,2084.715558442495,2120.171810585691,2137.504313478581,2135.960818638691,2133.670206615662,2111.668221328158,2095.462551769177,2080.403214481578,2091.3605910809847,2091.1491815483932,2086.6213230154176,2072.876624617379,2055.4353381785927,2019.4074592895056,1986.4686225999333,1962.9190374330706,1950.06615885941,1940.7610606457902,1955.5761480850556,1974.3525986107416,2000.6936106157036,2019.4597985427204,2035.8491686178845,2042.8585235091412,2049.8760884793337,2042.3258946381952,2047.0076921512132,2055.1059087613025,2070.989332722061,2084.5133852487056,2099.4064684378595,2114.405957241124,2129.512611887564,2144.7271980378036,2160.0504868228295,2175.483254883077,2191.026284407792,2206.680363174676,2222.4462845898133,2238.3248477278826,2254.3168573726584,2270.4231240578,2286.6444641079324,2302.98169968002,2319.4356588050373,2336.007175429936,2352.6970894599135,2369.506246800981,2386.4354994028376,2403.485705302051,2420.6577286655443,2437.952439834397,2455.370715367956,2472.9134380882633,2490.5814971248,2508.375787959551,2526.297212472392,2544.3466789867985,2562.525102315885,2580.8334038087687,2599.2725113972697,2617.843359642939,2636.546889784428,2655.384049785192,2674.355794381538,2693.4630851310135,2712.706890461141,2732.088185718503,2751.6079532181757,2771.2671822935154,2791.066869346302,2811.0080178972416,2831.0916386368262,2851.318749476561,2871.6903756005554,2892.207549517483,2912.8713111129136,2933.6827077020166,2954.6427940826447,2975.7526325887943,2997.0132931444477
8 Male 44-49,2117.774,2121.679,2129.49,2143.63,2161.86,2170.604,2194.945,2214.662,2227.954,2241.149,2240.977,2234.814,2224.093,2219.575,2228.199,2247.868,2229.3849621630447,2185.2306507264466,2117.9354044371826,2063.379586244397,2015.6740271258727,1996.9138284647802,2021.9041637806617,2055.6689322376537,2072.165983162089,2070.6495744803906,2068.421321092096,2047.552506808523,2032.2528305236144,2018.0687764049262,2028.69161302787,2028.630797163581,2024.4474632856013,2011.3919920910962,1994.7613456615013,1960.3764547850376,1928.9286710593194,1906.3829340915804,1894.0941415796694,1885.2389529466343,1899.3502274244527,1917.2530220972078,1942.3939016017393,1960.2657898516593,1975.8705424393947,1982.601163747841,1989.36667940465,1982.2701659290876,1975.1989672956959,1968.1529932008016,1961.1321536628648,1954.1363590213298,1947.1655199354798,1940.2195473832965,1933.2983526603227,1926.40184737853,1919.5299434651895,1912.6825531617474,1905.859589022704,1899.0609639144977,1892.2865910143912,1885.5363838093633,1878.810256095004,1872.1081219744135,1865.4298958571057,1858.7754924579147,1852.1448267959054,1845.537814193289,1838.9543702743413,1832.3944109643246,1825.857852488415,1819.3446113706314,1812.8546044327709,1806.387748793345,1799.9439618665226,1793.523161361074,1787.125265279321,1780.750191916089,1774.3978598576646,1768.0681879807544,1761.7610954514503,1755.4765017241969,1749.2143265407624,1742.9744899292139,1736.7569122028963,1730.5615139594147,1724.38821607962,1718.2369397265986,1712.107606344666,1706.0001376583632,1699.914455671457,1693.8504826659444,1687.8081412010595,1681.787354112285,1675.7880445103665,1669.8101357803312,1663.853551580508,1657.9182158415545
9 Male 50-54,2140.84,2117.52,2103.632,2080.863,2082.46,2080.448,2085.802,2095.626,2112.395,2125.569,2138.928,2169.871,2188.57,2201.038,2205.505,2204.158,2197.0628170175414,2199.4483445630694,2214.3141067233655,2238.3203649346906,2248.522773036577,2230.7118405816755,2187.329462011105,2121.1617724497683,2067.6363723280224,2020.8900979527455,2002.663459642864,2027.7427019738232,2061.3917255379574,2077.9635928415737,2076.6812459668895,2074.7094111729275,2054.3237194515873,2039.4831210839654,2025.7628147662058,2036.5953242366575,2036.8238114741407,2032.9626791261892,2020.2469114119892,2003.937754103893,1970.007902613513,1938.971887280683,1916.7150159360783,1904.661559245067,1896.0454766333712,1910.1583381168507,1928.053820915138,1953.1542008319439,1978.5813501911446,2004.3395230426327,2030.4330288176739,2056.8662330498896,2083.643558105627,2110.7694839238347,2138.248548765573,2166.08534997328,2194.2845447399227,2222.850850888163,2251.789047659665,2281.103976514676,2310.800541942024,2340.8837122796526,2371.3585205458417,2402.230065281249,2433.5035114019142,2465.184091063366,2497.2771045359805,2529.787921091735,2562.7219799025047,2596.0847909500562,2629.8819359478853,2664.119069275058,2698.801918922207,2733.9362874498443,2769.52805295915,2805.583170075399,2842.1076709441886,2879.107666240641,2916.5893461917362,2954.558981611962,2993.022924952439,3031.987611363712,3071.4595597723696,3111.445373971684,3151.9517437264494,3192.9854458922014,3234.553345549009,3276.6623971500267,3319.3196456849973,3362.532227858904,3406.3073732859657,3450.6524056991752,3495.574744175587,3541.081904377553,3587.18149981012,3633.8812430947933,3681.1889472598878,3729.1125270476723
10 Male 55-59,1724.722,1852.37,1971.292,2088.21,2092.729,2084.513,2060.264,2043.933,2022.454,2024.68,2026.15,2039.56,2047.593,2061.513,2073.151,2081.354,2102.2211607917857,2118.1024591862943,2129.6721152575005,2134.6035252258966,2127.830633117124,2121.7161203757437,2124.53873628016,2139.3874186142307,2162.810873430992,2173.045949972506,2156.583495655201,2115.683781299767,2053.0357668488173,2002.6138077481442,1958.6667374636345,1941.9587521942801,1966.7563883071934,1999.624864424597,2016.1011793601624,2015.307163942645,2013.8805103059335,1994.856811742847,1981.2021226675367,1968.6325219932223,1979.6081515675332,1980.3566249536216,1977.1647225769684,1965.3930974968173,1950.0979052459134,1917.7858339472684,1888.235985859189,1867.1401248660977,1846.2799522903297,1825.652834959905,1805.2561691213223,1785.0873801108878,1765.1439220297173,1745.4232774223672,1725.9229569590575,1706.6404991214447,1687.573469891905,1668.7194624462895,1650.0760968501113,1631.6410197581272,1613.4119041172762,1595.3864488729364,1577.5623786784631,1559.9374436079731,1542.5094188723374,1525.2761045383468,1508.235325251015,1491.3849299589845,1474.722791643,1458.2468070474158,1441.9548964147027,1425.8450032229205,1409.9150939261242,1394.1631576976702,1378.5872061763905,1363.1852732156026,1347.9554146349235,1332.8957079748564,1318.0042522541191,1303.2791677296848,1288.7185956595017,1274.3206980678651,1260.0836575134106,1246.0056768596987,1232.0849790483637,1218.3198068747954,1204.708422766328,1191.2491085629078,1177.940165300209,1164.779912995175,1151.7666904339549,1138.8988549622086,1126.1747822777552,1113.592866225538,1101.1515185948806,1088.8491689190066,1076.6842642768013,1064.655269096786
